Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,16.1833,10.8819,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,43.344,28.56,28.56,157.696,16.1833,10.8819,57070,72106,73943,74381,=AVERAGE(I3:L3),
1.6,276.64,284.592,291.872,288.624,1141.73,16.1833,10.8819,6069,6511,9979,10091,=AVERAGE(I4:L4),
1.7,294.112,297.472,295.904,296.016,1183.5,16.1833,10.8819,5833,5800,5818,5812,=AVERAGE(I5:L5),
1.8,293.664,297.808,294.448,295.232,1181.15,16.1833,10.8819,5867,5799,5839,5816,=AVERAGE(I6:L6),
1.9,297.472,292.88,295.68,295.232,1181.26,16.1833,10.8819,5818,5847,5838,5851,=AVERAGE(I7:L7),
2,293.216,295.344,294.56,296.464,1179.58,16.3097,11.7277,5852,5807,5859,5824,=AVERAGE(I8:L8),
2.1,295.008,293.104,293.328,294.896,1176.34,15.9825,13.4636,5838,5838,5841,5815,=AVERAGE(I9:L9),
2.2,294.112,295.68,295.008,297.024,1181.82,14.5861,14.9015,5834,5808,5840,5819,=AVERAGE(I10:L10),
2.3,296.352,295.344,296.24,294.56,1182.5,11.7919,15.9099,5825,5835,5818,5849,=AVERAGE(I11:L11),
2.4,257.264,257.152,258.16,258.608,1031.18,6.59847,16.3159,5890,5852,5878,5863,=AVERAGE(I12:L12),
2.5,0,0,0,0,0,6.87199,13.6971,0,0,0,0,=AVERAGE(I13:L13),
2.6,181.888,174.608,164.304,169.456,690.256,16.9442,6.35896,30586,32224,34601,33329,=AVERAGE(I14:L14),
2.7,191.632,188.048,173.936,178.528,732.144,18.0955,6.87199,17162,17839,19670,19114,=AVERAGE(I15:L15),
2.8,224.112,221.984,224.112,224.112,894.32,6.77921,18.1259,5871,5866,5842,5871,=AVERAGE(I16:L16),
2.9,0,0,0,0,0,6.39803,16.9157,0,0,0,0,=AVERAGE(I17:L17),
3,244.72,239.68,228.368,233.52,946.288,13.742,6.74737,24437,25172,26825,26063,=AVERAGE(I18:L18),
3.1,0,0,0,0,0,16.3136,6.39803,0,0,0,0,=AVERAGE(I19:L19),
3.2,292.096,278.88,272.272,286.16,1129.41,13.8151,15.7737,20470,21721,22388,21003,=AVERAGE(I20:L20),
3.3,293.44,295.904,298.032,294.336,1181.71,12.0224,16.3173,5840,5834,5802,5844,=AVERAGE(I21:L21),
3.4,294,294.56,296.688,295.792,1181.04,11.8398,16.315,5832,5825,5798,5819,=AVERAGE(I22:L22),
3.5,295.456,294,296.128,298.256,1183.84,11.6551,16.3046,5813,5827,5807,5808,=AVERAGE(I23:L23),
3.6,294.672,294.896,294.336,297.136,1181.04,11.4685,16.2864,5837,5806,5854,5793,=AVERAGE(I24:L24),
3.7,297.36,299.712,297.36,298.48,1192.91,11.28,16.2605,5810,5781,5789,5793,=AVERAGE(I25:L25),
3.8,296.016,299.04,299.376,298.592,1193.02,11.2554,16.2566,5858,5845,5829,5823,=AVERAGE(I26:L26),
3.9,294,293.216,293.664,294.56,1175.44,11.2554,16.2566,5860,5840,5855,5866,=AVERAGE(I27:L27),
4,295.008,294.224,290.64,294.448,1174.32,11.2554,16.2566,5852,5841,5834,5826,=AVERAGE(I28:L28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(F7:F28)
