Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,52.976,28.56,138.768,14.394,15.0139,56710,62194,73753,=AVERAGE(H3:J3),
1.6,285.6,279.216,297.36,862.176,14.394,15.0139,5742,5830,9540,=AVERAGE(H4:J4),
1.7,296.688,296.24,297.36,890.288,14.394,15.0139,5551,5555,5548,=AVERAGE(H5:J5),
1.8,297.92,296.24,296.912,891.072,14.394,15.0139,5535,5551,5554,=AVERAGE(H6:J6),
1.9,296.352,298.256,299.488,894.096,14.394,15.0139,5547,5540,5531,=AVERAGE(H7:J7),
2,298.704,297.248,296.8,892.752,14.2957,15.0676,5521,5535,5530,=AVERAGE(H8:J8),
2.1,296.576,297.696,297.808,892.08,14.0656,15.1842,5545,5544,5544,=AVERAGE(H9:J9),
2.2,297.584,298.816,296.576,892.976,13.8206,15.2962,5543,5525,5562,=AVERAGE(H10:J10),
2.3,297.584,297.696,296.8,892.08,13.5605,15.4034,5535,5538,5546,=AVERAGE(H11:J11),
2.4,296.8,296.352,299.152,892.304,13.2848,15.5056,5534,5546,5526,=AVERAGE(H12:J12),
2.5,299.376,296.912,296.128,892.416,12.9932,15.6027,5517,5544,5535,=AVERAGE(H13:J13),
2.6,295.68,297.584,296.8,890.064,12.6853,15.6945,5550,5534,5553,=AVERAGE(H14:J14),
2.7,297.136,295.344,298.928,891.408,12.3607,15.7808,5539,5559,5530,=AVERAGE(H15:J15),
2.8,298.48,297.472,296.24,892.192,12.019,15.8615,5539,5547,5546,=AVERAGE(H16:J16),
2.9,297.248,298.928,297.92,894.096,11.6597,15.9363,5523,5519,5545,=AVERAGE(H17:J17),
3,298.144,296.24,295.792,890.176,11.2826,16.0051,5536,5547,5547,=AVERAGE(H18:J18),
3.1,296.352,297.584,296.8,890.736,10.8871,16.0676,5551,5519,5564,=AVERAGE(H19:J19),
3.2,297.584,296.576,297.584,891.744,10.4728,16.1237,5542,5549,5533,=AVERAGE(H20:J20),
3.3,295.68,297.584,296.688,889.952,10.0394,16.1731,5539,5531,5544,=AVERAGE(H21:J21),
3.4,297.472,299.376,296.352,893.2,9.58646,16.2156,5556,5524,5552,=AVERAGE(H22:J22),
3.5,296.352,296.24,298.48,891.072,9.1135,16.2511,5538,5536,5536,=AVERAGE(H23:J23),
3.6,298.144,299.488,295.792,893.424,8.62005,16.2793,5531,5530,5560,=AVERAGE(H24:J24),
3.7,297.248,299.488,297.36,894.096,8.10584,16.2999,5548,5524,5537,=AVERAGE(H25:J25),
3.8,299.488,299.376,299.04,897.904,7.57026,16.3127,5556,5524,5562,=AVERAGE(H26:J26),
3.9,296.24,298.704,297.248,892.192,7.01306,16.3175,5537,5529,5544,=AVERAGE(H27:J27),
4,297.024,298.032,296.016,891.072,6.43368,16.3141,5553,5565,5554,=AVERAGE(H28:J28),
4.1,295.12,293.328,296.24,884.688,5.8317,16.3021,5518,5527,5547,=AVERAGE(H29:J29),
4.2,19.264,19.824,16.8,55.888,7.23397,13.572,5924,5542,5487,=AVERAGE(H30:J30),
4.3,297.36,286.384,292.096,875.84,7.24938,13.572,16970,18002,17545,=AVERAGE(H31:J31),
4.4,296.24,295.456,296.912,888.608,7.98101,13.297,5565,5568,5552,=AVERAGE(H32:J32),
4.5,295.904,295.456,296.912,888.272,8.70789,13.0061,5686,5688,5698,=AVERAGE(H33:J33),
4.6,295.232,297.696,295.904,888.832,9.41448,12.6989,5704,5679,5682,=AVERAGE(H34:J34),
4.7,296.464,296.352,295.68,888.496,10.0992,12.375,5668,5697,5702,=AVERAGE(H35:J35),
4.8,288.288,288.288,291.088,867.664,10.7627,12.034,5812,5841,5819,=AVERAGE(H36:J36),
4.9,294.672,293.888,295.456,884.016,11.4043,11.6755,5729,5723,5731,=AVERAGE(H37:J37),
5,298.256,295.344,296.128,889.728,12.0229,11.2991,5671,5693,5700,=AVERAGE(H38:J38),
5.1,296.24,295.904,296.24,888.384,12.6187,10.9045,5670,5698,5668,=AVERAGE(H39:J39),
5.2,298.368,296.688,295.904,890.96,13.1911,10.491,5680,5669,5672,=AVERAGE(H40:J40),
5.3,297.584,295.344,296.912,889.84,13.7397,10.0585,5651,5674,5681,=AVERAGE(H41:J41),
5.4,295.904,298.928,295.904,890.736,14.2641,9.60634,5696,5690,5728,=AVERAGE(H42:J42),
5.5,296.912,295.12,296.8,888.832,14.7636,9.13424,5674,5697,5705,=AVERAGE(H43:J43),
5.6,296.464,294.784,296.464,887.712,15.2382,8.64172,5690,5713,5680,=AVERAGE(H44:J44),
5.7,295.344,297.92,297.472,890.736,15.6874,8.12835,5666,5655,5658,=AVERAGE(H45:J45),
5.8,296.688,298.032,295.904,890.624,16.1108,7.59372,5688,5673,5674,=AVERAGE(H46:J46),
5.9,297.808,298.592,296.24,892.64,16.5081,7.03743,5670,5652,5695,=AVERAGE(H47:J47),
6,297.248,295.904,294.448,887.6,16.8791,6.45904,5649,5714,5673,=AVERAGE(H48:J48),
6.1,19.264,18.704,18.592,56.56,18.4098,5.80459,6081,5402,5402,=AVERAGE(H49:J49),
6.2,262.304,249.76,255.248,767.312,17.8145,7.6785,20237,21631,21034,=AVERAGE(H50:J50),
6.3,296.576,296.8,295.008,888.384,17.5229,8.41364,5664,5702,5697,=AVERAGE(H51:J51),
6.4,294.896,297.696,296.352,888.944,17.2039,9.12836,5678,5674,5670,=AVERAGE(H52:J52),
6.5,296.352,296.912,296.128,889.392,16.8583,9.82217,5701,5690,5687,=AVERAGE(H53:J53),
6.6,297.136,295.456,296.576,889.168,16.4858,10.4945,5677,5659,5710,=AVERAGE(H54:J54),
6.7,296.576,296.128,298.704,891.408,16.0869,11.1449,5650,5682,5638,=AVERAGE(H55:J55),
6.8,296.688,297.248,296.24,890.176,15.662,11.773,5675,5659,5656,=AVERAGE(H56:J56),
6.9,296.352,297.136,296.464,889.952,15.2113,12.3783,5651,5685,5734,=AVERAGE(H57:J57),
7,297.136,294.672,298.256,890.064,14.7353,12.9603,5681,5709,5663,=AVERAGE(H58:J58),
7.1,295.232,296.912,296.016,888.16,14.2342,13.5186,5710,5637,5688,=AVERAGE(H59:J59),
7.2,295.232,298.48,297.584,891.296,13.7085,14.0529,5690,5726,5670,=AVERAGE(H60:J60),
7.3,298.032,295.568,296.576,890.176,13.1585,14.5626,5675,5701,5702,=AVERAGE(H61:J61),
7.4,292.768,288.288,284.816,865.872,12.5843,15.0475,6109,6430,6312,=AVERAGE(H62:J62),
7.5,281.792,275.856,281.68,839.328,11.9875,15.5071,5672,5758,5765,=AVERAGE(H63:J63),
7.6,295.568,294,296.352,885.92,11.3674,15.9411,5739,5653,5655,=AVERAGE(H64:J64),
7.7,296.24,296.688,298.144,891.072,10.7248,16.3491,5664,5699,5758,=AVERAGE(H65:J65),
7.8,296.128,296.576,295.792,888.496,10.06,16.7309,5707,5681,5677,=AVERAGE(H66:J66),
7.9,296.464,297.248,295.008,888.72,9.37372,17.086,5691,5726,5720,=AVERAGE(H67:J67),
8,298.816,299.936,300.048,898.8,8.66622,17.4143,5679,5652,5650,=AVERAGE(H68:J68),
8.1,296.128,295.344,297.472,888.944,7.93823,17.7155,5659,5689,5691,=AVERAGE(H69:J69),
8.2,297.808,298.144,296.8,892.752,7.18998,17.9894,5516,5549,5544,=AVERAGE(H70:J70),
8.3,298.256,296.912,298.48,893.648,6.4222,18.2356,5563,5526,5528,=AVERAGE(H71:J71),
8.4,18.928,17.808,17.696,54.432,7.03269,16.5113,6146,6176,6174,=AVERAGE(H72:J72),
8.5,296.8,290.976,285.6,873.376,7.5892,16.1142,16823,17383,17868,=AVERAGE(H73:J73),
8.6,299.488,298.704,296.352,894.544,7.59996,16.1142,5494,5596,5524,=AVERAGE(H74:J74),
8.7,296.688,298.144,297.808,892.64,8.12397,15.691,5601,5504,5573,=AVERAGE(H75:J75),
8.8,296.016,298.816,298.592,893.424,8.6375,15.242,5509,5552,5553,=AVERAGE(H76:J76),
8.9,297.472,296.8,297.584,891.856,9.1302,14.7677,5561,5524,5529,=AVERAGE(H77:J77),
9,297.696,297.248,295.792,890.736,9.60246,14.2682,5542,5504,5502,=AVERAGE(H78:J78),
9.1,297.472,296.128,297.024,890.624,10.0548,13.7442,5521,5552,5556,=AVERAGE(H79:J79),
9.2,297.584,296.8,296.352,890.736,10.4875,13.1958,5576,5533,5609,=AVERAGE(H80:J80),
9.3,297.696,299.376,296.352,893.424,10.9011,12.6236,5483,5520,5515,=AVERAGE(H81:J81),
9.4,296.688,297.36,297.024,891.072,11.2959,12.028,5537,5571,5573,=AVERAGE(H82:J82),
9.5,299.6,296.8,298.144,894.544,11.6725,11.4093,5525,5551,5481,=AVERAGE(H83:J83),
9.6,298.704,297.248,295.456,891.408,12.0311,10.7681,5505,5534,5611,=AVERAGE(H84:J84),
9.7,297.136,299.488,296.688,893.312,12.3722,10.1048,5563,5522,5518,=AVERAGE(H85:J85),
9.8,296.464,297.136,299.6,893.2,12.6963,9.41996,5545,5578,5507,=AVERAGE(H86:J86),
9.9,296.576,297.36,297.36,891.296,13.0036,8.71388,5530,5482,5565,=AVERAGE(H87:J87),
10,297.472,296.352,297.36,891.184,13.2946,7.98716,5597,5543,5549,=AVERAGE(H88:J88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(E7:E88)
