Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,49.168,28.56,28.56,28.56,192.08,14.394,15.0139,56982,65632,73899,74418,74997,=AVERAGE(J3:N3),
1.6,271.824,277.648,285.936,284.368,277.088,1396.86,14.394,15.0139,6602,6677,10594,10732,11050,=AVERAGE(J4:N4),
1.7,295.232,290.304,294.336,293.664,293.216,1466.75,14.394,15.0139,6382,6399,6372,6417,6381,=AVERAGE(J5:N5),
1.8,294.784,291.76,291.536,289.296,289.184,1456.56,14.394,15.0139,6393,6440,6399,6479,6455,=AVERAGE(J6:N6),
1.9,290.416,290.64,293.552,292.768,292.208,1459.58,14.394,15.0139,6490,6453,6398,6406,6462,=AVERAGE(J7:N7),
2,289.52,293.44,291.76,290.864,294.448,1460.03,14.2957,15.0676,6457,6442,6465,6466,6381,=AVERAGE(J8:N8),
2.1,291.536,290.08,291.984,292.208,292.32,1458.13,14.0655,15.1842,6488,6425,6429,6384,6453,=AVERAGE(J9:N9),
2.2,291.424,290.864,293.664,291.984,291.424,1459.36,13.8206,15.2962,6431,6455,6399,6428,6472,=AVERAGE(J10:N10),
2.3,287.504,292.32,293.664,289.968,290.192,1453.65,13.5605,15.4034,6433,6414,6316,6446,6388,=AVERAGE(J11:N11),
2.4,296.24,289.744,290.976,294.784,295.904,1467.65,13.2848,15.5056,6365,6436,6396,6339,6439,=AVERAGE(J12:N12),
2.5,292.992,291.872,293.664,289.52,293.44,1461.49,12.9932,15.6027,6422,6413,6379,6439,6382,=AVERAGE(J13:N13),
2.6,294.224,288.736,290.976,294.224,289.744,1457.9,12.6853,15.6945,6394,6466,6442,6402,6479,=AVERAGE(J14:N14),
2.7,292.656,292.992,289.296,293.216,291.088,1459.25,12.3607,15.7808,6469,6439,6474,6451,6465,=AVERAGE(J15:N15),
2.8,291.536,290.08,292.432,291.984,291.648,1457.68,12.019,15.8615,6416,6449,6403,6393,6425,=AVERAGE(J16:N16),
2.9,291.984,292.32,294.112,289.968,291.984,1460.37,11.6597,15.9363,6487,6442,6412,6457,6424,=AVERAGE(J17:N17),
3,294.896,292.992,292.208,290.752,289.072,1459.92,11.2826,16.0051,6424,6484,6411,6468,6491,=AVERAGE(J18:N18),
3.1,290.528,289.856,292.096,291.424,292.544,1456.45,10.8871,16.0676,6480,6484,6504,6342,6484,=AVERAGE(J19:N19),
3.2,291.312,293.888,292.096,295.344,288.848,1461.49,10.4728,16.1237,6474,6347,6411,6354,6441,=AVERAGE(J20:N20),
3.3,294.224,288.96,293.328,295.68,290.416,1462.61,10.0394,16.1731,6412,6449,6444,6410,6455,=AVERAGE(J21:N21),
3.4,290.08,295.456,288.064,296.128,290.08,1459.81,9.58643,16.2156,6470,6436,6483,6395,6499,=AVERAGE(J22:N22),
3.5,290.976,292.768,293.104,289.52,291.984,1458.35,9.11347,16.2511,6438,6390,6438,6457,6425,=AVERAGE(J23:N23),
3.6,290.752,291.424,293.888,297.36,294.336,1467.76,8.62007,16.2793,6492,6457,6385,6419,6411,=AVERAGE(J24:N24),
3.7,294.896,295.344,296.576,296.352,296.352,1479.52,8.10581,16.2999,6412,6417,6445,6430,6446,=AVERAGE(J25:N25),
3.8,292.768,297.92,291.648,290.976,291.536,1464.85,7.57028,16.3127,6386,6375,6393,6375,6413,=AVERAGE(J26:N26),
3.9,291.76,285.824,290.64,292.88,292.992,1454.1,7.01304,16.3175,6340,6307,6420,6356,6417,=AVERAGE(J27:N27),
4,291.76,295.904,288.4,290.64,282.24,1448.94,6.43366,16.3141,6371,6404,6379,6434,6382,=AVERAGE(J28:N28),
4.1,296.128,286.832,295.232,282.8,297.472,1458.46,5.83174,16.3021,6418,6328,6404,6362,6445,=AVERAGE(J29:N29),
4.2,14.896,24.64,20.72,25.76,20.72,106.736,7.234,13.572,7842,8365,7563,8312,7598,=AVERAGE(J30:N30),
4.3,297.024,291.424,277.76,284.368,272.72,1423.3,7.24948,13.572,17792,18146,19149,18542,19542,=AVERAGE(J31:N31),
4.4,290.752,287.728,292.768,287.504,289.744,1448.5,7.98107,13.297,6631,6663,6698,6711,6709,=AVERAGE(J32:N32),
4.5,292.992,290.416,284.704,291.424,288.96,1448.5,8.70795,13.0061,6710,6775,6792,6738,6754,=AVERAGE(J33:N33),
4.6,287.728,290.976,288.96,292.992,290.528,1451.18,9.41416,12.6989,6729,6685,6738,6707,6721,=AVERAGE(J34:N34),
4.7,290.864,290.64,291.536,287.168,291.984,1452.19,10.0992,12.375,6735,6682,6710,6694,6687,=AVERAGE(J35:N35),
4.8,273.056,275.632,270.256,277.2,277.984,1374.13,10.763,12.034,7022,7099,7123,6948,6992,=AVERAGE(J36:N36),
4.9,291.984,292.096,292.096,289.856,290.976,1457.01,11.4041,11.6755,6625,6668,6662,6645,6658,=AVERAGE(J37:N37),
5,291.2,293.664,293.328,293.104,289.856,1461.15,12.0229,11.2991,6660,6607,6633,6652,6656,=AVERAGE(J38:N38),
5.1,290.304,294.56,287.168,289.744,290.192,1451.97,12.6187,10.9044,6666,6577,6696,6652,6660,=AVERAGE(J39:N39),
5.2,292.656,289.296,287.28,291.984,290.192,1451.41,13.1911,10.491,6680,6717,6706,6700,6702,=AVERAGE(J40:N40),
5.3,287.952,289.408,294.336,288.176,289.968,1449.84,13.7397,10.0585,6724,6657,6656,6745,6713,=AVERAGE(J41:N41),
5.4,290.864,295.568,291.088,293.776,286.944,1458.24,14.2639,9.60631,6708,6643,6701,6657,6723,=AVERAGE(J42:N42),
5.5,290.304,285.04,290.304,291.2,297.584,1454.43,14.7636,9.1342,6726,6722,6678,6668,6640,=AVERAGE(J43:N43),
5.6,288.624,286.944,287.056,288.4,286.72,1437.74,15.2382,8.64168,6706,6707,6733,6723,6717,=AVERAGE(J44:N44),
5.7,290.416,290.864,287.952,290.08,288.4,1447.71,15.6874,8.12835,6732,6735,6716,6666,6741,=AVERAGE(J45:N45),
5.8,293.44,285.6,291.76,291.424,290.528,1452.75,16.1108,7.59373,6636,6713,6703,6732,6726,=AVERAGE(J46:N46),
5.9,287.84,289.52,287.84,295.68,291.872,1452.75,16.5081,7.03741,6695,6745,6767,6720,6709,=AVERAGE(J47:N47),
6,173.6,159.04,173.04,152.32,164.416,822.416,16.8791,6.45904,14458,16481,14926,17324,15731,=AVERAGE(J48:N48),
6.1,19.712,21.056,18.592,20.048,20.384,99.792,18.4098,5.82106,7138,6554,6487,6540,6575,=AVERAGE(J49:N49),
6.2,247.184,246.624,228.928,237.888,223.664,1184.29,17.8145,7.67848,22416,22644,24552,23595,25241,=AVERAGE(J50:N50),
6.3,251.888,241.92,255.584,242.144,238,1229.54,17.5229,8.41364,7638,8273,7891,8458,8838,=AVERAGE(J51:N51),
6.4,291.424,290.864,287.168,289.52,288.064,1447.04,17.2041,9.1284,6687,6677,6733,6700,6739,=AVERAGE(J52:N52),
6.5,293.328,293.552,286.944,289.632,290.08,1453.54,16.8582,9.82215,6707,6697,6749,6762,6758,=AVERAGE(J53:N53),
6.6,275.296,274.848,283.136,273.84,278.432,1385.55,16.4856,10.4945,6887,7024,6908,6999,6946,=AVERAGE(J54:N54),
6.7,288.96,291.648,293.776,290.528,291.648,1456.56,16.0869,11.145,6742,6687,6710,6661,6655,=AVERAGE(J55:N55),
6.8,291.312,289.856,284.256,291.872,292.432,1449.73,15.662,11.7731,6670,6703,6758,6734,6673,=AVERAGE(J56:N56),
6.9,288.288,290.976,293.216,293.776,292.432,1458.69,15.2113,12.3783,6739,6626,6651,6659,6743,=AVERAGE(J57:N57),
7,281.792,269.248,270.592,266.784,273.728,1362.14,14.7352,12.9603,7026,7383,7288,7408,7221,=AVERAGE(J58:N58),
7.1,269.472,267.344,270.48,268.8,270.704,1346.8,14.2342,13.5187,6999,7035,6940,6947,6925,=AVERAGE(J59:N59),
7.2,276.192,280.448,275.856,280.672,282.688,1395.86,13.7085,14.0529,7110,7039,7219,7175,7151,=AVERAGE(J60:N60),
7.3,280.56,291.536,286.496,293.328,285.712,1437.63,13.1585,14.5627,6646,6654,6659,6629,6696,=AVERAGE(J61:N61),
7.4,294.896,288.288,294.336,289.968,290.304,1457.79,12.5847,15.0475,6656,6676,6597,6649,6625,=AVERAGE(J62:N62),
7.5,293.104,291.536,287.616,287.84,289.744,1449.84,11.9876,15.5071,6628,6660,6724,6675,6710,=AVERAGE(J63:N63),
7.6,295.792,286.384,289.968,295.008,290.528,1457.68,11.3674,15.9411,6667,6683,6708,6668,6688,=AVERAGE(J64:N64),
7.7,287.84,295.456,288.288,290.864,292.208,1454.66,10.7248,16.3491,6748,6681,6682,6693,6727,=AVERAGE(J65:N65),
7.8,295.456,289.52,294.224,290.304,289.52,1459.02,10.06,16.7309,6685,6706,6733,6730,6699,=AVERAGE(J66:N66),
7.9,291.536,293.328,291.76,295.568,292.992,1465.18,9.37369,17.0861,6718,6694,6708,6661,6745,=AVERAGE(J67:N67),
8,293.104,294.56,294.784,294,297.248,1473.7,8.66622,17.4143,6703,6677,6694,6697,6734,=AVERAGE(J68:N68),
8.1,285.936,291.2,292.32,290.976,280.448,1440.88,7.93823,17.7156,6671,6650,6669,6670,6612,=AVERAGE(J69:N69),
8.2,283.92,283.92,285.936,291.984,295.008,1440.77,7.18997,17.9894,6715,6745,6700,6653,6689,=AVERAGE(J70:N70),
8.3,293.216,293.216,291.088,285.936,292.32,1455.78,6.42217,18.2356,6326,6422,6432,6486,6339,=AVERAGE(J71:N71),
8.4,21.616,23.408,23.632,20.384,20.048,109.088,7.03269,16.5113,8102,7251,8069,7271,8241,=AVERAGE(J72:N72),
8.5,293.104,270.256,276.64,289.52,284.816,1414.34,7.58918,16.1142,17845,19588,19102,18125,18507,=AVERAGE(J73:N73),
8.6,261.184,249.872,257.6,248.416,242.928,1260,7.65455,16.1142,7533,8283,7815,8141,8425,=AVERAGE(J74:N74),
8.7,287.728,290.192,290.192,296.016,289.856,1453.98,8.12399,15.691,6486,6410,6418,6371,6520,=AVERAGE(J75:N75),
8.8,296.128,294.896,290.528,287.168,292.32,1461.04,8.63753,15.242,6349,6397,6458,6516,6363,=AVERAGE(J76:N76),
8.9,293.216,290.304,288.512,293.44,295.568,1461.04,9.13019,14.7676,6449,6421,6494,6370,6412,=AVERAGE(J77:N77),
9,290.976,290.864,292.544,294.112,291.088,1459.58,9.6025,14.2682,6416,6537,6410,6484,6437,=AVERAGE(J78:N78),
9.1,297.136,292.88,288.96,292.656,290.416,1462.05,10.0548,13.7441,6338,6304,6515,6381,6478,=AVERAGE(J79:N79),
9.2,291.312,293.664,290.752,290.08,292.656,1458.46,10.4875,13.1958,6437,6349,6423,6418,6387,=AVERAGE(J80:N80),
9.3,294.448,290.976,296.352,288.736,291.312,1461.82,10.9011,12.6236,6422,6460,6415,6537,6502,=AVERAGE(J81:N81),
9.4,291.536,287.392,291.536,294.336,290.752,1455.55,11.2959,12.0279,6465,6501,6448,6382,6476,=AVERAGE(J82:N82),
9.5,290.304,296.128,292.656,291.872,292.656,1463.62,11.6725,11.4093,6439,6279,6428,6348,6383,=AVERAGE(J83:N83),
9.6,292.656,290.864,288.736,295.568,290.304,1458.13,12.0311,10.7681,6424,6387,6469,6334,6426,=AVERAGE(J84:N84),
9.7,293.664,292.656,291.76,287.728,294.672,1460.48,12.3722,10.1048,6405,6446,6456,6439,6416,=AVERAGE(J85:N85),
9.8,293.328,292.208,287.728,290.416,293.552,1457.23,12.6963,9.41989,6539,6501,6422,6504,6466,=AVERAGE(J86:N86),
9.9,293.552,289.968,289.408,292.768,289.744,1455.44,13.0036,8.71385,6283,6395,6486,6411,6433,=AVERAGE(J87:N87),
10,295.568,296.016,292.88,290.864,288.96,1464.29,13.2946,7.98718,6426,6391,6395,6465,6490,=AVERAGE(J88:N88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G88)
