Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,40.432,97.664,14.394,15.0139,57415,75127,=AVERAGE(G3:H3),
1.6,283.584,291.76,575.344,14.394,15.0139,5620,6359,=AVERAGE(G4:H4),
1.7,298.704,298.592,597.296,14.394,15.0139,5379,5381,=AVERAGE(G5:H5),
1.8,298.032,299.152,597.184,14.394,15.0139,5380,5370,=AVERAGE(G6:H6),
1.9,298.704,298.928,597.632,14.394,15.0139,5375,5378,=AVERAGE(G7:H7),
2,298.592,299.152,597.744,14.2957,15.0676,5380,5371,=AVERAGE(G8:H8),
2.1,297.92,298.928,596.848,14.0656,15.1842,5376,5379,=AVERAGE(G9:H9),
2.2,298.816,298.144,596.96,13.8206,15.2962,5378,5380,=AVERAGE(G10:H10),
2.3,298.48,300.048,598.528,13.5605,15.4034,5375,5367,=AVERAGE(G11:H11),
2.4,298.368,298.032,596.4,13.2848,15.5056,5379,5377,=AVERAGE(G12:H12),
2.5,298.256,299.152,597.408,12.9932,15.6027,5378,5385,=AVERAGE(G13:H13),
2.6,299.264,299.712,598.976,12.6853,15.6945,5373,5363,=AVERAGE(G14:H14),
2.7,299.264,298.032,597.296,12.3607,15.7808,5373,5387,=AVERAGE(G15:H15),
2.8,298.816,298.48,597.296,12.019,15.8615,5390,5381,=AVERAGE(G16:H16),
2.9,298.48,298.256,596.736,11.6597,15.9363,5376,5378,=AVERAGE(G17:H17),
3,298.368,298.928,597.296,11.2826,16.0051,5372,5373,=AVERAGE(G18:H18),
3.1,300.048,298.256,598.304,10.8871,16.0676,5361,5387,=AVERAGE(G19:H19),
3.2,298.816,298.368,597.184,10.4728,16.1237,5375,5389,=AVERAGE(G20:H20),
3.3,298.704,298.256,596.96,10.0394,16.1731,5373,5369,=AVERAGE(G21:H21),
3.4,298.256,298.928,597.184,9.58647,16.2156,5383,5378,=AVERAGE(G22:H22),
3.5,298.368,298.592,596.96,9.1135,16.2511,5385,5378,=AVERAGE(G23:H23),
3.6,298.368,298.368,596.736,8.62009,16.2793,5376,5387,=AVERAGE(G24:H24),
3.7,299.712,298.032,597.744,8.10582,16.2999,5374,5383,=AVERAGE(G25:H25),
3.8,300.048,300.272,600.32,7.57031,16.3127,5377,5366,=AVERAGE(G26:H26),
3.9,37.856,37.632,75.488,7.01306,16.3175,95240,94194,=AVERAGE(G27:H27),
4,277.76,283.696,561.456,6.43368,16.3141,5420,5415,=AVERAGE(G28:H28),
4.1,298.48,298.704,597.184,5.83171,16.3021,5388,5365,=AVERAGE(G29:H29),
4.2,19.824,19.824,39.648,7.23397,13.572,5093,5474,=AVERAGE(G30:H30),
4.3,297.92,292.432,590.352,7.24998,13.572,16792,17195,=AVERAGE(G31:H31),
4.4,298.592,298.032,596.624,7.98107,13.297,5379,5387,=AVERAGE(G32:H32),
4.5,298.256,298.256,596.512,8.70792,13.0061,5370,5381,=AVERAGE(G33:H33),
4.6,298.816,298.368,597.184,9.41413,12.6989,5374,5383,=AVERAGE(G34:H34),
4.7,299.04,298.592,597.632,10.0992,12.375,5386,5395,=AVERAGE(G35:H35),
4.8,298.368,298.592,596.96,10.7627,12.034,5372,5352,=AVERAGE(G36:H36),
4.9,298.592,298.256,596.848,11.404,11.6755,5400,5408,=AVERAGE(G37:H37),
5,298.256,299.712,597.968,12.0229,11.2991,5368,5349,=AVERAGE(G38:H38),
5.1,298.928,298.032,596.96,12.6187,10.9045,5377,5382,=AVERAGE(G39:H39),
5.2,298.928,298.256,597.184,13.1911,10.491,5389,5395,=AVERAGE(G40:H40),
5.3,298.368,299.936,598.304,13.7397,10.0585,5370,5382,=AVERAGE(G41:H41),
5.4,297.92,298.032,595.952,14.264,9.60634,5391,5362,=AVERAGE(G42:H42),
5.5,298.368,298.256,596.624,14.7636,9.13424,5383,5389,=AVERAGE(G43:H43),
5.6,298.816,298.592,597.408,15.2382,8.64172,5377,5383,=AVERAGE(G44:H44),
5.7,298.144,298.256,596.4,15.6873,8.12834,5372,5378,=AVERAGE(G45:H45),
5.8,298.256,298.48,596.736,16.1108,7.59372,5371,5378,=AVERAGE(G46:H46),
5.9,299.488,297.92,597.408,16.5081,7.03746,5377,5379,=AVERAGE(G47:H47),
6,298.144,300.16,598.304,16.8791,6.45903,5378,5390,=AVERAGE(G48:H48),
6.1,19.264,19.264,38.528,18.4098,5.80459,5469,5475,=AVERAGE(G49:H49),
6.2,257.6,252.224,509.824,17.8146,7.67848,20535,21148,=AVERAGE(G50:H50),
6.3,298.816,299.264,598.08,17.5229,8.41364,5382,5351,=AVERAGE(G51:H51),
6.4,299.04,298.816,597.856,17.2041,9.12836,5383,5394,=AVERAGE(G52:H52),
6.5,298.368,298.368,596.736,16.8583,9.82213,5384,5348,=AVERAGE(G53:H53),
6.6,298.368,298.704,597.072,16.4858,10.4945,5390,5402,=AVERAGE(G54:H54),
6.7,298.816,299.376,598.192,16.0869,11.1449,5351,5364,=AVERAGE(G55:H55),
6.8,297.92,299.152,597.072,15.662,11.773,5409,5373,=AVERAGE(G56:H56),
6.9,298.816,298.256,597.072,15.2113,12.3783,5376,5384,=AVERAGE(G57:H57),
7,299.6,298.592,598.192,14.7353,12.9603,5342,5401,=AVERAGE(G58:H58),
7.1,299.264,298.368,597.632,14.2342,13.5186,5358,5366,=AVERAGE(G59:H59),
7.2,298.592,298.48,597.072,13.7085,14.0529,5430,5387,=AVERAGE(G60:H60),
7.3,298.592,299.824,598.416,13.1585,14.5626,5345,5359,=AVERAGE(G61:H61),
7.4,298.48,298.256,596.736,12.5847,15.0475,5369,5378,=AVERAGE(G62:H62),
7.5,299.488,298.256,597.744,11.9875,15.5071,5399,5405,=AVERAGE(G63:H63),
7.6,299.376,297.92,597.296,11.3674,15.9411,5371,5376,=AVERAGE(G64:H64),
7.7,299.264,298.032,597.296,10.7247,16.3491,5342,5349,=AVERAGE(G65:H65),
7.8,299.152,298.032,597.184,10.06,16.7308,5374,5381,=AVERAGE(G66:H66),
7.9,299.152,298.928,598.08,9.3737,17.086,5409,5418,=AVERAGE(G67:H67),
8,299.936,299.04,598.976,8.66626,17.4143,5325,5333,=AVERAGE(G68:H68),
8.1,299.712,299.152,598.864,7.93823,17.7155,5425,5433,=AVERAGE(G69:H69),
8.2,298.032,298.256,596.288,7.19003,17.9894,5334,5345,=AVERAGE(G70:H70),
8.3,299.712,297.808,597.52,6.4222,18.2356,5380,5385,=AVERAGE(G71:H71),
8.4,18.592,18.592,37.184,7.03269,16.5113,6084,6093,=AVERAGE(G72:H72),
8.5,297.36,291.872,589.232,7.58918,16.1142,16733,17131,=AVERAGE(G73:H73),
8.6,271.04,268.016,539.056,7.65686,16.1142,6318,6480,=AVERAGE(G74:H74),
8.7,298.704,298.144,596.848,8.12397,15.691,5358,5440,=AVERAGE(G75:H75),
8.8,298.256,299.936,598.192,8.63751,15.242,5400,5352,=AVERAGE(G76:H76),
8.9,298.592,299.488,598.08,9.1302,14.7677,5377,5325,=AVERAGE(G77:H77),
9,298.144,299.264,597.408,9.60246,14.2682,5352,5440,=AVERAGE(G78:H78),
9.1,298.928,299.6,598.528,10.0548,13.7442,5402,5347,=AVERAGE(G79:H79),
9.2,298.256,298.48,596.736,10.4875,13.1958,5379,5393,=AVERAGE(G80:H80),
9.3,298.256,298.704,596.96,10.9011,12.6236,5357,5372,=AVERAGE(G81:H81),
9.4,298.368,298.256,596.624,11.2959,12.0279,5410,5348,=AVERAGE(G82:H82),
9.5,298.928,298.256,597.184,11.6725,11.4093,5391,5403,=AVERAGE(G83:H83),
9.6,298.592,299.04,597.632,12.0311,10.7681,5371,5385,=AVERAGE(G84:H84),
9.7,299.152,298.144,597.296,12.3722,10.1049,5352,5362,=AVERAGE(G85:H85),
9.8,299.6,298.704,598.304,12.6963,9.41996,5333,5344,=AVERAGE(G86:H86),
9.9,299.6,298.144,597.744,13.0036,8.71391,5393,5402,=AVERAGE(G87:H87),
10,299.936,298.592,598.528,13.2946,7.9872,5376,5386,=AVERAGE(G88:H88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D88)
