Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,41.104,28.56,28.56,28.56,184.016,14.394,15.0139,56962,74478,73888,74519,75100,=AVERAGE(J3:N3),
1.6,274.848,280.224,290.864,279.776,275.632,1401.34,14.394,15.0139,6561,7186,10403,10791,11047,=AVERAGE(J4:N4),
1.7,290.304,288.4,290.304,291.312,295.456,1455.78,14.394,15.0139,6432,6470,6466,6414,6422,=AVERAGE(J5:N5),
1.8,290.304,293.104,291.312,294.448,290.528,1459.7,14.394,15.0139,6467,6446,6439,6471,6527,=AVERAGE(J6:N6),
1.9,292.432,294.56,292.096,290.528,288.176,1457.79,14.394,15.0139,6411,6402,6455,6455,6428,=AVERAGE(J7:N7),
2,294.448,297.248,288.736,290.304,292.992,1463.73,14.2957,15.0676,6389,6330,6449,6446,6418,=AVERAGE(J8:N8),
2.1,291.424,287.728,290.64,296.128,292.656,1458.58,14.0656,15.1842,6375,6440,6442,6400,6412,=AVERAGE(J9:N9),
2.2,294.896,291.312,288.4,292.208,294.224,1461.04,13.8206,15.2962,6411,6428,6470,6450,6377,=AVERAGE(J10:N10),
2.3,289.408,291.088,290.976,291.872,295.792,1459.14,13.5605,15.4034,6466,6401,6434,6422,6394,=AVERAGE(J11:N11),
2.4,290.976,291.76,288.736,292.544,293.776,1457.79,13.2848,15.5056,6455,6434,6460,6359,6430,=AVERAGE(J12:N12),
2.5,291.424,293.552,293.776,294.112,289.296,1462.16,12.9932,15.6027,6459,6467,6458,6362,6480,=AVERAGE(J13:N13),
2.6,291.088,290.752,292.544,292.656,288.96,1456,12.6853,15.6945,6482,6475,6419,6447,6483,=AVERAGE(J14:N14),
2.7,291.424,288.064,295.12,292.656,293.776,1461.04,12.3607,15.7808,6412,6475,6388,6449,6456,=AVERAGE(J15:N15),
2.8,293.664,295.232,290.304,288.512,290.528,1458.24,12.019,15.8615,6424,6366,6411,6436,6438,=AVERAGE(J16:N16),
2.9,293.552,291.2,289.52,294.112,290.192,1458.58,11.6597,15.9363,6436,6480,6483,6459,6481,=AVERAGE(J17:N17),
3,292.992,291.648,295.792,290.528,294.784,1465.74,11.2826,16.0051,6402,6467,6451,6441,6439,=AVERAGE(J18:N18),
3.1,293.216,290.752,292.768,289.52,291.984,1458.24,10.887,16.0676,6385,6406,6375,6436,6470,=AVERAGE(J19:N19),
3.2,292.768,293.328,289.632,290.416,288.4,1454.54,10.4728,16.1237,6433,6443,6477,6470,6477,=AVERAGE(J20:N20),
3.3,293.328,295.232,293.552,291.872,289.184,1463.17,10.0394,16.1731,6362,6301,6414,6417,6439,=AVERAGE(J21:N21),
3.4,290.528,294.448,291.536,290.08,290.64,1457.23,9.58643,16.2156,6438,6388,6395,6418,6428,=AVERAGE(J22:N22),
3.5,292.208,293.888,290.08,294.672,291.536,1462.38,9.1135,16.2511,6445,6423,6467,6443,6464,=AVERAGE(J23:N23),
3.6,294.112,293.776,296.352,291.536,289.856,1465.63,8.62009,16.2793,6377,6453,6364,6465,6489,=AVERAGE(J24:N24),
3.7,295.568,296.688,295.792,294.448,295.792,1478.29,8.10581,16.2999,6416,6433,6457,6422,6452,=AVERAGE(J25:N25),
3.8,295.792,289.856,291.536,294.224,292.656,1464.06,7.57027,16.3127,6464,6448,6383,6420,6421,=AVERAGE(J26:N26),
3.9,289.968,290.08,289.408,291.648,286.384,1447.49,7.01306,16.3175,6395,6386,6430,6347,6388,=AVERAGE(J27:N27),
4,293.328,292.544,288.512,290.752,296.8,1461.94,6.43368,16.3141,6387,6325,6340,6425,6437,=AVERAGE(J28:N28),
4.1,285.6,293.44,296.912,287.84,290.752,1454.54,5.8317,16.3021,6312,6388,6390,6305,6363,=AVERAGE(J29:N29),
4.2,26.656,24.64,23.632,26.432,21.056,122.416,7.23397,13.572,8239,7746,7480,8572,7951,=AVERAGE(J30:N30),
4.3,297.248,273.392,277.536,289.744,283.248,1421.17,7.24938,13.572,17546,19404,19041,18030,18616,=AVERAGE(J31:N31),
4.4,290.192,290.416,292.656,289.184,286.832,1449.28,7.98105,13.297,6639,6684,6675,6687,6718,=AVERAGE(J32:N32),
4.5,292.096,289.408,293.104,288.736,295.344,1458.69,8.70793,13.0061,6456,6466,6401,6498,6465,=AVERAGE(J33:N33),
4.6,289.632,290.528,291.312,294.336,294.448,1460.26,9.41416,12.6989,6431,6478,6489,6403,6436,=AVERAGE(J34:N34),
4.7,294.224,294.896,290.64,291.76,293.216,1464.74,10.0992,12.375,6394,6379,6377,6435,6410,=AVERAGE(J35:N35),
4.8,292.656,288.288,290.416,291.2,292.096,1454.66,10.7627,12.034,6471,6438,6421,6450,6451,=AVERAGE(J36:N36),
4.9,289.184,293.776,292.656,291.312,292.096,1459.02,11.4041,11.6755,6457,6408,6414,6439,6471,=AVERAGE(J37:N37),
5,291.424,289.744,294.784,295.456,288.848,1460.26,12.0229,11.2991,6458,6354,6409,6373,6456,=AVERAGE(J38:N38),
5.1,293.776,291.536,293.776,294.896,289.968,1463.95,12.6187,10.9045,6462,6455,6434,6398,6489,=AVERAGE(J39:N39),
5.2,290.192,294.56,291.648,292.432,290.752,1459.58,13.1911,10.491,6457,6390,6464,6460,6455,=AVERAGE(J40:N40),
5.3,291.536,289.968,290.528,290.64,294.112,1456.78,13.7397,10.0584,6465,6491,6465,6422,6426,=AVERAGE(J41:N41),
5.4,288.96,288.4,290.864,292.992,293.328,1454.54,14.264,9.60631,6469,6458,6433,6393,6426,=AVERAGE(J42:N42),
5.5,292.656,292.544,289.968,290.528,297.248,1462.94,14.7636,9.13424,6369,6397,6478,6472,6401,=AVERAGE(J43:N43),
5.6,288.848,291.648,293.888,292.208,290.304,1456.9,15.2382,8.6417,6451,6443,6418,6447,6432,=AVERAGE(J44:N44),
5.7,293.104,295.12,291.424,289.408,292.432,1461.49,15.6874,8.12835,6474,6462,6424,6455,6529,=AVERAGE(J45:N45),
5.8,292.768,288.064,288.512,294.448,292.208,1456,16.1108,7.59374,6449,6466,6390,6397,6463,=AVERAGE(J46:N46),
5.9,291.76,293.552,292.768,290.08,293.328,1461.49,16.5081,7.03743,6423,6452,6328,6490,6482,=AVERAGE(J47:N47),
6,291.984,291.2,295.68,291.648,289.184,1459.7,16.8791,6.45904,6400,6424,6391,6382,6450,=AVERAGE(J48:N48),
6.1,18.256,18.816,19.824,19.824,19.824,96.544,18.4098,5.80459,6919,6257,6294,6293,6322,=AVERAGE(J49:N49),
6.2,254.464,248.976,236.544,245.056,229.152,1214.19,17.8146,7.67854,21379,22100,23603,22665,24432,=AVERAGE(J50:N50),
6.3,252.672,244.608,236.544,249.312,237.664,1220.8,17.5229,8.41364,7623,8214,8600,7880,8738,=AVERAGE(J51:N51),
6.4,293.776,291.312,293.328,290.528,291.2,1460.14,17.2041,9.1284,6411,6448,6382,6399,6412,=AVERAGE(J52:N52),
6.5,291.2,289.968,289.072,296.576,291.536,1458.35,16.8582,9.82218,6370,6410,6428,6286,6471,=AVERAGE(J53:N53),
6.6,296.688,291.76,291.872,289.968,291.536,1461.82,16.4858,10.4945,6351,6430,6402,6422,6388,=AVERAGE(J54:N54),
6.7,291.2,291.312,291.088,290.192,291.088,1454.88,16.0869,11.145,6452,6447,6565,6390,6400,=AVERAGE(J55:N55),
