Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,41.552,57.232,98.784,16.1833,10.8819,74039,57177,=AVERAGE(G3:H3),
1.6,289.968,282.464,572.432,16.1833,10.8819,6257,5620,=AVERAGE(G4:H4),
1.7,298.256,299.824,598.08,16.1833,10.8819,5375,5371,=AVERAGE(G5:H5),
1.8,298.816,298.928,597.744,16.1833,10.8819,5377,5374,=AVERAGE(G6:H6),
1.9,298.256,298.592,596.848,16.1833,10.8819,5375,5383,=AVERAGE(G7:H7),
2,298.144,299.376,597.52,16.3097,11.7277,5378,5370,=AVERAGE(G8:H8),
2.1,299.824,298.144,597.968,15.9825,13.4634,5363,5380,=AVERAGE(G9:H9),
2.2,299.376,298.592,597.968,14.5862,14.9015,5375,5379,=AVERAGE(G10:H10),
2.3,298.704,298.144,596.848,11.7922,15.9099,5377,5388,=AVERAGE(G11:H11),
2.4,256.704,257.376,514.08,6.59805,16.3159,5394,5393,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,212.352,206.752,419.104,16.9442,6.35896,25085,25960,=AVERAGE(G14:H14),
2.7,196.224,189.952,386.176,18.0955,6.87199,16869,17723,=AVERAGE(G15:H15),
2.8,224.112,223.776,447.888,6.77921,18.1258,5498,5500,=AVERAGE(G16:H16),
2.9,199.136,192.08,391.216,6.39803,16.9157,15779,16556,=AVERAGE(G17:H17),
3,245.168,245.392,490.56,13.742,6.74737,5399,5393,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,298.816,292.208,591.024,13.8148,15.7737,19824,20391,=AVERAGE(G20:H20),
3.3,298.032,298.256,596.288,12.0224,16.3173,5371,5391,=AVERAGE(G21:H21),
3.4,299.824,298.48,598.304,11.8398,16.315,5382,5372,=AVERAGE(G22:H22),
3.5,298.928,297.92,596.848,11.6551,16.3046,5379,5379,=AVERAGE(G23:H23),
3.6,298.144,298.032,596.176,11.4685,16.2864,5379,5398,=AVERAGE(G24:H24),
3.7,298.368,299.936,598.304,11.28,16.2605,5387,5360,=AVERAGE(G25:H25),
3.8,299.712,299.936,599.648,11.2554,16.2566,5368,5372,=AVERAGE(G26:H26),
3.9,298.704,299.6,598.304,11.2554,16.2566,5391,5373,=AVERAGE(G27:H27),
4,298.704,298.704,597.408,11.2554,16.2566,5364,5394,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
