Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,39.76,28.56,28.56,28.56,28.56,211.232,14.394,15.0139,56983,75772,73705,74550,75071,75592,=AVERAGE(K3:P3),
1.6,258.384,267.68,273.056,270.256,266.672,255.92,1591.97,14.394,15.0139,7471,8343,11495,11838,12068,12576,=AVERAGE(K4:P4),
1.7,279.552,279.552,276.752,279.328,275.184,273.728,1664.1,14.394,15.0139,7593,7499,7511,7549,7504,7660,=AVERAGE(K5:P5),
1.8,275.296,278.656,278.432,274.96,277.424,278.32,1663.09,14.394,15.0139,7477,7383,7611,7617,7492,7501,=AVERAGE(K6:P6),
1.9,279.552,275.968,269.696,277.312,274.624,278.768,1655.92,14.394,15.0139,7563,7524,7619,7496,7586,7518,=AVERAGE(K7:P7),
2,277.2,276.528,274.848,278.992,273.952,278.096,1659.62,14.2957,15.0676,7486,7550,7564,7644,7480,7416,=AVERAGE(K8:P8),
2.1,276.304,272.384,276.528,275.184,277.76,276.64,1654.8,14.0656,15.1842,7523,7572,7491,7590,7482,7546,=AVERAGE(K9:P9),
2.2,273.056,276.976,279.44,275.52,278.32,275.968,1659.28,13.8206,15.2962,7625,7595,7644,7612,7514,7590,=AVERAGE(K10:P10),
2.3,277.312,272.832,278.88,279.664,280.672,275.744,1665.1,13.5605,15.4034,7463,7681,7554,7425,7410,7507,=AVERAGE(K11:P11),
2.4,279.552,280.896,276.528,280.112,277.424,274.064,1668.58,13.2848,15.5056,7558,7539,7486,7690,7458,7542,=AVERAGE(K12:P12),
2.5,279.328,276.528,276.976,273.84,274.624,278.432,1659.73,12.9932,15.6027,7569,7368,7622,7692,7518,7645,=AVERAGE(K13:P13),
2.6,273.952,276.528,268.8,277.648,276.528,276.08,1649.54,12.6853,15.6945,7672,7393,7468,7579,7528,7662,=AVERAGE(K14:P14),
2.7,273.056,274.176,276.864,276.64,275.744,276.64,1653.12,12.3607,15.7809,7626,7623,7527,7581,7497,7474,=AVERAGE(K15:P15),
2.8,275.968,281.008,280.112,276.752,274.736,279.888,1668.46,12.019,15.8615,7551,7583,7617,7625,7638,7594,=AVERAGE(K16:P16),
2.9,271.936,274.4,274.624,276.64,273.392,278.544,1649.54,11.6597,15.9363,7569,7494,7558,7589,7640,7501,=AVERAGE(K17:P17),
3,278.992,271.152,277.536,279.104,280.224,271.152,1658.16,11.2826,16.0051,7392,7412,7586,7342,7361,7508,=AVERAGE(K18:P18),
3.1,273.616,276.192,274.624,284.256,279.44,276.752,1664.88,10.887,16.0676,7664,7461,7496,7411,7403,7588,=AVERAGE(K19:P19),
3.2,280.56,275.968,279.888,274.512,276.304,272.944,1660.18,10.4728,16.1237,7458,7486,7381,7404,7405,7692,=AVERAGE(K20:P20),
