Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,43.68,28.56,129.472,14.394,15.0139,56966,71541,73667,=AVERAGE(H3:J3),
1.6,282.912,287.616,298.48,869.008,14.394,15.0139,5759,6228,9591,=AVERAGE(H4:J4),
1.7,296.24,297.584,297.024,890.848,14.394,15.0139,5552,5554,5559,=AVERAGE(H5:J5),
1.8,296.016,296.128,297.808,889.952,14.394,15.0139,5546,5563,5537,=AVERAGE(H6:J6),
1.9,299.712,295.792,297.92,893.424,14.394,15.0139,5517,5556,5532,=AVERAGE(H7:J7),
2,298.368,296.688,297.024,892.08,14.2957,15.0676,5520,5555,5550,=AVERAGE(H8:J8),
2.1,295.792,298.144,297.36,891.296,14.0656,15.1842,5554,5550,5543,=AVERAGE(H9:J9),
2.2,297.024,296.688,297.696,891.408,13.8206,15.2962,5539,5555,5530,=AVERAGE(H10:J10),
2.3,297.696,296.576,297.248,891.52,13.5605,15.4034,5538,5558,5552,=AVERAGE(H11:J11),
2.4,296.128,297.248,297.248,890.624,13.2848,15.5056,5541,5549,5532,=AVERAGE(H12:J12),
2.5,298.256,296.128,298.704,893.088,12.9932,15.6027,5532,5566,5530,=AVERAGE(H13:J13),
2.6,297.808,296.128,298.256,892.192,12.6853,15.6945,5544,5556,5538,=AVERAGE(H14:J14),
2.7,297.584,297.024,296.464,891.072,12.3607,15.7808,5523,5556,5548,=AVERAGE(H15:J15),
2.8,296.912,297.808,296.8,891.52,12.019,15.8615,5554,5549,5551,=AVERAGE(H16:J16),
2.9,297.472,297.248,295.792,890.512,11.6597,15.9363,5544,5570,5558,=AVERAGE(H17:J17),
3,296.8,297.808,297.36,891.968,11.2826,16.0051,5541,5537,5541,=AVERAGE(H18:J18),
3.1,297.92,296.128,297.808,891.856,10.8871,16.0676,5530,5562,5538,=AVERAGE(H19:J19),
3.2,296.912,296.576,297.248,890.736,10.4728,16.1237,5547,5547,5534,=AVERAGE(H20:J20),
3.3,296.912,297.92,297.136,891.968,10.0394,16.1731,5529,5547,5547,=AVERAGE(H21:J21),
3.4,296.352,298.032,296.128,890.512,9.58647,16.2156,5539,5536,5553,=AVERAGE(H22:J22),
3.5,297.136,296.912,299.04,893.088,9.1135,16.2511,5543,5552,5519,=AVERAGE(H23:J23),
3.6,296.688,296.464,298.368,891.52,8.62009,16.2793,5553,5561,5544,=AVERAGE(H24:J24),
3.7,297.36,298.48,297.248,893.088,8.10584,16.2999,5553,5560,5558,=AVERAGE(H25:J25),
3.8,299.04,299.152,299.264,897.456,7.57028,16.3127,5559,5563,5563,=AVERAGE(H26:J26),
3.9,296.24,297.248,296.016,889.504,7.01306,16.3175,5517,5545,5542,=AVERAGE(H27:J27),
4,297.808,296.464,297.136,891.408,6.43367,16.3141,5557,5556,5531,=AVERAGE(H28:J28),
4.1,293.44,296.912,296.8,887.152,5.83174,16.3021,5519,5575,5547,=AVERAGE(H29:J29),
4.2,20.72,19.6,19.824,60.144,7.23399,13.572,5927,5555,5557,=AVERAGE(H30:J30),
4.3,297.472,286.608,291.872,875.952,7.24947,13.572,16962,17853,17400,=AVERAGE(H31:J31),
4.4,297.584,296.576,295.344,889.504,7.98105,13.297,5544,5556,5541,=AVERAGE(H32:J32),
4.5,296.352,297.472,296.912,890.736,8.70789,13.0061,5543,5529,5575,=AVERAGE(H33:J33),
4.6,296.688,297.808,297.024,891.52,9.41411,12.6989,5552,5565,5523,=AVERAGE(H34:J34),
4.7,298.48,296.016,296.128,890.624,10.0992,12.375,5509,5541,5562,=AVERAGE(H35:J35),
4.8,297.472,297.248,298.816,893.536,10.7627,12.034,5555,5561,5523,=AVERAGE(H36:J36),
4.9,296.128,298.256,297.248,891.632,11.4041,11.6755,5543,5552,5539,=AVERAGE(H37:J37),
5,299.04,296.8,297.808,893.648,12.0229,11.2991,5509,5541,5533,=AVERAGE(H38:J38),
5.1,298.032,297.024,296.128,891.184,12.6187,10.9045,5537,5572,5559,=AVERAGE(H39:J39),
5.2,296.24,296.8,298.032,891.072,13.1911,10.491,5570,5535,5527,=AVERAGE(H40:J40),
5.3,297.92,296.352,296.8,891.072,13.7397,10.0585,5504,5573,5563,=AVERAGE(H41:J41),
