Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,43.568,28.56,28.56,157.92,14.394,15.0139,57087,71879,73953,74378,=AVERAGE(I3:L3),
1.6,276.64,286.496,294.224,285.936,1143.3,14.394,15.0139,6049,6455,9915,10127,=AVERAGE(I4:L4),
1.7,299.152,295.792,295.008,295.232,1185.18,14.394,15.0139,5792,5819,5844,5834,=AVERAGE(I5:L5),
1.8,295.008,294.784,294.672,294.112,1178.58,14.394,15.0139,5835,5833,5856,5858,=AVERAGE(I6:L6),
1.9,294.672,294.896,295.008,296.688,1181.26,14.394,15.0139,5834,5854,5822,5817,=AVERAGE(I7:L7),
2,297.696,294.784,293.216,294.896,1180.59,14.2957,15.0676,5810,5853,5855,5841,=AVERAGE(I8:L8),
2.1,294.56,293.552,293.664,296.464,1178.24,14.0655,15.1842,5849,5840,5849,5821,=AVERAGE(I9:L9),
2.2,297.136,296.464,294.112,295.792,1183.5,13.8206,15.2962,5804,5804,5828,5812,=AVERAGE(I10:L10),
2.3,296.576,292.096,294.896,295.008,1178.58,13.5605,15.4034,5826,5855,5836,5846,=AVERAGE(I11:L11),
2.4,296.576,296.016,295.232,296.352,1184.18,13.2848,15.5056,5816,5806,5827,5813,=AVERAGE(I12:L12),
2.5,294.112,296.912,298.48,294.672,1184.18,12.9932,15.6027,5817,5783,5767,5829,=AVERAGE(I13:L13),
2.6,294.448,298.256,293.328,296.352,1182.38,12.6853,15.6945,5846,5795,5829,5809,=AVERAGE(I14:L14),
2.7,296.464,294,296.912,293.216,1180.59,12.3607,15.7808,5812,5831,5808,5842,=AVERAGE(I15:L15),
2.8,295.008,294.56,297.472,297.472,1184.51,12.019,15.8615,5840,5838,5815,5815,=AVERAGE(I16:L16),
2.9,294.896,296.24,295.232,295.344,1181.71,11.6597,15.9363,5843,5813,5839,5823,=AVERAGE(I17:L17),
