Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,44.128,28.56,28.56,28.56,28.56,215.6,14.394,15.0139,57040,71296,73853,74270,75006,75559,=AVERAGE(K3:P3),
1.6,262.08,266.224,274.176,267.568,261.408,259.168,1590.62,14.394,15.0139,7448,7901,11589,11972,12364,12403,=AVERAGE(K4:P4),
1.7,271.6,277.088,274.064,276.976,274.848,271.264,1645.84,14.394,15.0139,7734,7660,7796,7585,7702,7566,=AVERAGE(K5:P5),
1.8,281.456,274.736,282.352,276.64,276.752,277.536,1669.47,14.394,15.0139,7402,7362,7377,7655,7537,7529,=AVERAGE(K6:P6),
1.9,274.176,279.888,273.392,276.192,280.112,282.352,1666.11,14.394,15.0139,7589,7424,7502,7651,7547,7569,=AVERAGE(K7:P7),
2,273.392,274.624,280.56,278.096,274.736,275.52,1656.93,14.2957,15.0676,7401,7559,7344,7429,7454,7686,=AVERAGE(K8:P8),
2.1,280.224,277.872,276.864,272.16,277.424,276.976,1661.52,14.0655,15.1842,7563,7551,7567,7569,7510,7581,=AVERAGE(K9:P9),
2.2,276.416,281.568,276.528,276.976,277.424,273.728,1662.64,13.8206,15.2962,7366,7402,7449,7519,7406,7583,=AVERAGE(K10:P10),
2.3,269.696,272.496,276.528,280.112,278.432,277.984,1655.25,13.5605,15.4034,7677,7578,7496,7536,7552,7642,=AVERAGE(K11:P11),
2.4,278.88,276.416,277.648,277.424,275.744,280.336,1666.45,13.2848,15.5056,7480,7652,7440,7578,7434,7492,=AVERAGE(K12:P12),
2.5,276.752,273.952,275.744,267.12,277.088,276.304,1646.96,12.9932,15.6027,7566,7686,7638,7681,7447,7638,=AVERAGE(K13:P13),
2.6,278.88,280.112,277.424,278.096,272.496,272.16,1659.17,12.6853,15.6945,7517,7635,7580,7533,7582,7535,=AVERAGE(K14:P14),
2.7,281.904,271.6,275.856,275.744,277.872,283.808,1666.78,12.3607,15.7808,7523,7557,7550,7579,7519,7417,=AVERAGE(K15:P15),
2.8,269.024,278.768,273.952,275.968,281.008,275.408,1654.13,12.019,15.8615,7649,7403,7520,7623,7537,7580,=AVERAGE(K16:P16),
2.9,278.992,279.888,272.832,272.832,275.184,274.624,1654.35,11.6597,15.9363,7428,7419,7537,7479,7526,7420,=AVERAGE(K17:P17),
3,273.504,274.736,277.648,270.368,273.84,281.68,1651.78,11.2825,16.0051,7514,7574,7588,7597,7626,7521,=AVERAGE(K18:P18),
3.1,280.56,278.32,278.656,275.968,276.752,273.28,1663.54,10.8871,16.0676,7468,7555,7353,7609,7540,7428,=AVERAGE(K19:P19),
3.2,274.176,273.056,279.44,272.048,274.96,280,1653.68,10.4728,16.1237,7653,7666,7429,7666,7492,7575,=AVERAGE(K20:P20),
3.3,282.24,282.464,278.544,276.08,275.744,275.408,1670.48,10.0394,16.1731,7361,7410,7481,7587,7623,7500,=AVERAGE(K21:P21),
3.4,277.2,275.52,277.536,275.296,278.656,274.96,1659.17,9.58647,16.2156,7700,7692,7614,7456,7565,7419,=AVERAGE(K22:P22),
3.5,273.952,278.432,276.08,277.536,280.672,276.64,1663.31,9.11346,16.2511,7473,7592,7660,7443,7328,7504,=AVERAGE(K23:P23),
3.6,280.112,279.328,280.224,281.456,277.984,281.792,1680.9,8.62006,16.2793,7490,7544,7479,7588,7636,7452,=AVERAGE(K24:P24),
3.7,278.544,279.776,276.304,279.216,278.432,279.552,1671.82,8.1058,16.2999,7589,7407,7591,7553,7637,7644,=AVERAGE(K25:P25),
3.8,272.16,271.264,280.224,282.8,270.928,264.768,1642.14,7.57028,16.3127,7494,7494,7512,7443,7491,7484,=AVERAGE(K26:P26),
3.9,273.504,277.76,272.832,270.928,280.448,279.104,1654.58,7.01303,16.3175,7601,7631,7528,7629,7580,7656,=AVERAGE(K27:P27),
4,273.728,276.64,271.04,275.744,273.952,283.36,1654.46,6.43364,16.3141,7368,7474,7333,7351,7279,7532,=AVERAGE(K28:P28),
4.1,280.336,272.832,289.856,269.584,277.088,270.48,1660.18,5.83169,16.3021,7465,7480,7499,7522,7489,7229,=AVERAGE(K29:P29),
4.2,19.712,31.136,15.68,29.456,32.032,20.048,148.064,7.23397,13.572,10118,9804,9318,8964,9773,10135,=AVERAGE(K30:P30),
4.3,282.016,259.616,272.608,265.44,252.224,281.344,1613.25,7.24909,13.572,19376,21068,20131,20475,21638,19240,=AVERAGE(K31:P31),
4.4,278.208,273.056,275.968,276.192,276.528,270.48,1650.43,7.98106,13.297,7532,7715,7499,7644,7646,7423,=AVERAGE(K32:P32),
4.5,268.8,268.576,267.904,261.856,272.272,273.056,1612.46,8.72315,13.0061,7596,7745,7742,7882,7725,7629,=AVERAGE(K33:P33),
