Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,39.088,28.56,124.88,14.394,15.0139,57094,76239,73919,=AVERAGE(H3:J3),
1.6,280.672,292.88,296.576,870.128,14.394,15.0139,5788,6637,9613,=AVERAGE(H4:J4),
1.7,297.584,296.24,295.904,889.728,14.394,15.0139,5543,5548,5563,=AVERAGE(H5:J5),
1.8,297.808,296.912,296.128,890.848,14.394,15.0139,5549,5553,5567,=AVERAGE(H6:J6),
1.9,296.688,297.024,297.472,891.184,14.394,15.0139,5567,5557,5556,=AVERAGE(H7:J7),
2,297.696,296.464,299.152,893.312,14.2957,15.0676,5536,5548,5537,=AVERAGE(H8:J8),
2.1,296.688,297.92,296.576,891.184,14.0656,15.1842,5562,5538,5565,=AVERAGE(H9:J9),
2.2,299.376,296.8,296.8,892.976,13.8206,15.2962,5523,5529,5561,=AVERAGE(H10:J10),
2.3,297.584,296.8,296.688,891.072,13.5605,15.4034,5552,5559,5573,=AVERAGE(H11:J11),
2.4,296.24,298.928,295.68,890.848,13.2848,15.5056,5564,5521,5558,=AVERAGE(H12:J12),
2.5,296.464,297.92,297.248,891.632,12.9932,15.6027,5551,5532,5559,=AVERAGE(H13:J13),
2.6,297.92,296.128,298.928,892.976,12.6853,15.6945,5539,5542,5532,=AVERAGE(H14:J14),
2.7,296.464,298.928,295.456,890.848,12.3607,15.7808,5559,5525,5566,=AVERAGE(H15:J15),
2.8,297.136,296.688,299.264,893.088,12.019,15.8615,5544,5543,5540,=AVERAGE(H16:J16),
2.9,296.8,296.576,298.368,891.744,11.6597,15.9363,5557,5540,5539,=AVERAGE(H17:J17),
3,296.912,296.688,297.808,891.408,11.2826,16.0051,5540,5550,5555,=AVERAGE(H18:J18),
3.1,296.352,298.368,298.032,892.752,10.8871,16.0676,5556,5522,5536,=AVERAGE(H19:J19),
3.2,297.36,296.8,298.704,892.864,10.4728,16.1237,5545,5533,5533,=AVERAGE(H20:J20),
3.3,296.464,296.464,298.928,891.856,10.0394,16.1731,5542,5547,5543,=AVERAGE(H21:J21),
3.4,296.688,297.024,298.592,892.304,9.58644,16.2156,5553,5559,5549,=AVERAGE(H22:J22),
3.5,296.688,297.584,296.352,890.624,9.11347,16.2511,5555,5522,5563,=AVERAGE(H23:J23),
3.6,295.904,299.152,297.808,892.864,8.62006,16.2793,5565,5532,5554,=AVERAGE(H24:J24),
3.7,297.696,297.808,298.368,893.872,8.10584,16.2999,5567,5568,5549,=AVERAGE(H25:J25),
3.8,299.936,298.928,299.376,898.24,7.57031,16.3127,5551,5528,5573,=AVERAGE(H26:J26),
3.9,296.352,298.48,296.24,891.072,7.01302,16.3175,5554,5557,5553,=AVERAGE(H27:J27),
4,296.8,296.688,297.472,890.96,6.43364,16.3141,5544,5544,5567,=AVERAGE(H28:J28),
4.1,294,294.336,294.448,882.784,5.83174,16.3021,5532,5532,5555,=AVERAGE(H29:J29),
4.2,22.176,21.28,19.824,63.28,7.23397,13.572,5939,5573,5568,=AVERAGE(H30:J30),
4.3,265.552,258.832,253.68,778.064,7.32584,13.572,19855,20513,21098,=AVERAGE(H31:J31),
