Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,37.744,28.56,28.56,28.56,28.56,28.56,237.776,14.394,15.0139,56995,76794,74057,75149,74508,75645,76270,=AVERAGE(L3:R3),
1.6,236.656,249.2,255.36,248.64,248.304,234.304,226.912,1699.38,14.394,15.0139,8466,9878,12904,13139,13016,14111,14404,=AVERAGE(L4:R4),
1.7,247.856,247.968,250.208,243.264,246.624,257.824,248.976,1742.72,14.394,15.0139,8822,8976,8841,8419,8708,8754,8915,=AVERAGE(L5:R5),
1.8,256.032,248.976,245.504,250.432,252.224,245.616,246.4,1745.18,14.394,15.0139,8552,8539,8773,8456,8704,8828,8679,=AVERAGE(L6:R6),
1.9,242.928,253.12,248.864,247.968,245.056,245.84,250.208,1733.98,14.394,15.0139,8847,8895,8551,8760,8810,8787,8658,=AVERAGE(L7:R7),
2,245.168,248.192,256.816,249.872,248.752,255.584,248.528,1752.91,14.2957,15.0676,8749,8538,8411,8538,8875,8510,8756,=AVERAGE(L8:R8),
2.1,253.12,250.432,247.408,250.656,253.344,247.072,253.12,1755.15,14.0656,15.1842,8637,8799,8706,8731,8828,8684,8709,=AVERAGE(L9:R9),
2.2,251.44,251.328,247.52,246.96,248.864,246.4,244.048,1736.56,13.8206,15.2962,8731,8679,8877,8848,8864,8714,8648,=AVERAGE(L10:R10),
2.3,247.408,244.944,249.984,251.664,250.768,251.104,249.648,1745.52,13.5605,15.4034,9061,8883,9029,8837,8997,8648,8874,=AVERAGE(L11:R11),
2.4,249.872,251.888,248.528,244.832,244.272,251.216,253.232,1743.84,13.2848,15.5056,8972,8645,8780,8911,8728,8652,8643,=AVERAGE(L12:R12),
2.5,242.592,250.656,257.152,245.504,249.088,249.088,248.864,1742.94,12.9932,15.6027,8746,8698,8580,8483,8678,8740,8669,=AVERAGE(L13:R13),
2.6,253.344,248.64,246.736,251.328,254.128,248.64,242.928,1745.74,12.6853,15.6945,8817,8835,8800,8756,8773,8334,8785,=AVERAGE(L14:R14),
2.7,240.576,250.992,243.04,252.896,245.728,257.824,247.632,1738.69,12.3607,15.7808,8473,8455,8766,8788,8662,8672,8868,=AVERAGE(L15:R15),
2.8,246.288,242.592,261.072,242.48,244.72,245.168,248.416,1730.74,12.019,15.8615,8857,8813,8320,8797,8663,8656,8530,=AVERAGE(L16:R16),
2.9,248.304,242.592,249.088,249.088,252.784,252.224,247.744,1741.82,11.6597,15.9363,9012,8629,8345,8927,8992,8387,8849,=AVERAGE(L17:R17),
3,251.328,253.792,244.608,250.208,248.864,250.208,243.376,1742.38,11.2825,16.0051,8697,8597,8734,8697,8733,8693,9093,=AVERAGE(L18:R18),
3.1,249.536,248.752,246.4,254.912,256.032,247.408,256.928,1759.97,10.8871,16.0676,8642,8711,8934,8833,8624,8553,8878,=AVERAGE(L19:R19),
3.2,255.92,251.44,250.096,249.088,248.864,251.552,245.504,1752.46,10.4728,16.1237,8758,8744,8826,8834,8683,8826,8696,=AVERAGE(L20:R20),
3.3,249.2,253.456,253.12,246.512,243.152,254.464,251.44,1751.34,10.0394,16.1731,8929,8669,8799,8900,8678,8654,8650,=AVERAGE(L21:R21),
3.4,255.248,248.864,249.648,254.24,253.12,249.648,248.08,1758.85,9.58647,16.2156,8701,8806,8840,8539,8813,8632,8941,=AVERAGE(L22:R22),
3.5,245.84,248.192,250.992,249.088,254.576,255.36,251.216,1755.26,9.11347,16.2511,9012,8567,8468,9033,8772,8730,8633,=AVERAGE(L23:R23),
3.6,254.8,249.76,247.408,249.872,245.28,247.968,252.112,1747.2,8.62007,16.2793,8743,8877,8732,8665,8923,8908,8866,=AVERAGE(L24:R24),
3.7,243.152,249.2,243.6,239.568,246.288,247.968,240.464,1710.24,8.1058,16.2999,8796,9082,8399,8595,8371,8716,8924,=AVERAGE(L25:R25),
3.8,241.36,245.392,249.984,258.16,243.152,243.488,247.408,1728.94,7.57031,16.3127,8342,8617,8599,8607,8461,8395,8643,=AVERAGE(L26:R26),
3.9,251.552,246.96,241.36,250.992,250.992,261.408,250.656,1753.92,7.01304,16.3175,8660,8810,8647,8719,8561,8727,8685,=AVERAGE(L27:R27),
4,37.52,0,12.208,0,19.04,0,29.904,98.672,6.43368,16.3141,101832,0,12628,0,11756,0,104242,=AVERAGE(L28:R28),
4.1,230.608,253.456,255.584,246.4,231.616,240.688,230.048,1688.4,5.83168,16.3021,8286,22736,22008,23105,24436,23745,11237,=AVERAGE(L29:R29),
4.2,27.44,23.296,37.408,30.24,34.608,31.696,37.52,222.208,7.23397,13.572,11570,11375,11054,12264,11795,11935,11500,=AVERAGE(L30:R30),
4.3,260.512,250.768,234.08,254.688,236.096,245.952,224.56,1706.66,7.24909,13.572,20334,21292,23035,20795,22741,21548,23952,=AVERAGE(L31:R31),
4.4,250.656,249.76,245.056,251.328,250.208,247.072,247.184,1741.26,8.22315,13.297,8824,8870,8772,8591,8570,8747,8799,=AVERAGE(L32:R32),
4.5,246.96,242.368,251.552,248.864,247.968,248.528,252.784,1739.02,8.70792,13.0061,8906,8905,9015,8483,8683,8961,8942,=AVERAGE(L33:R33),
4.6,245.84,250.544,253.232,247.856,252.896,248.864,244.048,1743.28,9.41414,12.6989,9025,8598,8827,8623,8576,8820,9006,=AVERAGE(L34:R34),
4.7,247.408,244.608,248.528,256.032,247.632,243.712,247.184,1735.1,10.0992,12.375,8717,9043,8472,8511,8402,8334,8395,=AVERAGE(L35:R35),
4.8,249.536,255.696,242.256,245.84,247.296,258.272,247.52,1746.42,10.7627,12.034,8799,8868,8938,8660,8822,8711,8654,=AVERAGE(L36:R36),
4.9,252.224,246.176,251.328,250.32,248.528,246.064,247.072,1741.71,11.4041,11.6755,8512,8585,8430,8825,8686,8594,8687,=AVERAGE(L37:R37),
5,251.104,244.496,255.024,244.272,248.528,253.456,259.84,1756.72,12.0229,11.2991,8581,8726,8584,8523,8604,8582,8542,=AVERAGE(L38:R38),
5.1,243.936,250.096,246.288,248.976,250.096,247.632,241.472,1728.5,12.6187,10.9044,8743,8749,8594,8673,8939,8400,8651,=AVERAGE(L39:R39),
5.2,255.136,248.08,250.32,251.664,250.208,246.848,255.584,1757.84,13.1911,10.491,8659,8637,8786,8790,8601,8807,8580,=AVERAGE(L40:R40),
5.3,249.088,249.648,251.44,249.424,247.296,251.888,247.408,1746.19,13.7397,10.0584,8198,8610,8947,8612,8657,8842,9000,=AVERAGE(L41:R41),
5.4,244.608,246.624,247.184,249.088,252,248.08,248.752,1736.34,14.264,9.60632,8652,8640,8809,8806,8687,8623,8806,=AVERAGE(L42:R42),
5.5,252.224,250.656,251.328,248.192,245.28,244.272,248.64,1740.59,14.7636,9.1342,8741,8521,8811,8827,8866,8933,8748,=AVERAGE(L43:R43),
5.6,247.52,249.872,252.784,250.32,251.776,249.536,252.56,1754.37,15.2382,8.6417,8829,8764,8573,8748,8725,8830,8514,=AVERAGE(L44:R44),
5.7,248.304,249.648,247.072,250.656,241.584,256.256,251.664,1745.18,15.6874,8.12837,8706,8512,8811,8659,8710,8730,8798,=AVERAGE(L45:R45),
5.8,242.144,252.56,249.76,247.52,249.984,245.84,247.184,1734.99,16.1108,7.59372,9059,8832,8653,8843,8859,8429,8648,=AVERAGE(L46:R46),
5.9,257.04,242.256,246.4,244.16,251.664,245.616,248.08,1735.22,16.5081,7.03742,8614,8841,8846,8921,8697,8839,8640,=AVERAGE(L47:R47),
6,241.696,249.424,249.76,252.448,249.536,248.08,246.4,1737.34,16.8791,6.459,8588,8826,8775,8527,8641,8809,8581,=AVERAGE(L48:R48),
6.1,17.92,23.184,23.632,17.136,16.688,19.488,23.408,141.456,18.4098,5.80497,9593,9628,9620,9611,9652,9616,9687,=AVERAGE(L49:R49),
6.2,216.496,183.792,191.968,200.368,205.408,197.232,193.872,1389.14,17.8145,7.67854,25900,31716,29917,28648,27879,29064,29785,=AVERAGE(L50:R50),
6.3,246.4,248.416,241.248,242.256,252.56,253.904,252.336,1737.12,17.5229,8.4137,8768,8733,8854,8891,8614,8813,8578,=AVERAGE(L51:R51),
6.4,250.768,247.296,249.984,254.24,246.848,252.896,250.432,1752.46,17.2041,9.1284,8692,9042,8754,8534,8892,8756,8730,=AVERAGE(L52:R52),
6.5,252.56,247.184,250.208,252.56,254.912,245.728,246.4,1749.55,16.8582,9.82218,8649,8717,8233,8602,8373,8622,8653,=AVERAGE(L53:R53),
6.6,250.208,248.528,258.272,247.408,251.328,255.136,248.416,1759.3,16.4858,10.4945,8970,8479,8772,8616,8903,8522,8848,=AVERAGE(L54:R54),
6.7,249.648,247.856,244.72,253.904,248.528,243.936,250.544,1739.14,16.0869,11.145,8588,8760,8862,8740,8801,8853,8860,=AVERAGE(L55:R55),
6.8,252.224,253.008,242.48,246.736,244.496,252,249.088,1740.03,15.662,11.773,8500,8590,8658,8612,8841,8250,8710,=AVERAGE(L56:R56),
6.9,241.92,244.496,251.104,247.856,250.544,253.008,245.616,1734.54,15.2113,12.3783,8446,8545,8349,8415,8521,8847,8386,=AVERAGE(L57:R57),
7,252.336,248.416,250.88,244.272,256.368,247.296,249.648,1749.22,14.7352,12.9603,8502,8672,8548,8606,8600,8787,8871,=AVERAGE(L58:R58),
7.1,249.648,249.648,238.448,255.248,241.808,251.216,251.664,1737.68,14.2342,13.5186,8813,8687,9046,8561,8315,8396,8684,=AVERAGE(L59:R59),
7.2,253.008,249.76,251.888,247.632,257.488,247.856,253.456,1761.09,13.7085,14.0529,8684,8430,8523,8641,8612,8652,8754,=AVERAGE(L60:R60),
