Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,42.672,28.56,28.56,28.56,28.56,214.144,14.394,15.0139,57024,72623,73749,74239,74908,75530,=AVERAGE(K3:P3),
1.6,263.424,268.688,276.416,271.152,260.624,256.032,1596.34,14.394,15.0139,7404,8100,11499,11905,12224,12471,=AVERAGE(K4:P4),
1.7,276.192,274.624,276.528,274.512,274.288,275.856,1652,14.394,15.0139,7379,7550,7529,7549,7658,7625,=AVERAGE(K5:P5),
1.8,280.336,276.752,274.176,277.424,275.744,277.984,1662.42,14.394,15.0139,7379,7624,7547,7621,7393,7530,=AVERAGE(K6:P6),
1.9,279.776,278.544,276.416,273.84,283.36,273.952,1665.89,14.394,15.0139,7359,7583,7604,7451,7482,7622,=AVERAGE(K7:P7),
2,274.848,276.64,277.088,283.136,272.944,275.856,1660.51,14.2957,15.0676,7512,7396,7405,7369,7507,7561,=AVERAGE(K8:P8),
2.1,275.296,275.296,279.776,273.728,276.64,273.84,1654.58,14.0655,15.1842,7690,7457,7410,7289,7213,7541,=AVERAGE(K9:P9),
2.2,273.84,275.184,272.608,278.432,274.736,272.496,1647.3,13.8206,15.2962,7625,7659,7712,7701,7490,7751,=AVERAGE(K10:P10),
2.3,276.64,277.984,280.448,273.168,280.784,272.832,1661.86,13.5605,15.4034,7547,7496,7570,7476,7490,7391,=AVERAGE(K11:P11),
2.4,279.216,277.536,279.44,272.272,278.88,282.352,1669.7,13.2848,15.5056,7461,7587,7499,7520,7490,7434,=AVERAGE(K12:P12),
2.5,275.408,273.616,281.904,275.296,273.392,276.192,1655.81,12.9932,15.6027,7580,7681,7336,7633,7529,7530,=AVERAGE(K13:P13),
2.6,280.336,275.408,273.952,277.76,280.784,274.4,1662.64,12.6853,15.6945,7420,7577,7557,7436,7586,7547,=AVERAGE(K14:P14),
2.7,280.224,279.44,273.28,274.4,273.056,279.44,1659.84,12.3607,15.7808,7621,7468,7692,7473,7637,7619,=AVERAGE(K15:P15),
2.8,277.648,276.64,273.504,277.424,277.312,275.184,1657.71,12.019,15.8615,7563,7598,7416,7468,7689,7569,=AVERAGE(K16:P16),
2.9,271.6,279.552,278.208,274.848,276.08,272.048,1652.34,11.6597,15.9363,7630,7537,7492,7580,7499,7582,=AVERAGE(K17:P17),
3,279.44,278.096,279.552,279.776,273.952,274.96,1665.78,11.2825,16.0051,7543,7595,7583,7543,7610,7590,=AVERAGE(K18:P18),
3.1,272.496,272.16,274.96,280,276.304,280,1655.92,10.8871,16.0676,7630,7567,7526,7616,7618,7514,=AVERAGE(K19:P19),
3.2,275.072,271.712,276.752,274.4,277.536,276.416,1651.89,10.4728,16.1237,7498,7691,7597,7609,7539,7536,=AVERAGE(K20:P20),
3.3,276.416,276.864,279.664,275.744,271.488,280,1660.18,10.0394,16.1731,7589,7550,7551,7615,7607,7564,=AVERAGE(K21:P21),
3.4,277.088,276.976,277.088,274.736,279.776,274.288,1659.95,9.58644,16.2156,7609,7672,7611,7532,7447,7646,=AVERAGE(K22:P22),
3.5,279.888,281.12,276.528,278.88,275.968,281.12,1673.5,9.11348,16.2511,7464,7569,7636,7477,7582,7346,=AVERAGE(K23:P23),
3.6,277.76,279.44,278.096,277.984,279.664,281.232,1674.18,8.62009,16.2793,7653,7447,7635,7683,7556,7572,=AVERAGE(K24:P24),
3.7,280.784,280.224,276.752,272.944,272.608,278.096,1661.41,8.10581,16.2999,7511,7518,7503,7370,7513,7512,=AVERAGE(K25:P25),
3.8,275.632,270.144,271.488,274.512,280.336,269.136,1641.25,7.57028,16.3127,7479,7519,7560,7474,7455,7556,=AVERAGE(K26:P26),
3.9,270.144,277.872,268.8,275.856,274.176,274.4,1641.25,7.01303,16.3175,7425,7513,7614,7574,7511,7571,=AVERAGE(K27:P27),
4,273.952,276.192,271.936,280.336,283.696,273.504,1659.62,6.43366,16.3141,7490,7468,7434,7446,7486,7378,=AVERAGE(K28:P28),
4.1,278.432,270.592,279.44,277.2,276.976,277.872,1660.51,5.83171,16.3021,7384,7362,7534,7369,7328,7465,=AVERAGE(K29:P29),
4.2,20.048,36.624,33.152,23.632,16.912,32.144,162.512,7.23403,13.572,9719,9736,9267,10393,9663,9335,=AVERAGE(K30:P30),
4.3,282.688,252.896,257.824,274.288,271.936,266.896,1606.53,7.24918,13.572,18985,21294,20914,19556,19897,20393,=AVERAGE(K31:P31),
4.4,276.976,275.52,278.992,274.288,275.52,274.4,1655.7,8.29692,13.297,7566,7535,7514,7582,7544,7446,=AVERAGE(K32:P32),
4.5,276.08,277.312,276.304,276.64,277.648,271.152,1655.14,8.70789,13.0061,7393,7275,7616,7591,7491,7482,=AVERAGE(K33:P33),
4.6,275.968,277.2,280.224,273.616,278.096,279.44,1664.54,9.41414,12.6989,7452,7258,7396,7470,7312,7388,=AVERAGE(K34:P34),
4.7,281.456,279.44,275.52,274.064,274.96,276.864,1662.3,10.0992,12.375,7413,7380,7566,7384,7389,7375,=AVERAGE(K35:P35),
4.8,276.416,281.568,271.936,275.408,272.944,276.528,1654.8,10.7627,12.034,7603,7485,7541,7492,7617,7504,=AVERAGE(K36:P36),
4.9,277.76,275.52,281.008,277.76,278.656,277.312,1668.02,11.404,11.6755,7369,7584,7519,7483,7492,7456,=AVERAGE(K37:P37),
5,280.896,275.184,275.408,279.664,279.44,274.176,1664.77,12.0229,11.2991,7328,7406,7458,7375,7482,7569,=AVERAGE(K38:P38),
5.1,272.72,281.792,278.768,280.896,274.736,276.192,1665.1,12.6187,10.9044,7575,7516,7561,7398,7496,7569,=AVERAGE(K39:P39),
5.2,275.744,273.056,274.96,271.6,280.112,271.264,1646.74,13.1911,10.491,7549,7673,7586,7582,7505,7519,=AVERAGE(K40:P40),
5.3,281.68,270.592,277.312,276.528,274.96,279.664,1660.74,13.7397,10.0584,7493,7565,7484,7523,7566,7538,=AVERAGE(K41:P41),
5.4,280,280.56,276.976,277.088,274.512,273.952,1663.09,14.2639,9.60633,7493,7592,7445,7567,7533,7604,=AVERAGE(K42:P42),
5.5,273.056,276.08,278.096,280.336,281.68,273.504,1662.75,14.7636,9.13421,7645,7514,7449,7543,7440,7533,=AVERAGE(K43:P43),
5.6,275.408,279.888,276.752,278.208,279.104,276.192,1665.55,15.2382,8.6417,7586,7570,7409,7589,7477,7628,=AVERAGE(K44:P44),
5.7,275.52,276.976,281.904,272.272,273.84,279.104,1659.62,15.6874,8.12834,7562,7618,7427,7468,7558,7648,=AVERAGE(K45:P45),
5.8,276.08,277.424,278.768,281.456,276.304,271.712,1661.74,16.1108,7.59372,7581,7637,7636,7458,7578,7696,=AVERAGE(K46:P46),
5.9,273.728,274.736,269.248,273.952,279.216,274.064,1644.94,16.5081,7.03741,7687,7480,7642,7673,7602,7680,=AVERAGE(K47:P47),
