Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,40.88,28.56,28.56,28.56,28.56,28.56,240.912,14.394,15.0139,56970,74520,73762,74360,74988,75627,76163,=AVERAGE(L3:R3),
1.6,237.776,252.56,251.216,247.296,241.808,238,232.512,1701.17,14.394,15.0139,8682,9054,12864,13043,13597,13832,14183,=AVERAGE(L4:R4),
1.7,244.608,244.72,247.296,253.12,252.448,248.864,250.992,1742.05,14.394,15.0139,8519,8529,8903,8558,8828,8434,8453,=AVERAGE(L5:R5),
1.8,247.184,253.344,252.112,241.92,246.288,249.088,245.952,1735.89,14.394,15.0139,8907,8980,8922,9017,8680,8750,8520,=AVERAGE(L6:R6),
1.9,253.568,252,249.984,252.672,250.544,250.992,245.616,1755.38,14.394,15.0139,8563,8514,8702,8799,8712,8771,8656,=AVERAGE(L7:R7),
2,247.856,243.04,246.176,246.176,254.576,257.824,255.472,1751.12,14.2957,15.0676,8362,8918,8787,8654,8794,8465,8733,=AVERAGE(L8:R8),
2.1,254.128,246.96,257.04,252.336,249.2,244.16,244.048,1747.87,14.0656,15.1842,8515,8908,8669,8767,8926,8661,8847,=AVERAGE(L9:R9),
2.2,250.208,245.952,245.392,248.528,248.864,247.52,252,1738.46,13.8206,15.2962,8623,8891,8464,8818,8834,8762,8671,=AVERAGE(L10:R10),
2.3,250.208,251.664,251.552,248.752,253.344,254.24,242.816,1752.58,13.5605,15.4034,8515,8409,8578,8758,8607,8486,8701,=AVERAGE(L11:R11),
2.4,249.76,256.592,245.616,245.84,242.032,246.064,253.792,1739.7,13.2848,15.5056,8931,8832,8850,8863,9060,8973,8958,=AVERAGE(L12:R12),
2.5,243.936,243.04,256.032,252.896,249.76,248.752,250.992,1745.41,12.9932,15.6027,8999,8874,8366,8796,8737,8593,8829,=AVERAGE(L13:R13),
2.6,253.008,251.104,249.424,244.72,245.056,256.256,242.816,1742.38,12.6853,15.6945,8813,8601,8793,8746,8543,8694,8878,=AVERAGE(L14:R14),
2.7,244.832,244.048,244.272,252.672,247.296,243.264,248.864,1725.25,12.3607,15.7808,8736,8785,8719,8619,8613,8628,8709,=AVERAGE(L15:R15),
2.8,256.032,244.384,249.424,243.936,248.192,252.672,258.832,1753.47,12.019,15.8615,8832,8819,8718,8746,8908,8574,8584,=AVERAGE(L16:R16),
2.9,245.392,248.528,246.4,255.36,248.416,244.384,247.968,1736.45,11.6597,15.9363,8321,9090,8834,8848,8932,8865,8805,=AVERAGE(L17:R17),
3,252.112,252.672,249.2,243.936,248.528,245.504,243.824,1735.78,11.2825,16.0051,8877,8504,8797,8769,8898,9009,8618,=AVERAGE(L18:R18),
3.1,243.488,246.624,248.528,252.336,251.328,254.912,252.896,1750.11,10.8871,16.0676,8913,8678,8940,8578,8822,8705,8491,=AVERAGE(L19:R19),
3.2,249.984,250.544,248.192,257.488,247.856,247.296,251.328,1752.69,10.4728,16.1237,8900,8897,8768,8525,8971,9024,8872,=AVERAGE(L20:R20),
3.3,251.888,253.568,254.912,242.704,248.528,250.432,248.528,1750.56,10.0394,16.1731,8542,8804,8724,8666,8669,8833,8646,=AVERAGE(L21:R21),
3.4,248.192,248.528,244.384,250.656,248.976,251.216,253.344,1745.3,9.58647,16.2156,8806,8724,8830,8799,8615,8578,8553,=AVERAGE(L22:R22),
3.5,250.432,251.216,250.992,253.456,254.352,250.88,251.216,1762.54,9.11346,16.2511,8979,9003,9049,9079,8996,8908,8971,=AVERAGE(L23:R23),
3.6,252.672,249.872,250.656,248.64,247.072,248.64,245.392,1742.94,8.62006,16.2793,8554,8882,8682,8792,8599,8731,8922,=AVERAGE(L24:R24),
3.7,240.576,249.424,247.744,251.328,259.392,238.56,252.224,1739.25,8.10583,16.2999,8887,8840,8501,8900,8561,8693,8741,=AVERAGE(L25:R25),
3.8,247.856,248.752,240.912,245.28,250.32,249.424,250.32,1732.86,7.57028,16.3127,8471,8518,8645,8546,8456,8482,8659,=AVERAGE(L26:R26),
3.9,258.832,256.368,244.72,250.32,244.944,260.288,243.376,1758.85,7.01302,16.3175,8462,8874,8799,8737,8581,8492,8856,=AVERAGE(L27:R27),
4,255.36,236.544,253.68,242.816,245.952,247.52,257.152,1739.02,6.43366,16.3141,8513,8546,8853,8522,8501,8690,8577,=AVERAGE(L28:R28),
4.1,239.456,257.152,252.336,264.768,253.232,243.152,245.392,1755.49,5.8317,16.3021,8364,8600,8666,9043,8694,8371,8303,=AVERAGE(L29:R29),
