Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,38.864,28.56,28.56,153.216,14.394,15.0139,57048,76443,73880,74464,=AVERAGE(I3:L3),
1.6,280.672,289.072,293.104,286.384,1149.23,14.394,15.0139,6002,6922,10030,10197,=AVERAGE(I4:L4),
1.7,295.232,296.016,295.904,295.568,1182.72,14.394,15.0139,5829,5795,5826,5833,=AVERAGE(I5:L5),
1.8,293.216,294.672,295.12,295.008,1178.02,14.394,15.0139,5841,5848,5838,5808,=AVERAGE(I6:L6),
1.9,292.432,293.776,294.56,296.8,1177.57,14.394,15.0139,5849,5846,5838,5833,=AVERAGE(I7:L7),
2,297.584,294.448,296.464,294.448,1182.94,14.2957,15.0676,5810,5820,5815,5828,=AVERAGE(I8:L8),
2.1,296.576,294.224,295.12,293.888,1179.81,14.0656,15.1842,5816,5863,5838,5863,=AVERAGE(I9:L9),
2.2,297.024,296.688,294.336,298.032,1186.08,13.8206,15.2962,5796,5807,5832,5789,=AVERAGE(I10:L10),
2.3,293.552,294.672,296.464,292.88,1177.57,13.5605,15.4034,5845,5827,5832,5843,=AVERAGE(I11:L11),
2.4,294.448,294.112,295.344,296.576,1180.48,13.2848,15.5056,5830,5830,5814,5831,=AVERAGE(I12:L12),
2.5,295.232,295.344,293.328,296.576,1180.48,12.9932,15.6027,5826,5818,5834,5814,=AVERAGE(I13:L13),
2.6,293.776,296.912,294.224,295.12,1180.03,12.6853,15.6945,5827,5828,5839,5821,=AVERAGE(I14:L14),
2.7,293.888,297.584,297.472,295.344,1184.29,12.3607,15.7808,5832,5800,5804,5831,=AVERAGE(I15:L15),
2.8,297.36,293.44,294.224,295.568,1180.59,12.019,15.8615,5799,5824,5851,5826,=AVERAGE(I16:L16),
2.9,293.776,296.8,292.992,295.232,1178.8,11.6597,15.9363,5841,5816,5829,5842,=AVERAGE(I17:L17),
3,294,295.232,295.008,294.784,1179.02,11.2826,16.0051,5827,5819,5824,5830,=AVERAGE(I18:L18),
3.1,296.128,293.328,294.448,295.008,1178.91,10.8871,16.0676,5818,5830,5833,5842,=AVERAGE(I19:L19),
3.2,294.672,298.144,295.456,292.432,1180.7,10.4728,16.1237,5834,5807,5816,5851,=AVERAGE(I20:L20),
3.3,293.664,296.016,293.328,298.592,1181.6,10.0394,16.1731,5832,5797,5822,5770,=AVERAGE(I21:L21),
3.4,294.224,295.456,295.232,294,1178.91,9.58645,16.2156,5827,5840,5832,5854,=AVERAGE(I22:L22),
3.5,294.672,296.912,295.456,293.552,1180.59,9.1135,16.2511,5830,5805,5811,5833,=AVERAGE(I23:L23),
3.6,295.792,294.448,294.784,295.568,1180.59,8.62006,16.2793,5802,5829,5836,5823,=AVERAGE(I24:L24),
3.7,296.912,298.032,297.808,297.92,1190.67,8.10582,16.2999,5864,5809,5835,5841,=AVERAGE(I25:L25),
3.8,299.152,298.816,295.904,298.704,1192.58,7.57027,16.3127,5804,5787,5832,5842,=AVERAGE(I26:L26),
3.9,295.12,295.68,295.344,293.776,1179.92,7.01302,16.3175,5804,5835,5813,5841,=AVERAGE(I27:L27),
4,296.24,294.112,294.56,292.096,1177.01,6.43368,16.3141,5818,5821,5847,5825,=AVERAGE(I28:L28),
4.1,293.104,290.976,285.152,295.456,1164.69,5.83173,16.3021,5779,5783,5745,5795,=AVERAGE(I29:L29),
4.2,20.384,21.056,26.992,20.048,88.48,7.23397,13.572,6589,6584,6810,6630,=AVERAGE(I30:L30),
4.3,297.808,285.04,291.648,279.888,1154.38,7.24931,13.572,17163,18203,17608,18648,=AVERAGE(I31:L31),
4.4,295.008,296.576,296.352,292.768,1180.7,7.98105,13.297,5826,5830,5842,5831,=AVERAGE(I32:L32),
4.5,294.896,297.584,294,295.008,1181.49,8.70789,13.0061,5828,5804,5807,5836,=AVERAGE(I33:L33),
