Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,42.672,28.56,28.56,157.024,14.394,15.0139,57169,72804,73803,74588,=AVERAGE(I3:L3),
1.6,280.896,284.704,290.528,285.936,1142.06,14.394,15.0139,6019,6576,9971,10216,=AVERAGE(I4:L4),
1.7,294.896,294,295.68,296.464,1181.04,14.394,15.0139,5811,5812,5796,5817,=AVERAGE(I5:L5),
1.8,294.784,296.8,296.688,296.016,1184.29,14.394,15.0139,5829,5813,5820,5821,=AVERAGE(I6:L6),
1.9,293.776,297.136,294.672,293.776,1179.36,14.394,15.0139,5825,5796,5807,5835,=AVERAGE(I7:L7),
2,293.776,297.136,296.352,294.448,1181.71,14.2957,15.0676,5843,5800,5830,5850,=AVERAGE(I8:L8),
2.1,296.576,293.104,297.696,295.232,1182.61,14.0656,15.1842,5816,5814,5805,5830,=AVERAGE(I9:L9),
2.2,295.12,295.456,293.776,299.488,1183.84,13.8206,15.2962,5827,5819,5829,5792,=AVERAGE(I10:L10),
2.3,295.12,294.112,297.808,293.104,1180.14,13.5605,15.4034,5829,5857,5809,5869,=AVERAGE(I11:L11),
2.4,294.784,294.896,294.448,294.448,1178.58,13.2848,15.5056,5836,5850,5844,5844,=AVERAGE(I12:L12),
2.5,295.456,298.704,296.128,294.336,1184.62,12.9932,15.6027,5833,5772,5801,5842,=AVERAGE(I13:L13),
2.6,292.432,296.576,297.584,295.008,1181.6,12.6853,15.6945,5817,5802,5824,5808,=AVERAGE(I14:L14),
2.7,295.68,293.776,296.24,295.344,1181.04,12.3607,15.7808,5829,5848,5823,5839,=AVERAGE(I15:L15),
2.8,296.016,294.112,295.456,296.352,1181.94,12.019,15.8615,5824,5833,5833,5797,=AVERAGE(I16:L16),
2.9,297.136,293.104,296.128,293.664,1180.03,11.6597,15.9363,5798,5830,5815,5842,=AVERAGE(I17:L17),
3,297.024,294.784,293.664,295.344,1180.82,11.2826,16.0051,5834,5830,5844,5821,=AVERAGE(I18:L18),
3.1,294.784,294.784,297.696,294.56,1181.82,10.887,16.0676,5816,5847,5806,5844,=AVERAGE(I19:L19),
3.2,296.8,293.216,294.112,295.344,1179.47,10.4728,16.1237,5804,5830,5845,5826,=AVERAGE(I20:L20),
3.3,297.472,297.024,292.208,295.008,1181.71,10.0394,16.1731,5820,5819,5858,5836,=AVERAGE(I21:L21),
3.4,294.224,295.568,294,296.352,1180.14,9.58643,16.2156,5863,5843,5855,5845,=AVERAGE(I22:L22),
3.5,297.36,293.664,296.688,296.688,1184.4,9.11347,16.2511,5774,5802,5782,5803,=AVERAGE(I23:L23),
3.6,293.552,293.776,294.896,294.448,1176.67,8.62006,16.2793,5857,5873,5845,5844,=AVERAGE(I24:L24),
3.7,297.248,298.48,298.256,297.024,1191.01,8.1058,16.2999,5841,5815,5869,5865,=AVERAGE(I25:L25),
3.8,297.584,297.584,295.568,295.904,1186.64,7.57027,16.3127,5823,5836,5823,5819,=AVERAGE(I26:L26),
3.9,294.56,294.784,295.568,296.912,1181.82,7.01306,16.3175,5851,5840,5805,5849,=AVERAGE(I27:L27),
4,292.656,291.088,295.344,292.32,1171.41,6.43366,16.3141,5839,5849,5840,5854,=AVERAGE(I28:L28),
4.1,294.896,286.048,286.832,291.312,1159.09,5.83169,16.3021,5784,5783,5766,5792,=AVERAGE(I29:L29),
4.2,20.16,30.8,29.68,23.072,103.712,7.23397,13.572,6597,6976,7013,6584,=AVERAGE(I30:L30),
4.3,296.688,279.216,291.872,285.376,1153.15,7.24912,13.572,17106,18472,17479,18027,=AVERAGE(I31:L31),
4.4,293.552,296.576,294.448,295.008,1179.58,7.98104,13.297,5878,5842,5852,5855,=AVERAGE(I32:L32),
4.5,292.432,293.552,298.368,293.328,1177.68,8.70792,13.0061,6000,5980,5980,5997,=AVERAGE(I33:L33),
4.6,290.976,293.776,290.192,289.184,1164.13,9.41411,12.6989,6049,6088,6072,6098,=AVERAGE(I34:L34),
4.7,295.68,290.752,293.664,296.8,1176.9,10.0992,12.375,5992,6017,5981,5984,=AVERAGE(I35:L35),
4.8,295.232,298.256,292.432,294.336,1180.26,10.7627,12.034,5987,5995,6038,6003,=AVERAGE(I36:L36),
4.9,295.68,292.096,293.776,296.688,1178.24,11.404,11.6755,5987,6014,6008,6005,=AVERAGE(I37:L37),
5,291.872,297.808,295.232,292.32,1177.23,12.0229,11.2991,6017,5959,6013,6031,=AVERAGE(I38:L38),
5.1,294.672,292.992,295.792,293.216,1176.67,12.6192,10.9044,6029,6021,5984,6003,=AVERAGE(I39:L39),
5.2,293.888,297.472,294.896,292.768,1179.02,13.1911,10.491,6002,5965,6025,6045,=AVERAGE(I40:L40),
5.3,292.32,292.88,293.552,295.12,1173.87,13.7397,10.0584,6011,6039,6034,5985,=AVERAGE(I41:L41),
5.4,295.568,292.32,294.784,297.136,1179.81,14.264,9.60634,5992,6014,6012,5999,=AVERAGE(I42:L42),
5.5,294.448,295.904,290.976,292.544,1173.87,14.7636,9.1342,6005,5995,6022,6044,=AVERAGE(I43:L43),
5.6,295.232,292.32,294.672,294.896,1177.12,15.2382,8.64169,5985,6006,6005,5985,=AVERAGE(I44:L44),
5.7,295.232,294.336,294.336,293.328,1177.23,15.6874,8.12837,6004,5987,6024,6041,=AVERAGE(I45:L45),
5.8,295.12,297.808,291.648,294.112,1178.69,16.1108,7.59372,5984,6012,6000,6022,=AVERAGE(I46:L46),
5.9,297.024,292.656,292.432,293.552,1175.66,16.5081,7.03746,5966,5985,6025,6002,=AVERAGE(I47:L47),
6,170.464,159.6,176.96,164.976,672,16.8791,6.45904,14494,15931,13771,15163,=AVERAGE(I48:L48),
6.1,19.488,21.616,21.28,21.616,84,18.4098,5.80459,5829,5931,5901,5940,=AVERAGE(I49:L49),
6.2,261.184,252.336,243.6,247.856,1004.98,17.8145,7.67852,20490,21277,22345,21857,=AVERAGE(I50:L50),
6.3,294,292.096,295.792,295.008,1176.9,17.5229,8.41364,5988,6027,6027,6005,=AVERAGE(I51:L51),
6.4,295.904,294.672,295.344,296.128,1182.05,17.2041,9.12836,6006,6000,5992,6018,=AVERAGE(I52:L52),
6.5,298.704,292.88,296.912,291.76,1180.26,16.8582,9.82218,5981,6009,5962,6020,=AVERAGE(I53:L53),
6.6,291.648,295.568,293.104,292.992,1173.31,16.4855,10.4945,6029,6081,6064,6041,=AVERAGE(I54:L54),
6.7,294,294.224,296.912,295.008,1180.14,16.0869,11.1449,6007,5950,5946,6016,=AVERAGE(I55:L55),
6.8,296.24,293.44,296.8,292.768,1179.25,15.662,11.773,5984,6018,6015,5980,=AVERAGE(I56:L56),
6.9,294.224,292.768,297.36,294.672,1179.02,15.2113,12.3783,6003,6040,5988,6058,=AVERAGE(I57:L57),
7,295.232,293.888,292.096,291.76,1172.98,14.7352,12.9603,6032,6070,6053,6025,=AVERAGE(I58:L58),
7.1,294.448,298.48,292.096,294.112,1179.14,14.2342,13.5186,6006,5949,6029,6058,=AVERAGE(I59:L59),
7.2,292.656,293.664,294.224,290.976,1171.52,13.7084,14.0529,6034,6074,6010,6028,=AVERAGE(I60:L60),
7.3,292.432,294.896,293.776,297.808,1178.91,13.1585,14.5626,6011,5999,5985,6019,=AVERAGE(I61:L61),
7.4,295.008,295.008,295.792,292.992,1178.8,12.5847,15.0475,5995,6031,6022,5984,=AVERAGE(I62:L62),
7.5,293.328,290.864,297.024,292.88,1174.1,11.9875,15.5071,6027,6001,6003,6075,=AVERAGE(I63:L63),
7.6,295.792,294.112,292.432,291.424,1173.76,11.3674,15.9411,6012,6044,6030,6053,=AVERAGE(I64:L64),
7.7,292.544,291.2,295.568,295.456,1174.77,10.7247,16.3491,6046,6079,6016,6041,=AVERAGE(I65:L65),
7.8,296.24,296.128,292.432,293.776,1178.58,10.06,16.7308,6034,6010,6051,6017,=AVERAGE(I66:L66),
7.9,297.024,294.336,293.44,293.328,1178.13,9.37368,17.086,5956,5986,6035,5996,=AVERAGE(I67:L67),
8,300.048,297.808,299.264,298.816,1195.94,8.66629,17.4143,6066,6035,6028,6049,=AVERAGE(I68:L68),
8.1,292.432,296.24,293.776,297.36,1179.81,7.9382,17.7156,5973,6014,6063,6029,=AVERAGE(I69:L69),
8.2,296.576,295.456,293.552,295.232,1180.82,7.19003,17.9894,5834,5866,5852,5813,=AVERAGE(I70:L70),
8.3,292.432,293.552,294.336,292.208,1172.53,6.42216,18.2356,5802,5839,5832,5847,=AVERAGE(I71:L71),
8.4,3.024,2.352,0.896,4.816,11.088,7.03269,16.5113,6521,6553,6545,6564,=AVERAGE(I72:L72),
8.5,295.344,289.184,284.144,277.312,1145.98,7.5892,16.1142,18053,18496,18920,19497,=AVERAGE(I73:L73),
8.6,264.096,255.472,257.712,254.24,1031.52,7.65492,16.1142,6996,7507,7264,7605,=AVERAGE(I74:L74),
8.7,43.68,56.336,53.648,47.824,201.488,8.12401,15.691,37369,27264,29421,33390,=AVERAGE(I75:L75),
8.8,75.152,74.816,75.152,75.152,300.272,8.6375,15.242,52968,50395,52103,51212,=AVERAGE(I76:L76),
8.9,37.52,37.52,37.632,37.52,150.192,9.13019,14.7677,23016,23525,22960,22991,=AVERAGE(I77:L77),
9,0,0,0,0,0,9.60246,14.2682,0,0,0,0,=AVERAGE(I78:L78),
9.1,0,0,0,0,0,10.0548,13.7442,0,0,0,0,=AVERAGE(I79:L79),
9.2,0,0,0,0,0,10.4875,13.1958,0,0,0,0,=AVERAGE(I80:L80),
9.3,0,0,0,0,0,10.9011,12.6236,0,0,0,0,=AVERAGE(I81:L81),
9.4,0,0,0,0,0,11.2961,12.028,0,0,0,0,=AVERAGE(I82:L82),
9.5,0,0,0,0,0,11.6724,11.4093,0,0,0,0,=AVERAGE(I83:L83),
9.6,0,0,0,0,0,12.0311,10.7681,0,0,0,0,=AVERAGE(I84:L84),
9.7,0,0,0,0,0,12.3722,10.1049,0,0,0,0,=AVERAGE(I85:L85),
9.8,0,0,0,0,0,12.6963,9.41996,0,0,0,0,=AVERAGE(I86:L86),
9.9,0,37.744,37.744,37.744,113.232,13.0036,8.71391,0,1026128,1027640,1028622,=AVERAGE(I87:L87),
10,0,0,0,0,0,13.2946,7.9872,0,0,0,0,=AVERAGE(I88:L88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(F7:F88)
