Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,56.448,37.744,94.192,14.394,15.0139,57759,76634,=AVERAGE(G3:H3),
1.6,284.48,297.92,582.4,14.394,15.0139,5625,6721,=AVERAGE(G4:H4),
1.7,298.032,299.824,597.856,14.394,15.0139,5378,5369,=AVERAGE(G5:H5),
1.8,299.264,299.6,598.864,14.394,15.0139,5372,5370,=AVERAGE(G6:H6),
1.9,298.704,298.928,597.632,14.394,15.0139,5377,5378,=AVERAGE(G7:H7),
2,298.144,298.48,596.624,14.2957,15.0676,5378,5377,=AVERAGE(G8:H8),
2.1,298.816,298.144,596.96,14.0656,15.1842,5378,5383,=AVERAGE(G9:H9),
2.2,299.376,298.592,597.968,13.8206,15.2962,5367,5381,=AVERAGE(G10:H10),
2.3,298.256,299.264,597.52,13.5605,15.4034,5384,5375,=AVERAGE(G11:H11),
2.4,298.144,299.04,597.184,13.2848,15.5056,5376,5372,=AVERAGE(G12:H12),
2.5,298.704,298.928,597.632,12.9932,15.6027,5380,5375,=AVERAGE(G13:H13),
2.6,298.48,299.152,597.632,12.6853,15.6945,5373,5374,=AVERAGE(G14:H14),
2.7,297.808,299.152,596.96,12.3607,15.7808,5386,5372,=AVERAGE(G15:H15),
2.8,298.704,299.712,598.416,12.019,15.8615,5372,5363,=AVERAGE(G16:H16),
2.9,298.256,298.816,597.072,11.6597,15.9363,5384,5384,=AVERAGE(G17:H17),
3,298.816,298.368,597.184,11.2826,16.0051,5368,5364,=AVERAGE(G18:H18),
3.1,298.144,299.712,597.856,10.8871,16.0676,5384,5366,=AVERAGE(G19:H19),
3.2,298.368,298.144,596.512,10.4728,16.1237,5371,5396,=AVERAGE(G20:H20),
3.3,298.48,298.592,597.072,10.0394,16.1731,5388,5362,=AVERAGE(G21:H21),
3.4,298.704,298.032,596.736,9.58647,16.2156,5382,5388,=AVERAGE(G22:H22),
3.5,298.816,299.936,598.752,9.1135,16.2511,5364,5374,=AVERAGE(G23:H23),
3.6,299.152,298.48,597.632,8.62009,16.2793,5374,5381,=AVERAGE(G24:H24),
3.7,298.368,298.032,596.4,8.10584,16.2999,5391,5376,=AVERAGE(G25:H25),
3.8,300.048,299.712,599.76,7.57031,16.3127,5375,5381,=AVERAGE(G26:H26),
3.9,299.488,298.256,597.744,7.01306,16.3175,5382,5387,=AVERAGE(G27:H27),
4,298.256,298.592,596.848,6.43368,16.3141,5370,5377,=AVERAGE(G28:H28),
4.1,298.032,299.6,597.632,5.83174,16.3021,5388,5397,=AVERAGE(G29:H29),
4.2,17.024,17.136,34.16,7.23397,13.572,5306,5316,=AVERAGE(G30:H30),
4.3,261.184,255.92,517.104,7.32601,13.572,20251,20803,=AVERAGE(G31:H31),
4.4,298.144,298.144,596.288,7.98104,13.297,5389,5404,=AVERAGE(G32:H32),
4.5,299.6,298.592,598.192,8.70793,13.0061,5362,5375,=AVERAGE(G33:H33),
4.6,298.592,298.368,596.96,9.41411,12.6989,5391,5376,=AVERAGE(G34:H34),
4.7,299.264,298.144,597.408,10.0992,12.375,5372,5384,=AVERAGE(G35:H35),
4.8,298.928,299.152,598.08,10.7627,12.034,5353,5368,=AVERAGE(G36:H36),
4.9,297.696,299.936,597.632,11.4041,11.6755,5402,5388,=AVERAGE(G37:H37),
5,298.592,298.368,596.96,12.0229,11.2991,5362,5375,=AVERAGE(G38:H38),
5.1,298.592,298.816,597.408,12.6187,10.9045,5390,5369,=AVERAGE(G39:H39),
5.2,298.592,298.592,597.184,13.1911,10.491,5388,5364,=AVERAGE(G40:H40),
5.3,298.368,299.376,597.744,13.7397,10.0585,5352,5402,=AVERAGE(G41:H41),
5.4,299.04,298.256,597.296,14.2639,9.60634,5393,5366,=AVERAGE(G42:H42),
5.5,299.6,298.256,597.856,14.7636,9.13424,5362,5371,=AVERAGE(G43:H43),
5.6,298.48,300.272,598.752,15.2382,8.6417,5368,5383,=AVERAGE(G44:H44),
5.7,298.256,298.48,596.736,15.6873,8.12837,5379,5390,=AVERAGE(G45:H45),
5.8,299.152,298.256,597.408,16.1108,7.59376,5394,5362,=AVERAGE(G46:H46),
5.9,184.464,179.424,363.888,16.5081,7.03746,12425,13039,=AVERAGE(G47:H47),
6,299.376,297.808,597.184,16.8791,6.45901,5368,5381,=AVERAGE(G48:H48),
6.1,18.032,18.928,36.96,18.4098,5.80459,5282,5333,=AVERAGE(G49:H49),
6.2,263.536,257.824,521.36,17.8146,7.67848,20017,20587,=AVERAGE(G50:H50),
6.3,298.48,298.256,596.736,17.5229,8.41364,5369,5391,=AVERAGE(G51:H51),
6.4,299.264,298.704,597.968,17.2041,9.12836,5378,5352,=AVERAGE(G52:H52),
6.5,298.592,298.48,597.072,16.8583,9.82217,5386,5406,=AVERAGE(G53:H53),
6.6,298.592,299.152,597.744,16.4858,10.4945,5350,5372,=AVERAGE(G54:H54),
6.7,298.032,299.6,597.632,16.0869,11.1449,5412,5338,=AVERAGE(G55:H55),
6.8,299.488,298.368,597.856,15.662,11.773,5333,5399,=AVERAGE(G56:H56),
6.9,298.48,299.152,597.632,15.2113,12.3783,5399,5369,=AVERAGE(G57:H57),
7,298.48,299.6,598.08,14.7352,12.9603,5369,5391,=AVERAGE(G58:H58),
7.1,298.48,298.592,597.072,14.2342,13.5186,5393,5358,=AVERAGE(G59:H59),
7.2,298.592,299.488,598.08,13.7085,14.0529,5365,5385,=AVERAGE(G60:H60),
7.3,298.48,298.816,597.296,13.1585,14.5626,5393,5356,=AVERAGE(G61:H61),
7.4,297.92,297.92,595.84,12.5848,15.0475,5365,5382,=AVERAGE(G62:H62),
7.5,298.48,299.376,597.856,11.9876,15.5071,5399,5360,=AVERAGE(G63:H63),
7.6,298.48,299.376,597.856,11.3674,15.9411,5375,5392,=AVERAGE(G64:H64),
7.7,298.256,298.368,596.624,10.7248,16.3491,5350,5366,=AVERAGE(G65:H65),
7.8,299.04,299.6,598.64,10.06,16.7309,5388,5405,=AVERAGE(G66:H66),
7.9,298.928,297.92,596.848,9.37372,17.086,5366,5379,=AVERAGE(G67:H67),
8,299.152,300.048,599.2,8.66629,17.4143,5407,5362,=AVERAGE(G68:H68),
8.1,298.816,299.712,598.528,7.93823,17.7156,5323,5403,=AVERAGE(G69:H69),
8.2,298.928,298.032,596.96,7.19,17.9894,5430,5379,=AVERAGE(G70:H70),
8.3,297.696,299.376,597.072,6.4222,18.2356,5344,5362,=AVERAGE(G71:H71),
8.4,18.256,18.032,36.288,7.03269,16.5113,5993,4919,=AVERAGE(G72:H72),
8.5,296.8,290.752,587.552,7.58918,16.1142,16796,17301,=AVERAGE(G73:H73),
