Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.328,98.56,14.394,15.0139,56918,74136,=AVERAGE(G3:H3),
1.6,284.368,292.32,576.688,14.394,15.0139,5618,6230,=AVERAGE(G4:H4),
1.7,298.144,298.592,596.736,14.394,15.0139,5378,5391,=AVERAGE(G5:H5),
1.8,299.152,299.04,598.192,14.394,15.0139,5369,5389,=AVERAGE(G6:H6),
1.9,299.712,298.144,597.856,14.394,15.0139,5366,5393,=AVERAGE(G7:H7),
2,299.264,298.48,597.744,14.2957,15.0676,5363,5388,=AVERAGE(G8:H8),
2.1,298.816,298.256,597.072,14.0656,15.1842,5379,5396,=AVERAGE(G9:H9),
2.2,299.376,298.256,597.632,13.8206,15.2962,5367,5393,=AVERAGE(G10:H10),
2.3,298.368,298.704,597.072,13.5605,15.4034,5381,5401,=AVERAGE(G11:H11),
2.4,298.816,298.032,596.848,13.2848,15.5056,5378,5388,=AVERAGE(G12:H12),
2.5,298.816,298.592,597.408,12.9932,15.6027,5382,5394,=AVERAGE(G13:H13),
2.6,298.368,299.376,597.744,12.6853,15.6945,5376,5383,=AVERAGE(G14:H14),
2.7,298.48,297.92,596.4,12.3607,15.7809,5381,5387,=AVERAGE(G15:H15),
2.8,297.696,299.04,596.736,12.019,15.8615,5389,5393,=AVERAGE(G16:H16),
2.9,298.032,299.152,597.184,11.6597,15.9363,5379,5390,=AVERAGE(G17:H17),
3,299.488,298.48,597.968,11.2826,16.0051,5365,5383,=AVERAGE(G18:H18),
3.1,298.592,298.144,596.736,10.8871,16.0676,5380,5397,=AVERAGE(G19:H19),
3.2,299.264,298.368,597.632,10.4728,16.1237,5368,5399,=AVERAGE(G20:H20),
3.3,299.712,298.48,598.192,10.0394,16.1731,5368,5379,=AVERAGE(G21:H21),
3.4,297.92,299.488,597.408,9.58647,16.2156,5375,5390,=AVERAGE(G22:H22),
3.5,298.032,298.704,596.736,9.1135,16.2511,5378,5389,=AVERAGE(G23:H23),
3.6,299.6,297.808,597.408,8.62009,16.2793,5370,5396,=AVERAGE(G24:H24),
3.7,299.152,298.48,597.632,8.10584,16.2999,5388,5372,=AVERAGE(G25:H25),
3.8,299.712,300.272,599.984,7.57031,16.3127,5370,5398,=AVERAGE(G26:H26),
3.9,298.704,298.592,597.296,7.01306,16.3175,5377,5403,=AVERAGE(G27:H27),
4,298.256,299.04,597.296,6.43365,16.3141,5365,5393,=AVERAGE(G28:H28),
4.1,299.824,297.808,597.632,5.8317,16.3021,5386,5383,=AVERAGE(G29:H29),
4.2,17.136,17.696,34.832,7.23397,13.572,5305,5345,=AVERAGE(G30:H30),
4.3,298.592,292.544,591.136,7.25017,13.572,16840,17317,=AVERAGE(G31:H31),
4.4,298.928,297.696,596.624,7.98104,13.297,5378,5383,=AVERAGE(G32:H32),
4.5,299.488,298.704,598.192,8.70789,13.0061,5353,5386,=AVERAGE(G33:H33),
4.6,299.04,298.48,597.52,9.41411,12.6989,5388,5391,=AVERAGE(G34:H34),
4.7,298.816,298.032,596.848,10.0992,12.375,5371,5403,=AVERAGE(G35:H35),
4.8,299.488,298.704,598.192,10.7627,12.034,5391,5390,=AVERAGE(G36:H36),
4.9,298.032,298.256,596.288,11.404,11.6755,5379,5412,=AVERAGE(G37:H37),
5,298.032,298.816,596.848,12.0229,11.2991,5373,5373,=AVERAGE(G38:H38),
5.1,298.704,299.264,597.968,12.6187,10.9045,5372,5404,=AVERAGE(G39:H39),
5.2,299.824,298.032,597.856,13.1911,10.491,5374,5366,=AVERAGE(G40:H40),
5.3,299.376,298.256,597.632,13.7397,10.0585,5376,5404,=AVERAGE(G41:H41),
5.4,297.696,299.712,597.408,14.2639,9.60634,5379,5375,=AVERAGE(G42:H42),
5.5,299.936,298.256,598.192,14.7636,9.13422,5354,5380,=AVERAGE(G43:H43),
5.6,298.816,299.488,598.304,15.2382,8.6417,5362,5392,=AVERAGE(G44:H44),
5.7,298.704,298.144,596.848,15.6873,8.12837,5375,5403,=AVERAGE(G45:H45),
5.8,298.032,299.488,597.52,16.1108,7.59376,5390,5379,=AVERAGE(G46:H46),
5.9,299.6,297.696,597.296,16.5081,7.03741,5368,5393,=AVERAGE(G47:H47),
6,298.592,298.928,597.52,16.8791,6.45904,5387,5415,=AVERAGE(G48:H48),
6.1,18.928,18.256,37.184,18.4098,5.82618,5164,5166,=AVERAGE(G49:H49),
6.2,261.52,255.472,516.992,17.8145,7.67848,20202,20850,=AVERAGE(G50:H50),
6.3,298.256,298.256,596.512,17.5229,8.41364,5354,5388,=AVERAGE(G51:H51),
6.4,299.04,298.592,597.632,17.2041,9.12836,5369,5402,=AVERAGE(G52:H52),
6.5,299.488,298.032,597.52,16.8583,9.82213,5386,5369,=AVERAGE(G53:H53),
6.6,299.712,298.256,597.968,16.4858,10.4945,5356,5387,=AVERAGE(G54:H54),
6.7,298.592,297.808,596.4,16.0869,11.1449,5374,5406,=AVERAGE(G55:H55),
6.8,297.584,299.376,596.96,15.662,11.773,5395,5381,=AVERAGE(G56:H56),
6.9,299.936,298.144,598.08,15.2113,12.3783,5374,5403,=AVERAGE(G57:H57),
7,299.488,298.256,597.744,14.7353,12.9603,5347,5377,=AVERAGE(G58:H58),
7.1,298.256,298.816,597.072,14.2342,13.5187,5372,5406,=AVERAGE(G59:H59),
7.2,298.704,298.368,597.072,13.7085,14.0529,5405,5381,=AVERAGE(G60:H60),
7.3,299.376,298.256,597.632,13.1585,14.5626,5384,5413,=AVERAGE(G61:H61),
7.4,298.592,298.704,597.296,12.5847,15.0475,5360,5392,=AVERAGE(G62:H62),
7.5,299.488,298.256,597.744,11.9876,15.5071,5340,5369,=AVERAGE(G63:H63),
7.6,298.256,298.256,596.512,11.3674,15.9411,5375,5406,=AVERAGE(G64:H64),
7.7,299.712,298.592,598.304,10.7248,16.3491,5418,5387,=AVERAGE(G65:H65),
7.8,298.256,298.144,596.4,10.06,16.7308,5336,5366,=AVERAGE(G66:H66),
7.9,299.712,298.368,598.08,9.37367,17.086,5381,5409,=AVERAGE(G67:H67),
8,299.152,299.488,598.64,8.66629,17.4143,5362,5393,=AVERAGE(G68:H68),
8.1,299.152,299.376,598.528,7.93823,17.7155,5408,5374,=AVERAGE(G69:H69),
8.2,298.48,298.368,596.848,7.18997,17.9894,5391,5420,=AVERAGE(G70:H70),
8.3,298.48,298.144,596.624,6.4222,18.2356,5375,5403,=AVERAGE(G71:H71),
8.4,19.6,20.048,39.648,7.03269,16.5113,4887,4940,=AVERAGE(G72:H72),
8.5,297.136,291.2,588.336,7.58918,16.1142,16711,17277,=AVERAGE(G73:H73),
8.6,298.928,300.384,599.312,7.6001,16.1142,5374,5344,=AVERAGE(G74:H74),
8.7,298.48,298.704,597.184,8.12397,15.691,5422,5387,=AVERAGE(G75:H75),
8.8,298.256,299.04,597.296,8.6375,15.242,5333,5437,=AVERAGE(G76:H76),
8.9,297.808,298.256,596.064,9.13019,14.7677,5383,5347,=AVERAGE(G77:H77),
