Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.552,98.784,14.394,15.0139,57056,73956,=AVERAGE(G3:H3),
1.6,283.248,291.2,574.448,14.394,15.0139,5615,6237,=AVERAGE(G4:H4),
1.7,299.6,298.256,597.856,14.394,15.0139,5370,5385,=AVERAGE(G5:H5),
1.8,297.92,298.704,596.624,14.394,15.0139,5377,5379,=AVERAGE(G6:H6),
1.9,297.92,298.032,595.952,14.394,15.0139,5380,5386,=AVERAGE(G7:H7),
2,298.928,298.256,597.184,14.2957,15.0676,5379,5389,=AVERAGE(G8:H8),
2.1,298.368,298.368,596.736,14.0656,15.1842,5375,5384,=AVERAGE(G9:H9),
2.2,298.592,297.808,596.4,13.8206,15.2962,5384,5379,=AVERAGE(G10:H10),
2.3,297.92,298.928,596.848,13.5605,15.4034,5377,5386,=AVERAGE(G11:H11),
2.4,299.824,298.144,597.968,13.2848,15.5056,5375,5387,=AVERAGE(G12:H12),
2.5,298.144,299.6,597.744,12.9932,15.6027,5368,5375,=AVERAGE(G13:H13),
2.6,298.144,299.264,597.408,12.6853,15.6945,5383,5367,=AVERAGE(G14:H14),
2.7,298.256,298.592,596.848,12.3607,15.7808,5375,5395,=AVERAGE(G15:H15),
2.8,299.376,298.256,597.632,12.019,15.8615,5373,5373,=AVERAGE(G16:H16),
2.9,298.816,298.48,597.296,11.6597,15.9363,5370,5383,=AVERAGE(G17:H17),
3,298.48,299.264,597.744,11.2826,16.0051,5381,5379,=AVERAGE(G18:H18),
3.1,298.368,299.152,597.52,10.887,16.0676,5383,5377,=AVERAGE(G19:H19),
3.2,298.144,298.368,596.512,10.4728,16.1237,5369,5375,=AVERAGE(G20:H20),
3.3,298.032,298.48,596.512,10.0394,16.1731,5386,5390,=AVERAGE(G21:H21),
3.4,298.48,298.592,597.072,9.58645,16.2156,5380,5381,=AVERAGE(G22:H22),
3.5,298.368,298.704,597.072,9.11346,16.2511,5383,5382,=AVERAGE(G23:H23),
3.6,298.368,297.808,596.176,8.62009,16.2793,5373,5389,=AVERAGE(G24:H24),
3.7,299.04,298.704,597.744,8.10584,16.2999,5370,5365,=AVERAGE(G25:H25),
3.8,299.936,299.712,599.648,7.57031,16.3127,5374,5390,=AVERAGE(G26:H26),
3.9,298.368,299.712,598.08,7.01306,16.3175,5404,5374,=AVERAGE(G27:H27),
4,298.48,298.368,596.848,6.43368,16.3141,5370,5384,=AVERAGE(G28:H28),
4.1,298.368,298.816,597.184,5.83169,16.3021,5362,5377,=AVERAGE(G29:H29),
4.2,17.36,17.696,35.056,7.23406,13.572,5314,5337,=AVERAGE(G30:H30),
4.3,258.048,252.56,510.608,7.32529,13.572,20637,21178,=AVERAGE(G31:H31),
4.4,298.368,298.144,596.512,7.98101,13.297,5368,5389,=AVERAGE(G32:H32),
4.5,298.368,298.928,597.296,8.70793,13.0061,5393,5359,=AVERAGE(G33:H33),
4.6,298.48,297.92,596.4,9.41411,12.6989,5368,5386,=AVERAGE(G34:H34),
4.7,298.48,298.816,597.296,10.0992,12.375,5376,5397,=AVERAGE(G35:H35),
4.8,298.368,297.696,596.064,10.7627,12.034,5390,5376,=AVERAGE(G36:H36),
4.9,298.704,298.032,596.736,11.4041,11.6755,5377,5395,=AVERAGE(G37:H37),
5,299.376,298.592,597.968,12.0229,11.2991,5369,5386,=AVERAGE(G38:H38),
5.1,298.368,298.48,596.848,12.6187,10.9045,5395,5379,=AVERAGE(G39:H39),
5.2,298.48,298.592,597.072,13.1911,10.491,5357,5375,=AVERAGE(G40:H40),
5.3,299.264,298.368,597.632,13.7397,10.0584,5395,5374,=AVERAGE(G41:H41),
5.4,299.04,298.144,597.184,14.2639,9.60632,5360,5375,=AVERAGE(G42:H42),
5.5,298.704,298.928,597.632,14.7636,9.13424,5365,5382,=AVERAGE(G43:H43),
5.6,298.592,298.368,596.96,15.2382,8.64172,5373,5389,=AVERAGE(G44:H44),
5.7,299.04,299.264,598.304,15.6874,8.12837,5384,5361,=AVERAGE(G45:H45),
5.8,298.368,298.48,596.848,16.1108,7.59376,5397,5413,=AVERAGE(G46:H46),
5.9,298.704,298.928,597.632,16.5081,7.03746,5372,5388,=AVERAGE(G47:H47),
6,298.032,298.704,596.736,16.8791,6.45904,5389,5361,=AVERAGE(G48:H48),
6.1,20.384,18.816,39.2,18.4098,5.80628,5260,5221,=AVERAGE(G49:H49),
6.2,262.08,255.248,517.328,17.8146,7.67848,20059,20849,=AVERAGE(G50:H50),
6.3,298.144,298.704,596.848,17.5229,8.41364,5398,5377,=AVERAGE(G51:H51),
6.4,298.48,298.816,597.296,17.2041,9.12836,5365,5388,=AVERAGE(G52:H52),
6.5,298.144,298.704,596.848,16.8583,9.82213,5378,5354,=AVERAGE(G53:H53),
6.6,298.592,298.368,596.96,16.4858,10.4945,5396,5417,=AVERAGE(G54:H54),
6.7,298.48,299.152,597.632,16.0869,11.1449,5366,5339,=AVERAGE(G55:H55),
6.8,299.376,298.928,598.304,15.662,11.773,5389,5408,=AVERAGE(G56:H56),
6.9,298.256,299.264,597.52,15.2113,12.3783,5359,5381,=AVERAGE(G57:H57),
7,297.92,299.6,597.52,14.7353,12.9603,5383,5354,=AVERAGE(G58:H58),
7.1,299.6,298.816,598.416,14.2342,13.5187,5361,5378,=AVERAGE(G59:H59),
7.2,298.256,299.264,597.52,13.7085,14.0529,5387,5353,=AVERAGE(G60:H60),
7.3,298.368,297.92,596.288,13.1585,14.5626,5363,5436,=AVERAGE(G61:H61),
7.4,298.704,298.592,597.296,12.5847,15.0475,5397,5358,=AVERAGE(G62:H62),
7.5,298.704,299.152,597.856,11.9876,15.5071,5375,5393,=AVERAGE(G63:H63),
7.6,298.928,298.592,597.52,11.3674,15.9411,5353,5370,=AVERAGE(G64:H64),
7.7,299.936,298.368,598.304,10.7248,16.3491,5393,5348,=AVERAGE(G65:H65),
7.8,298.928,298.592,597.52,10.06,16.7308,5371,5387,=AVERAGE(G66:H66),
7.9,298.704,298.032,596.736,9.3737,17.086,5351,5366,=AVERAGE(G67:H67),
8,299.824,299.488,599.312,8.66629,17.4144,5396,5412,=AVERAGE(G68:H68),
8.1,299.376,299.04,598.416,7.93823,17.7155,5377,5393,=AVERAGE(G69:H69),
8.2,299.264,298.256,597.52,7.19,17.9894,5359,5373,=AVERAGE(G70:H70),
8.3,299.488,298.032,597.52,6.4222,18.2356,5407,5355,=AVERAGE(G71:H71),
8.4,18.256,18.256,36.512,7.03269,16.5113,4845,5941,=AVERAGE(G72:H72),
8.5,294,288.624,582.624,7.58922,16.1142,17028,17512,=AVERAGE(G73:H73),
8.6,298.48,300.384,598.864,7.59998,16.1142,5407,5432,=AVERAGE(G74:H74),
8.7,298.928,298.256,597.184,8.12397,15.691,5388,5338,=AVERAGE(G75:H75),
8.8,299.152,298.256,597.408,8.6375,15.242,5368,5386,=AVERAGE(G76:H76),
8.9,298.48,299.376,597.856,9.13019,14.7677,5418,5369,=AVERAGE(G77:H77),
9,299.712,297.92,597.632,9.60246,14.2682,5330,5417,=AVERAGE(G78:H78),
9.1,298.48,298.816,597.296,10.0548,13.7442,5381,5328,=AVERAGE(G79:H79),
9.2,298.928,298.256,597.184,10.4875,13.1958,5364,5381,=AVERAGE(G80:H80),
9.3,298.032,298.704,596.736,10.9011,12.6236,5419,5439,=AVERAGE(G81:H81),
9.4,299.824,298.032,597.856,11.2959,12.028,5331,5345,=AVERAGE(G82:H82),
9.5,298.256,298.144,596.4,11.6725,11.4093,5386,5405,=AVERAGE(G83:H83),
9.6,298.816,298.592,597.408,12.0311,10.7681,5371,5390,=AVERAGE(G84:H84),
9.7,299.264,298.704,597.968,12.3722,10.1049,5356,5374,=AVERAGE(G85:H85),
9.8,298.928,298.48,597.408,12.6963,9.41991,5420,5357,=AVERAGE(G86:H86),
9.9,299.152,298.256,597.408,13.0036,8.71391,5325,5422,=AVERAGE(G87:H87),
10,298.48,299.6,598.08,13.2946,7.9872,5390,5329,=AVERAGE(G88:H88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D88)
