Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,42.784,28.56,28.56,28.56,28.56,214.256,14.394,15.0139,57315,72593,73895,74350,75035,75673,=AVERAGE(K3:P3),
1.6,256.256,269.36,276.752,272.496,257.824,252.224,1584.91,14.394,15.0139,7547,7905,11527,11641,12285,12707,=AVERAGE(K4:P4),
1.7,276.304,275.296,277.2,276.864,277.648,275.52,1658.83,14.394,15.0139,7674,7470,7483,7535,7520,7613,=AVERAGE(K5:P5),
1.8,275.744,274.96,269.024,271.824,270.144,269.808,1631.5,14.394,15.0139,7696,7739,7776,7396,7771,7725,=AVERAGE(K6:P6),
1.9,278.544,278.656,278.32,281.008,271.712,274.064,1662.3,14.394,15.0139,7529,7176,7468,7660,7706,7680,=AVERAGE(K7:P7),
2,273.056,279.664,276.08,277.872,279.328,280,1666,14.2957,15.0676,7446,7493,7647,7660,7615,7659,=AVERAGE(K8:P8),
2.1,280.784,278.992,272.496,277.648,277.984,275.632,1663.54,14.0655,15.1842,7465,7612,7588,7544,7522,7576,=AVERAGE(K9:P9),
2.2,273.168,272.496,280.672,274.064,281.008,276.416,1657.82,13.8206,15.2962,7591,7623,7484,7612,7368,7503,=AVERAGE(K10:P10),
2.3,278.208,278.432,277.312,276.528,278.992,273.28,1662.75,13.5605,15.4034,7440,7528,7348,7490,7348,7527,=AVERAGE(K11:P11),
2.4,272.72,278.544,280.784,282.352,271.936,275.072,1661.41,13.2848,15.5056,7603,7495,7465,7409,7588,7416,=AVERAGE(K12:P12),
2.5,276.864,279.104,276.976,274.96,275.072,275.52,1658.5,12.9932,15.6027,7592,7572,7543,7601,7596,7671,=AVERAGE(K13:P13),
2.6,273.952,273.952,278.656,273.168,280.672,280,1660.4,12.6853,15.6945,7353,7560,7427,7561,7400,7403,=AVERAGE(K14:P14),
2.7,281.904,274.512,277.424,276.416,279.216,276.752,1666.22,12.3607,15.7808,7384,7521,7473,7613,7525,7470,=AVERAGE(K15:P15),
2.8,275.632,279.328,277.424,277.2,274.288,277.088,1660.96,12.019,15.8615,7638,7370,7525,7451,7488,7392,=AVERAGE(K16:P16),
2.9,274.4,275.632,270.48,277.312,273.168,282.576,1653.57,11.6597,15.9363,7608,7513,7611,7480,7616,7483,=AVERAGE(K17:P17),
3,277.536,279.552,275.632,268.016,274.288,273.616,1648.64,11.2826,16.0051,7576,7457,7508,7585,7658,7355,=AVERAGE(K18:P18),
3.1,273.168,280.896,276.64,280.336,277.424,275.632,1664.1,10.887,16.0676,7424,7418,7471,7428,7526,7596,=AVERAGE(K19:P19),
3.2,278.096,273.616,277.312,282.128,274.624,281.008,1666.78,10.4728,16.1237,7460,7612,7650,7528,7643,7503,=AVERAGE(K20:P20),
3.3,275.632,278.096,274.176,270.144,272.608,275.296,1645.95,10.0394,16.1731,7569,7577,7653,7656,7712,7539,=AVERAGE(K21:P21),
3.4,276.304,281.12,279.776,274.512,274.288,276.752,1662.75,9.58644,16.2156,7662,7353,7399,7513,7525,7581,=AVERAGE(K22:P22),
3.5,276.08,277.648,280.448,280.56,277.648,276.976,1669.36,9.11346,16.2511,7736,7326,7502,7381,7364,7677,=AVERAGE(K23:P23),
3.6,279.104,277.424,277.872,280.448,279.104,281.232,1675.18,8.62007,16.2793,7476,7507,7436,7432,7642,7388,=AVERAGE(K24:P24),
3.7,271.264,282.128,277.088,278.32,279.552,277.312,1665.66,8.10579,16.2999,7515,7511,7529,7518,7531,7547,=AVERAGE(K25:P25),
3.8,276.64,267.344,278.88,267.12,269.024,276.64,1635.65,7.57028,16.3127,7526,7464,7532,7544,7575,7381,=AVERAGE(K26:P26),
3.9,276.752,278.432,268.688,278.32,271.376,281.456,1655.02,7.01303,16.3175,7508,7610,7447,7643,7464,7451,=AVERAGE(K27:P27),
4,279.664,277.2,273.504,272.16,272.832,272.608,1647.97,6.43365,16.3141,7473,7606,7412,7477,7445,7433,=AVERAGE(K28:P28),
