Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.552,98.784,16.1833,10.8819,57396,74055,=AVERAGE(G3:H3),
1.6,283.584,290.64,574.224,16.1833,10.8819,5620,6242,=AVERAGE(G4:H4),
1.7,298.704,298.592,597.296,16.1833,10.8819,5378,5379,=AVERAGE(G5:H5),
1.8,298.032,298.368,596.4,16.1833,10.8819,5381,5377,=AVERAGE(G6:H6),
1.9,298.032,298.816,596.848,16.1833,10.8819,5377,5379,=AVERAGE(G7:H7),
2,298.592,299.488,598.08,16.3097,11.7277,5377,5372,=AVERAGE(G8:H8),
2.1,298.816,298.704,597.52,15.9825,13.4636,5376,5380,=AVERAGE(G9:H9),
2.2,298.48,299.264,597.744,14.5863,14.9015,5376,5373,=AVERAGE(G10:H10),
2.3,298.816,299.6,598.416,11.7922,15.9099,5375,5364,=AVERAGE(G11:H11),
2.4,262.528,256.256,518.784,6.59837,16.3159,5400,5389,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,178.528,173.264,351.792,16.9445,6.35896,30877,32582,=AVERAGE(G14:H14),
2.7,0,0,0,18.0955,6.87199,0,0,=AVERAGE(G15:H15),
2.8,192.976,187.936,380.912,6.77921,18.1253,31765,32868,=AVERAGE(G16:H16),
2.9,201.04,192.192,393.232,6.39803,16.9157,15644,16511,=AVERAGE(G17:H17),
3,247.296,248.192,495.488,13.742,6.74737,5395,5380,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,294,288.624,582.624,13.8152,15.7737,20146,20657,=AVERAGE(G20:H20),
3.3,298.48,298.144,596.624,12.0224,16.3173,5376,5397,=AVERAGE(G21:H21),
3.4,298.032,298.48,596.512,11.8398,16.315,5378,5378,=AVERAGE(G22:H22),
3.5,298.928,299.6,598.528,11.6551,16.3046,5375,5364,=AVERAGE(G23:H23),
3.6,298.592,298.256,596.848,11.4685,16.2864,5388,5383,=AVERAGE(G24:H24),
3.7,299.152,298.368,597.52,11.28,16.2605,5372,5377,=AVERAGE(G25:H25),
3.8,300.048,299.936,599.984,11.2554,16.2566,5362,5378,=AVERAGE(G26:H26),
3.9,298.48,298.816,597.296,11.2554,16.2566,5390,5376,=AVERAGE(G27:H27),
4,299.04,298.144,597.184,11.2554,16.2566,5384,5382,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
