Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,52.304,28.56,28.56,166.656,14.394,15.0139,57048,62627,73639,74319,=AVERAGE(I3:L3),
1.6,280.56,276.976,295.008,286.832,1139.38,14.394,15.0139,6009,6129,9825,10179,=AVERAGE(I4:L4),
1.7,295.904,293.552,297.248,295.344,1182.05,14.394,15.0139,5833,5844,5794,5838,=AVERAGE(I5:L5),
1.8,294.56,293.888,295.344,297.584,1181.38,14.394,15.0139,5810,5845,5846,5796,=AVERAGE(I6:L6),
1.9,294.896,297.136,293.104,292.544,1177.68,14.394,15.0139,5839,5833,5849,5855,=AVERAGE(I7:L7),
2,295.568,294.56,295.456,295.68,1181.26,14.2957,15.0676,5830,5860,5849,5830,=AVERAGE(I8:L8),
2.1,297.248,295.456,294.336,294,1181.04,14.0656,15.1842,5800,5852,5856,5863,=AVERAGE(I9:L9),
2.2,294.448,296.24,296.912,294.56,1182.16,13.8206,15.2962,5839,5821,5811,5819,=AVERAGE(I10:L10),
2.3,294.896,295.792,294.56,294.112,1179.36,13.5605,15.4034,5844,5853,5859,5865,=AVERAGE(I11:L11),
2.4,295.792,296.912,294.224,294,1180.93,13.2848,15.5056,5862,5829,5844,5865,=AVERAGE(I12:L12),
2.5,292.88,294.112,296.128,295.344,1178.46,12.9932,15.6027,5852,5847,5840,5832,=AVERAGE(I13:L13),
2.6,293.328,296.016,296.24,296.24,1181.82,12.6853,15.6945,5832,5821,5809,5816,=AVERAGE(I14:L14),
2.7,296.576,294.112,297.024,295.792,1183.5,12.3607,15.7808,5822,5845,5799,5807,=AVERAGE(I15:L15),
2.8,293.104,294.448,296.464,295.232,1179.25,12.019,15.8615,5831,5839,5816,5846,=AVERAGE(I16:L16),
2.9,296.128,294.784,293.664,294.56,1179.14,11.6597,15.9363,5841,5851,5856,5849,=AVERAGE(I17:L17),
3,294.672,294,297.584,295.456,1181.71,11.2825,16.0051,5835,5845,5816,5811,=AVERAGE(I18:L18),
3.1,292.992,295.904,295.008,295.792,1179.7,10.8871,16.0676,5834,5834,5820,5818,=AVERAGE(I19:L19),
3.2,295.12,295.008,295.232,294.672,1180.03,10.4728,16.1237,5826,5849,5818,5843,=AVERAGE(I20:L20),
3.3,295.456,294.448,296.464,293.328,1179.7,10.0394,16.1731,5825,5828,5815,5835,=AVERAGE(I21:L21),
3.4,295.68,295.456,294,293.664,1178.8,9.58644,16.2156,5817,5839,5836,5842,=AVERAGE(I22:L22),
3.5,293.776,297.92,295.456,297.36,1184.51,9.11347,16.2511,5834,5803,5839,5807,=AVERAGE(I23:L23),
3.6,296.688,295.68,294.448,293.888,1180.7,8.62007,16.2793,5787,5825,5825,5846,=AVERAGE(I24:L24),
3.7,298.256,298.592,296.688,296.912,1190.45,8.10581,16.2999,5825,5802,5845,5823,=AVERAGE(I25:L25),
3.8,295.344,298.48,298.256,298.032,1190.11,7.57027,16.3127,5823,5823,5827,5846,=AVERAGE(I26:L26),
3.9,295.792,295.792,294.896,294.112,1180.59,7.01303,16.3175,5832,5849,5803,5797,=AVERAGE(I27:L27),
4,293.216,292.544,294,295.456,1175.22,6.43363,16.3141,5843,5833,5838,5808,=AVERAGE(I28:L28),
4.1,285.04,294.224,283.696,294.448,1157.41,5.8317,16.3021,5772,5802,5761,5820,=AVERAGE(I29:L29),
4.2,26.992,21.056,28.56,21.056,97.664,7.23397,13.572,6787,6231,6773,6614,=AVERAGE(I30:L30),
4.3,296.576,291.536,285.264,280.784,1154.16,7.25017,13.572,17180,17657,18089,18550,=AVERAGE(I31:L31),
4.4,292.768,293.664,293.328,295.456,1175.22,7.98108,13.297,5854,5852,5863,5839,=AVERAGE(I32:L32),
4.5,295.792,294.224,295.344,293.888,1179.25,8.70794,13.0061,5837,5856,5812,5833,=AVERAGE(I33:L33),
4.6,294.224,296.8,296.688,293.104,1180.82,9.41411,12.6989,5842,5811,5850,5835,=AVERAGE(I34:L34),
4.7,295.568,296.576,292.656,296.24,1181.04,10.0992,12.375,5797,5820,5821,5853,=AVERAGE(I35:L35),
4.8,296.016,292.656,294.112,295.344,1178.13,10.7627,12.034,5814,5860,5841,5803,=AVERAGE(I36:L36),
4.9,295.232,299.04,296.24,293.888,1184.4,11.404,11.6755,5835,5800,5802,5818,=AVERAGE(I37:L37),
5,297.584,293.776,294.224,295.568,1181.15,12.0229,11.2991,5834,5880,5856,5846,=AVERAGE(I38:L38),
5.1,294.448,293.44,295.344,294.896,1178.13,12.6187,10.9044,5824,5808,5785,5839,=AVERAGE(I39:L39),
5.2,294.336,294.112,296.8,295.568,1180.82,13.1911,10.491,5861,5880,5820,5839,=AVERAGE(I40:L40),
5.3,296.8,294.896,296.016,294,1181.71,13.7397,10.0584,5797,5850,5820,5837,=AVERAGE(I41:L41),
5.4,295.344,297.248,293.216,294.672,1180.48,14.2639,9.60631,5836,5785,5857,5842,=AVERAGE(I42:L42),
5.5,295.568,294.336,296.352,294.448,1180.7,14.7636,9.13424,5806,5862,5794,5849,=AVERAGE(I43:L43),
5.6,292.432,294.112,297.92,295.232,1179.7,15.2382,8.6417,5892,5874,5805,5821,=AVERAGE(I44:L44),
5.7,298.256,294.224,295.904,294.448,1182.83,15.6874,8.12835,5796,5807,5812,5830,=AVERAGE(I45:L45),
5.8,295.568,297.136,293.664,294.336,1180.7,16.1108,7.59376,5805,5827,5864,5844,=AVERAGE(I46:L46),
5.9,295.568,293.664,296.464,292.88,1178.58,16.5081,7.03746,5865,5881,5802,5859,=AVERAGE(I47:L47),
6,294.56,294.56,298.032,295.904,1183.06,16.8791,6.45901,5841,5816,5823,5840,=AVERAGE(I48:L48),
6.1,17.136,18.592,18.592,18.816,73.136,18.4098,5.80569,5555,6336,5633,5663,=AVERAGE(I49:L49),
6.2,258.048,239.232,254.688,246.96,998.928,17.8146,7.67848,20826,22846,21228,22046,=AVERAGE(I50:L50),
6.3,293.328,295.68,294.672,296.24,1179.92,17.5229,8.41368,5855,5851,5835,5822,=AVERAGE(I51:L51),
6.4,294.784,298.48,294,294.896,1182.16,17.2041,9.12841,5826,5778,5846,5782,=AVERAGE(I52:L52),
6.5,299.264,295.344,295.344,295.568,1185.52,16.8583,9.82217,5758,5829,5818,5844,=AVERAGE(I53:L53),
6.6,295.792,293.888,294.112,293.552,1177.34,16.4858,10.4945,5813,5892,5832,5856,=AVERAGE(I54:L54),
6.7,293.328,296.352,295.008,296.688,1181.38,16.0869,11.1449,5827,5819,5804,5784,=AVERAGE(I55:L55),
6.8,295.344,295.232,292.544,297.136,1180.26,15.662,11.773,5855,5838,5871,5804,=AVERAGE(I56:L56),
6.9,293.664,294.672,294.112,296.016,1178.46,15.2113,12.3783,5878,5860,5848,5875,=AVERAGE(I57:L57),
7,294.784,297.36,295.344,294.896,1182.38,14.7353,12.9603,5803,5788,5825,5793,=AVERAGE(I58:L58),
7.1,294.784,297.024,294.336,295.456,1181.6,14.2342,13.5186,5831,5813,5851,5821,=AVERAGE(I59:L59),
7.2,293.552,292.096,294.112,297.808,1177.57,13.7085,14.0529,5860,5886,5826,5855,=AVERAGE(I60:L60),
7.3,295.792,297.248,296.8,293.44,1183.28,13.1585,14.5626,5842,5819,5808,5821,=AVERAGE(I61:L61),
7.4,294,294.56,294.224,295.904,1178.69,12.5847,15.0475,5817,5789,5836,5802,=AVERAGE(I62:L62),
7.5,293.552,297.248,296.8,295.12,1182.72,11.9875,15.5071,5852,5829,5819,5835,=AVERAGE(I63:L63),
7.6,295.344,295.68,299.712,294.448,1185.18,11.3674,15.9411,5836,5804,5745,5870,=AVERAGE(I64:L64),
7.7,294.112,295.232,295.792,293.664,1178.8,10.7247,16.3491,5813,5841,5832,5849,=AVERAGE(I65:L65),
7.8,296.016,296.688,295.008,296.576,1184.29,10.06,16.7308,5797,5824,5871,5835,=AVERAGE(I66:L66),
7.9,293.328,297.92,298.368,296.24,1185.86,9.37372,17.086,5834,5806,5798,5814,=AVERAGE(I67:L67),
8,299.152,299.376,298.704,298.48,1195.71,8.66623,17.4144,5827,5851,5841,5799,=AVERAGE(I68:L68),
8.1,296.352,294.896,296.8,294.112,1182.16,7.93816,17.7155,5867,5825,5756,5834,=AVERAGE(I69:L69),
8.2,292.096,292.32,298.48,292.768,1175.66,7.18996,17.9894,6041,6065,6061,6075,=AVERAGE(I70:L70),
8.3,294.672,294.672,289.744,294,1173.09,6.42218,18.2356,5902,5859,5840,5801,=AVERAGE(I71:L71),
8.4,1.792,5.04,7.84,5.152,19.824,7.03269,16.5113,6359,6381,6371,6389,=AVERAGE(I72:L72),
8.5,295.456,289.408,279.44,283.472,1147.78,7.58918,16.1142,17893,18357,19267,18937,=AVERAGE(I73:L73),
8.6,263.536,260.512,257.824,255.584,1037.46,7.65524,16.1142,6988,7172,7253,7508,=AVERAGE(I74:L74),
8.7,41.776,38.416,38.416,41.664,160.272,8.12397,15.691,63366,64131,65153,61468,=AVERAGE(I75:L75),
8.8,37.408,37.408,37.52,37.632,149.968,8.6375,15.242,51917,51902,52287,52089,=AVERAGE(I76:L76),
8.9,0,0,0,0,0,9.13019,14.7677,0,0,0,0,=AVERAGE(I77:L77),
9,0,0,0,0,0,9.60246,14.2682,0,0,0,0,=AVERAGE(I78:L78),
9.1,0,0,0,0,0,10.0548,13.7442,0,0,0,0,=AVERAGE(I79:L79),
9.2,0,0,0,0,0,10.4875,13.1958,0,0,0,0,=AVERAGE(I80:L80),
9.3,0,0,0,0,0,10.9011,12.6236,0,0,0,0,=AVERAGE(I81:L81),
9.4,0,0,0,0,0,11.2959,12.028,0,0,0,0,=AVERAGE(I82:L82),
9.5,0,0,0,0,0,11.6724,11.4093,0,0,0,0,=AVERAGE(I83:L83),
9.6,0,0,0,0,0,12.0311,10.7681,0,0,0,0,=AVERAGE(I84:L84),
9.7,0,0,0,0,0,12.3722,10.1049,0,0,0,0,=AVERAGE(I85:L85),
