Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,40.208,28.56,28.56,28.56,28.56,211.68,14.394,15.0139,57327,75333,74009,74564,75122,75611,=AVERAGE(K3:P3),
1.6,259.168,271.6,276.192,267.904,258.608,260.848,1594.32,14.394,15.0139,7562,8189,11419,11830,12299,12294,=AVERAGE(K4:P4),
1.7,271.488,280.336,277.2,275.072,277.088,273.952,1655.14,14.394,15.0139,7441,7241,7487,7570,7448,7253,=AVERAGE(K5:P5),
1.8,280,276.304,272.496,275.632,272.72,279.328,1656.48,14.394,15.0139,7413,7513,7522,7606,7517,7420,=AVERAGE(K6:P6),
1.9,274.96,270.368,276.864,275.744,276.752,275.52,1650.21,14.394,15.0139,7557,7580,7564,7600,7435,7618,=AVERAGE(K7:P7),
2,282.576,276.192,276.64,281.008,274.512,274.512,1665.44,14.2957,15.0676,7470,7543,7451,7644,7552,7673,=AVERAGE(K8:P8),
2.1,269.584,277.088,279.44,275.968,274.624,274.624,1651.33,14.0655,15.1842,7590,7562,7491,7564,7493,7602,=AVERAGE(K9:P9),
2.2,276.304,277.984,277.984,274.512,277.648,277.424,1661.86,13.8206,15.2962,7681,7603,7389,7652,7707,7577,=AVERAGE(K10:P10),
2.3,276.64,277.088,275.184,277.872,275.296,278.208,1660.29,13.5605,15.4034,7570,7557,7595,7364,7611,7502,=AVERAGE(K11:P11),
2.4,270.928,277.536,276.416,274.736,276.752,279.216,1655.58,13.2848,15.5056,7529,7480,7747,7498,7397,7674,=AVERAGE(K12:P12),
2.5,278.88,276.864,276.416,282.352,276.864,274.512,1665.89,12.9932,15.6027,7682,7468,7539,7438,7520,7639,=AVERAGE(K13:P13),
