Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,53.2,53.648,106.848,16.1833,10.8819,61207,60850,=AVERAGE(G3:H3),
1.6,288.624,284.48,573.104,16.1833,10.8819,5655,5709,=AVERAGE(G4:H4),
1.7,298.256,299.488,597.744,16.1833,10.8819,5381,5373,=AVERAGE(G5:H5),
1.8,298.592,298.256,596.848,16.1833,10.8819,5385,5383,=AVERAGE(G6:H6),
1.9,298.256,299.6,597.856,16.1833,10.8819,5379,5368,=AVERAGE(G7:H7),
2,299.376,298.704,598.08,16.3097,11.7277,5368,5380,=AVERAGE(G8:H8),
2.1,297.696,298.368,596.064,15.9825,13.4635,5380,5381,=AVERAGE(G9:H9),
2.2,298.928,299.264,598.192,14.5863,14.9015,5379,5371,=AVERAGE(G10:H10),
2.3,298.032,298.704,596.736,11.7922,15.9099,5381,5376,=AVERAGE(G11:H11),
2.4,261.408,257.824,519.232,6.59847,16.3159,5398,5399,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,180.768,173.824,354.592,16.9437,6.35896,30466,32141,=AVERAGE(G14:H14),
2.7,196.112,189.504,385.616,18.0955,6.87199,16722,17610,=AVERAGE(G15:H15),
2.8,224.112,223.776,447.888,6.7779,18.1257,5388,5404,=AVERAGE(G16:H16),
2.9,197.904,192.304,390.208,6.39803,16.9157,15892,16614,=AVERAGE(G17:H17),
3,245.952,244.72,490.672,13.742,6.74652,5398,5394,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,288.176,283.808,571.984,13.815,15.7739,20744,21242,=AVERAGE(G20:H20),
3.3,298.144,298.816,596.96,12.0224,16.3173,5375,5378,=AVERAGE(G21:H21),
3.4,298.592,298.592,597.184,11.8398,16.315,5394,5377,=AVERAGE(G22:H22),
3.5,299.152,298.032,597.184,11.6551,16.3046,5359,5389,=AVERAGE(G23:H23),
3.6,298.704,298.368,597.072,11.4685,16.2864,5376,5386,=AVERAGE(G24:H24),
3.7,298.704,299.264,597.968,11.28,16.2605,5384,5371,=AVERAGE(G25:H25),
3.8,299.712,300.272,599.984,11.2554,16.2566,5387,5358,=AVERAGE(G26:H26),
3.9,298.032,299.6,597.632,11.2554,16.2566,5374,5378,=AVERAGE(G27:H27),
4,299.152,299.376,598.528,11.2554,16.2566,5368,5370,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
