Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,42,28.56,28.56,28.56,28.56,28.56,242.032,16.1833,10.8819,57051,73556,73797,74581,75127,75697,76276,=AVERAGE(L3:R3),
1.6,236.768,243.936,249.312,250.544,238,234.192,234.64,1687.39,16.1833,10.8819,8283,8887,12959,12921,13428,13895,13776,=AVERAGE(L4:R4),
1.7,250.88,249.536,255.92,255.696,249.312,248.64,250.208,1760.19,16.1833,10.8819,8659,8375,8831,8610,8387,8620,8186,=AVERAGE(L5:R5),
1.8,244.496,254.464,248.528,241.808,253.232,258.944,248.304,1749.78,16.1833,10.8819,8619,8589,8845,8866,8786,8424,8780,=AVERAGE(L6:R6),
1.9,249.76,245.168,252.56,250.88,245.728,249.984,249.872,1743.95,16.1833,10.8819,8893,8736,8253,8460,8695,8787,8869,=AVERAGE(L7:R7),
2,250.88,249.088,248.864,250.32,259.728,245.504,246.512,1750.9,16.3097,11.7279,8499,8835,8643,8798,8633,8348,8923,=AVERAGE(L8:R8),
2.1,254.128,251.328,240.24,251.216,240.464,251.776,252.56,1741.71,15.9825,13.4636,8356,8684,8793,8630,8763,8482,8755,=AVERAGE(L9:R9),
2.2,244.944,251.552,253.008,246.848,248.304,247.968,247.072,1739.7,14.5861,14.9015,8773,8319,8718,8670,8695,8908,8498,=AVERAGE(L10:R10),
2.3,253.904,248.192,247.52,250.88,248.752,249.648,251.216,1750.11,11.792,15.9099,8734,8885,8920,8828,8851,8736,8929,=AVERAGE(L11:R11),
2.4,214.256,214.704,216.944,214.816,220.192,215.6,212.24,1508.75,6.59822,16.3159,8949,8692,8760,8965,8913,8833,8772,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,150.64,145.152,132.496,124.32,133.28,147.392,158.592,991.872,16.9445,6.35776,37374,41162,44295,47674,45101,40496,37952,=AVERAGE(L14:R14),
2.7,172.144,149.744,154.336,163.296,138.432,143.92,137.536,1059.41,18.0955,6.87199,21642,23992,23842,22387,26491,24553,25900,=AVERAGE(L15:R15),
2.8,171.808,160.832,184.464,169.12,181.776,174.832,172.48,1215.31,6.7779,18.126,9293,10994,9924,10924,9661,10110,10549,=AVERAGE(L16:R16),
2.9,170.352,147.504,150.416,141.344,126.784,165.648,154.672,1056.72,6.39803,16.9157,19259,22287,21515,23479,25622,20008,20427,=AVERAGE(L17:R17),
3,34.832,23.072,34.496,33.936,34.048,20.16,32.928,213.472,13.742,6.74737,10113,10545,10093,9641,9948,10781,9436,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,0,0,0,0,0,0,0,0,13.8152,15.7737,0,0,0,0,0,0,0,=AVERAGE(L20:R20),
3.3,0,0,0,0,0,0,0,0,12.0224,16.3173,0,0,0,0,0,0,0,=AVERAGE(L21:R21),
3.4,0,0,0,0,0,0,0,0,11.8398,16.315,0,0,0,0,0,0,0,=AVERAGE(L22:R22),
3.5,0,0,0,0,0,0,0,0,11.6551,16.3046,0,0,0,0,0,0,0,=AVERAGE(L23:R23),
3.6,0,0,0,0,0,0,0,0,11.4685,16.2864,0,0,0,0,0,0,0,=AVERAGE(L24:R24),
3.7,0,0,0,0,0,0,0,0,11.28,16.2605,0,0,0,0,0,0,0,=AVERAGE(L25:R25),
3.8,0,0,0,0,0,0,0,0,11.2554,16.2566,0,0,0,0,0,0,0,=AVERAGE(L26:R26),
3.9,0,0,0,0,0,0,0,0,11.2554,16.2566,0,0,0,0,0,0,0,=AVERAGE(L27:R27),
4,0,37.744,37.744,37.744,37.744,37.744,37.744,226.464,11.2554,16.2566,0,1032152,1035221,1035862,1034425,1033047,1033630,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
