Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,42.896,28.56,128.688,14.394,15.0139,56915,72543,73762,=AVERAGE(H3:J3),
1.6,283.808,288.512,295.12,867.44,14.394,15.0139,5754,6265,9634,=AVERAGE(H4:J4),
1.7,296.8,297.696,295.904,890.4,14.394,15.0139,5552,5539,5552,=AVERAGE(H5:J5),
1.8,296.8,297.472,297.472,891.744,14.394,15.0139,5558,5541,5551,=AVERAGE(H6:J6),
1.9,297.472,296.8,297.36,891.632,14.394,15.0139,5546,5549,5539,=AVERAGE(H7:J7),
2,295.456,296.688,298.144,890.288,14.2957,15.0676,5549,5542,5537,=AVERAGE(H8:J8),
2.1,299.04,296.576,296.352,891.968,14.0655,15.1842,5534,5549,5549,=AVERAGE(H9:J9),
2.2,296.576,296.912,296.8,890.288,13.8206,15.2962,5543,5546,5544,=AVERAGE(H10:J10),
2.3,298.032,295.792,297.024,890.848,13.5605,15.4034,5538,5553,5555,=AVERAGE(H11:J11),
2.4,296.576,300.384,297.584,894.544,13.2848,15.5056,5547,5525,5535,=AVERAGE(H12:J12),
2.5,296.24,298.592,296.352,891.184,12.9932,15.6027,5551,5522,5551,=AVERAGE(H13:J13),
2.6,296.912,298.704,298.256,893.872,12.6853,15.6945,5549,5525,5538,=AVERAGE(H14:J14),
2.7,296.128,296.016,297.92,890.064,12.3607,15.7808,5539,5546,5538,=AVERAGE(H15:J15),
2.8,298.704,298.032,296.464,893.2,12.0189,15.8615,5528,5532,5544,=AVERAGE(H16:J16),
2.9,297.136,297.696,296.576,891.408,11.6597,15.9363,5549,5540,5551,=AVERAGE(H17:J17),
3,297.248,297.472,295.792,890.512,11.2825,16.0051,5547,5548,5556,=AVERAGE(H18:J18),
3.1,297.136,298.368,297.92,893.424,10.8871,16.0676,5550,5518,5528,=AVERAGE(H19:J19),
3.2,297.248,298.48,297.136,892.864,10.4728,16.1237,5536,5533,5538,=AVERAGE(H20:J20),
3.3,296.352,295.792,297.696,889.84,10.0394,16.1731,5551,5561,5552,=AVERAGE(H21:J21),
3.4,298.368,297.248,296.464,892.08,9.58647,16.2156,5549,5538,5539,=AVERAGE(H22:J22),
3.5,297.36,296.8,298.704,892.864,9.11347,16.2511,5529,5557,5541,=AVERAGE(H23:J23),
3.6,299.152,296.8,297.136,893.088,8.62009,16.2793,5541,5548,5524,=AVERAGE(H24:J24),
3.7,297.472,296.8,298.592,892.864,8.10581,16.2999,5535,5544,5541,=AVERAGE(H25:J25),
3.8,298.928,299.264,299.712,897.904,7.57027,16.3127,5562,5550,5542,=AVERAGE(H26:J26),
3.9,296.912,296.8,298.032,891.744,7.01304,16.3175,5545,5555,5546,=AVERAGE(H27:J27),
4,297.696,296.8,295.904,890.4,6.43368,16.3141,5536,5519,5555,=AVERAGE(H28:J28),
4.1,294.672,297.024,293.552,885.248,5.8317,16.3021,5550,5535,5518,=AVERAGE(H29:J29),
4.2,19.488,17.92,20.944,58.352,7.23397,13.572,5531,5503,5950,=AVERAGE(H30:J30),
4.3,297.472,291.984,286.72,876.176,7.24924,13.572,16942,17471,17897,=AVERAGE(H31:J31),
4.4,297.024,297.472,295.232,889.728,7.98106,13.297,5572,5537,5554,=AVERAGE(H32:J32),
4.5,294.448,297.136,296.912,888.496,8.70847,13.0061,5688,5683,5704,=AVERAGE(H33:J33),
4.6,296.352,296.688,295.232,888.272,9.41411,12.6989,5711,5698,5687,=AVERAGE(H34:J34),
4.7,296.688,296.128,296.8,889.616,10.0992,12.375,5674,5688,5680,=AVERAGE(H35:J35),
4.8,298.256,296.912,295.904,891.072,10.7627,12.034,5671,5684,5670,=AVERAGE(H36:J36),
4.9,294.672,298.144,297.472,890.288,11.404,11.6755,5695,5650,5701,=AVERAGE(H37:J37),
5,298.592,295.792,294.224,888.608,12.0229,11.2991,5670,5678,5661,=AVERAGE(H38:J38),
5.1,296.576,298.48,297.136,892.192,12.6187,10.9045,5669,5651,5703,=AVERAGE(H39:J39),
5.2,284.48,282.128,280.896,847.504,13.1914,10.491,5881,5967,5948,=AVERAGE(H40:J40),
5.3,295.232,297.696,297.36,890.288,13.7397,10.0585,5689,5671,5689,=AVERAGE(H41:J41),
5.4,296.24,296.8,297.36,890.4,14.2639,9.60632,5665,5679,5661,=AVERAGE(H42:J42),
5.5,296.688,296.464,293.664,886.816,14.7636,9.13424,5679,5653,5706,=AVERAGE(H43:J43),
5.6,296.464,294.336,298.48,889.28,15.2382,8.64172,5655,5704,5649,=AVERAGE(H44:J44),
5.7,295.68,298.592,296.688,890.96,15.6874,8.12835,5712,5688,5702,=AVERAGE(H45:J45),
5.8,297.584,295.792,295.008,888.384,16.1108,7.59374,5653,5662,5678,=AVERAGE(H46:J46),
