Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,41.552,28.56,28.56,28.56,28.56,28.56,241.584,14.394,15.0139,56872,73892,73787,74276,74843,75451,75989,=AVERAGE(L3:R3),
1.6,241.36,245.616,256.816,251.216,248.864,232.848,229.936,1706.66,14.394,15.0139,8307,8882,12482,12945,13212,13989,14174,=AVERAGE(L4:R4),
1.7,239.344,247.072,249.536,251.44,243.264,250.432,253.008,1734.1,14.394,15.0139,8774,8950,8665,8942,8619,9017,8782,=AVERAGE(L5:R5),
1.8,258.16,254.352,243.376,253.68,250.432,252.56,247.856,1760.42,14.394,15.0139,8649,8330,8727,8413,8538,8826,8264,=AVERAGE(L6:R6),
1.9,243.264,251.776,251.44,242.256,249.2,243.152,252.784,1733.87,14.394,15.0139,8666,8820,8627,8601,8626,8699,8521,=AVERAGE(L7:R7),
2,250.544,250.544,254.912,256.592,248.528,250.544,255.36,1767.02,14.2957,15.0676,8884,8820,8561,8495,8307,8605,8699,=AVERAGE(L8:R8),
2.1,252,246.4,249.312,249.424,249.312,246.064,251.104,1743.62,14.0655,15.1842,8557,8983,8546,8603,8846,8653,8655,=AVERAGE(L9:R9),
2.2,250.768,248.416,251.888,253.12,251.216,248.416,246.288,1750.11,13.8206,15.2962,8415,9110,8406,8589,8929,8791,8449,=AVERAGE(L10:R10),
2.3,248.304,253.792,252.448,243.6,250.992,256.816,254.352,1760.3,13.5605,15.4034,8266,8819,8697,8983,8778,8082,8067,=AVERAGE(L11:R11),
2.4,252.56,245.504,250.432,251.44,248.416,242.368,249.312,1740.03,13.2848,15.5056,8621,8887,8872,8869,8662,8764,8765,=AVERAGE(L12:R12),
2.5,247.968,251.776,248.304,246.848,245.504,255.36,250.096,1745.86,12.9932,15.6027,8680,8675,8696,8767,8777,8522,8810,=AVERAGE(L13:R13),
2.6,250.096,244.384,245.728,255.584,253.904,250.656,247.296,1747.65,12.6853,15.6945,8341,8560,8644,8888,8732,8463,8425,=AVERAGE(L14:R14),
2.7,246.736,244.384,250.432,244.272,251.328,249.536,258.72,1745.41,12.3607,15.7809,8664,8784,8746,8541,8702,8819,8586,=AVERAGE(L15:R15),
2.8,246.512,249.76,254.912,251.552,240.464,242.144,246.512,1731.86,12.019,15.8615,8719,8737,8391,8587,8639,8684,8750,=AVERAGE(L16:R16),
2.9,253.12,258.048,240.24,244.272,252.784,250.992,248.864,1748.32,11.6597,15.9363,8625,8581,8910,8952,8619,8930,8642,=AVERAGE(L17:R17),
3,245.616,245.728,253.008,251.776,249.424,252.672,247.296,1745.52,11.2825,16.0051,8702,8684,8755,8628,8765,8790,8661,=AVERAGE(L18:R18),
3.1,245.728,247.968,247.632,245.728,256.256,247.408,254.912,1745.63,10.8871,16.0676,9059,8645,8971,9089,8809,8910,8988,=AVERAGE(L19:R19),
3.2,254.128,250.992,249.984,246.176,245.728,251.216,247.632,1745.86,10.4728,16.1237,8496,8551,8750,8851,8868,8793,8798,=AVERAGE(L20:R20),
3.3,252.448,250.432,247.968,252.224,249.312,247.632,249.312,1749.33,10.0394,16.1731,8359,8879,8981,8401,8955,9064,8805,=AVERAGE(L21:R21),
3.4,250.432,249.76,248.864,255.136,246.512,256.48,245.84,1753.02,9.58644,16.2156,8749,9013,8866,8785,8591,8720,8870,=AVERAGE(L22:R22),
3.5,252.112,248.304,254.24,245.84,249.536,245.84,253.232,1749.1,9.11346,16.2511,8264,8773,8946,9130,8779,8837,8440,=AVERAGE(L23:R23),
3.6,249.648,251.104,249.76,248.752,251.104,249.984,249.088,1749.44,8.62006,16.2793,9010,8954,8925,8880,8915,9023,8400,=AVERAGE(L24:R24),
3.7,242.48,243.6,240.352,247.52,249.424,241.136,255.92,1720.43,8.10581,16.2999,8538,8660,8510,8702,8764,8683,8579,=AVERAGE(L25:R25),
3.8,251.44,243.152,252.224,253.68,242.144,248.752,243.152,1734.54,7.57027,16.3127,8692,8650,8731,8685,8582,8714,8390,=AVERAGE(L26:R26),
3.9,248.64,257.264,252,236.88,254.464,248.304,247.968,1745.52,7.01302,16.3175,8578,8585,8758,8540,8604,8710,8580,=AVERAGE(L27:R27),
4,257.152,239.568,245.28,258.72,244.608,249.088,255.36,1749.78,6.43365,16.3141,8529,8611,8606,8690,8754,8538,8525,=AVERAGE(L28:R28),
4.1,248.752,252,249.312,246.848,249.648,252.56,243.264,1742.38,5.83171,16.3021,8309,8750,8569,8409,8545,8516,8498,=AVERAGE(L29:R29),
4.2,19.824,26.096,35.504,32.592,37.632,21.952,26.88,200.48,7.23431,13.572,11332,12430,10440,11581,10909,11878,11767,=AVERAGE(L30:R30),
4.3,261.072,247.856,231.28,236.656,230.384,252.896,243.712,1703.86,7.25035,13.572,21009,21508,23296,22968,23402,21711,22434,=AVERAGE(L31:R31),
4.4,248.864,253.68,247.856,244.608,244.608,247.184,245.952,1732.75,7.99585,13.297,8602,8636,8757,8802,8605,8832,8637,=AVERAGE(L32:R32),
