Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,39.76,28.56,28.56,28.56,182.672,14.394,15.0139,56944,75663,73958,74508,75096,=AVERAGE(J3:N3),
1.6,272.608,286.272,291.872,281.008,275.408,1407.17,14.394,15.0139,6623,7288,10427,10831,11134,=AVERAGE(J4:N4),
1.7,293.552,292.32,290.08,292.32,293.328,1461.6,14.394,15.0139,6384,6363,6398,6361,6323,=AVERAGE(J5:N5),
1.8,294.112,296.688,289.184,289.744,296.352,1466.08,14.394,15.0139,6401,6344,6438,6422,6350,=AVERAGE(J6:N6),
1.9,292.096,292.208,295.456,291.872,290.304,1461.94,14.394,15.0139,6488,6394,6432,6461,6448,=AVERAGE(J7:N7),
2,288.288,289.856,295.344,294,291.424,1458.91,14.2957,15.0676,6423,6378,6294,6373,6435,=AVERAGE(J8:N8),
2.1,292.992,290.64,285.712,289.632,296.912,1455.89,14.0655,15.1842,6465,6466,6505,6458,6456,=AVERAGE(J9:N9),
2.2,292.208,291.536,292.208,292.88,292.992,1461.82,13.8206,15.2962,6443,6405,6431,6431,6405,=AVERAGE(J10:N10),
2.3,290.976,292.656,289.408,292.768,294.56,1460.37,13.5605,15.4034,6443,6413,6407,6316,6309,=AVERAGE(J11:N11),
2.4,291.536,293.664,290.976,295.344,292.768,1464.29,13.2848,15.5056,6449,6402,6446,6396,6406,=AVERAGE(J12:N12),
2.5,291.536,296.8,289.968,289.072,290.192,1457.57,12.9932,15.6027,6435,6347,6494,6489,6386,=AVERAGE(J13:N13),
2.6,294,291.648,292.432,292.88,289.856,1460.82,12.6853,15.6945,6370,6391,6431,6471,6475,=AVERAGE(J14:N14),
2.7,290.192,291.536,293.552,295.68,292.88,1463.84,12.3607,15.7808,6445,6403,6341,6295,6410,=AVERAGE(J15:N15),
2.8,291.312,292.208,290.864,293.776,291.424,1459.58,12.019,15.8615,6434,6347,6420,6374,6383,=AVERAGE(J16:N16),
2.9,292.544,288.512,295.792,289.184,291.76,1457.79,11.6597,15.9363,6410,6443,6356,6443,6494,=AVERAGE(J17:N17),
