Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,45.808,28.56,131.6,14.394,15.0139,57146,69330,73989,=AVERAGE(H3:J3),
1.6,280.896,286.72,297.696,865.312,14.394,15.0139,5786,6085,9547,=AVERAGE(H4:J4),
1.7,297.92,297.024,296.352,891.296,14.394,15.0139,5532,5544,5545,=AVERAGE(H5:J5),
1.8,297.36,296.688,297.696,891.744,14.394,15.0139,5549,5552,5544,=AVERAGE(H6:J6),
1.9,298.816,297.136,296.912,892.864,14.394,15.0139,5517,5534,5544,=AVERAGE(H7:J7),
2,299.04,298.144,296.464,893.648,14.2957,15.0676,5524,5543,5551,=AVERAGE(H8:J8),
2.1,297.472,296.8,298.256,892.528,14.0656,15.1842,5552,5556,5529,=AVERAGE(H9:J9),
2.2,296.8,297.584,298.48,892.864,13.8206,15.2962,5541,5545,5547,=AVERAGE(H10:J10),
2.3,297.024,295.904,298.368,891.296,13.5605,15.4034,5523,5541,5517,=AVERAGE(H11:J11),
2.4,297.808,298.592,296.016,892.416,13.2848,15.5056,5540,5532,5558,=AVERAGE(H12:J12),
2.5,295.456,297.696,297.92,891.072,12.9932,15.6027,5544,5537,5536,=AVERAGE(H13:J13),
2.6,298.928,296.24,297.136,892.304,12.6853,15.6945,5541,5550,5546,=AVERAGE(H14:J14),
2.7,295.792,296.912,298.144,890.848,12.3607,15.7808,5545,5541,5530,=AVERAGE(H15:J15),
2.8,296.576,298.144,297.024,891.744,12.019,15.8615,5545,5534,5550,=AVERAGE(H16:J16),
2.9,297.024,298.928,296.352,892.304,11.6597,15.9363,5533,5531,5529,=AVERAGE(H17:J17),
3,296.352,298.48,297.696,892.528,11.2826,16.0051,5543,5521,5538,=AVERAGE(H18:J18),
3.1,296.576,297.92,297.248,891.744,10.8871,16.0676,5546,5532,5549,=AVERAGE(H19:J19),
3.2,296.688,297.584,296.128,890.4,10.4728,16.1237,5550,5548,5546,=AVERAGE(H20:J20),
3.3,296.912,296.688,298.816,892.416,10.0394,16.1731,5533,5545,5530,=AVERAGE(H21:J21),
3.4,297.024,296.8,296.576,890.4,9.58646,16.2156,5544,5537,5551,=AVERAGE(H22:J22),
3.5,297.696,297.024,297.136,891.856,9.1135,16.2511,5548,5538,5532,=AVERAGE(H23:J23),
3.6,297.584,296.912,296.128,890.624,8.62009,16.2793,5538,5547,5559,=AVERAGE(H24:J24),
3.7,296.912,297.696,298.704,893.312,8.10584,16.2999,5533,5544,5538,=AVERAGE(H25:J25),
3.8,300.272,298.816,299.04,898.128,7.57031,16.3127,5540,5548,5538,=AVERAGE(H26:J26),
3.9,297.36,296.464,296.912,890.736,7.01303,16.3175,5544,5553,5541,=AVERAGE(H27:J27),
4,296.464,298.256,296.24,890.96,6.43368,16.3141,5557,5545,5552,=AVERAGE(H28:J28),
4.1,0.224,0.896,3.36,4.48,5.83174,16.3021,5945,5954,94837,=AVERAGE(H29:J29),
4.2,0,0,34.384,34.384,7.23397,13.572,0,0,98485,=AVERAGE(H30:J30),
4.3,267.68,261.632,255.472,784.784,7.32464,13.572,34606,35542,20513,=AVERAGE(H31:J31),
4.4,295.456,296.016,297.024,888.496,7.98101,13.297,5548,5571,5536,=AVERAGE(H32:J32),
4.5,297.696,296.24,299.376,893.312,8.70789,13.0061,5541,5526,5530,=AVERAGE(H33:J33),
4.6,297.808,297.584,295.68,891.072,9.41415,12.6989,5532,5550,5566,=AVERAGE(H34:J34),
4.7,298.592,298.256,296.464,893.312,10.0992,12.375,5535,5523,5546,=AVERAGE(H35:J35),
4.8,295.904,296.464,299.488,891.856,10.7627,12.034,5533,5554,5509,=AVERAGE(H36:J36),
4.9,296.464,297.92,297.584,891.968,11.404,11.6755,5554,5546,5551,=AVERAGE(H37:J37),
5,299.264,296.576,296.576,892.416,12.0229,11.2991,5526,5532,5511,=AVERAGE(H38:J38),
5.1,296.688,298.928,298.368,893.984,12.6187,10.9045,5514,5505,5551,=AVERAGE(H39:J39),
5.2,296.464,297.696,297.36,891.52,13.1911,10.491,5552,5538,5556,=AVERAGE(H40:J40),
5.3,297.472,297.808,295.904,891.184,13.7397,10.0585,5532,5548,5529,=AVERAGE(H41:J41),
5.4,297.92,296.576,298.704,893.2,14.2639,9.60634,5550,5523,5520,=AVERAGE(H42:J42),
5.5,298.592,298.928,297.136,894.656,14.7636,9.13421,5498,5550,5537,=AVERAGE(H43:J43),
5.6,298.368,296.464,296.016,890.848,15.2382,8.64168,5521,5529,5562,=AVERAGE(H44:J44),
5.7,298.256,297.808,296.688,892.752,15.6873,8.12834,5550,5524,5518,=AVERAGE(H45:J45),
5.8,298.032,296.464,296.464,890.96,16.1108,7.59376,5545,5554,5595,=AVERAGE(H46:J46),
5.9,297.808,296.352,298.592,892.752,16.5081,7.03746,5500,5551,5518,=AVERAGE(H47:J47),
6,297.92,296.464,296.352,890.736,16.8791,6.459,5542,5553,5556,=AVERAGE(H48:J48),
6.1,19.488,19.712,19.712,58.912,18.4098,5.80548,5724,5746,5057,=AVERAGE(H49:J49),
6.2,261.072,256.368,249.648,767.088,17.8146,7.6785,20260,20763,21496,=AVERAGE(H50:J50),
6.3,298.144,296.464,296.464,891.072,17.5229,8.41368,5536,5550,5563,=AVERAGE(H51:J51),
6.4,297.024,296.688,298.816,892.528,17.2041,9.12836,5527,5547,5523,=AVERAGE(H52:J52),
6.5,296.8,298.144,296.464,891.408,16.8583,9.82213,5526,5551,5514,=AVERAGE(H53:J53),
6.6,296.912,296.24,297.696,890.848,16.4858,10.4945,5528,5546,5568,=AVERAGE(H54:J54),
6.7,297.584,296.576,296.688,890.848,16.0869,11.1449,5535,5553,5523,=AVERAGE(H55:J55),
6.8,297.584,296.576,296.688,890.848,15.662,11.773,5543,5511,5581,=AVERAGE(H56:J56),
6.9,298.368,296.128,295.904,890.4,15.2113,12.3783,5557,5569,5540,=AVERAGE(H57:J57),
7,298.032,297.584,297.136,892.752,14.7353,12.9603,5518,5536,5558,=AVERAGE(H58:J58),
7.1,297.584,295.904,295.904,889.392,14.2342,13.5186,5531,5545,5518,=AVERAGE(H59:J59),
7.2,296.464,298.704,297.248,892.416,13.7085,14.0529,5546,5572,5595,=AVERAGE(H60:J60),
7.3,296.912,298.032,296.352,891.296,13.1585,14.5627,5568,5536,5505,=AVERAGE(H61:J61),
7.4,296.576,298.032,297.136,891.744,12.5848,15.0475,5535,5502,5585,=AVERAGE(H62:J62),
7.5,296.912,297.248,297.136,891.296,11.9876,15.5071,5561,5579,5498,=AVERAGE(H63:J63),
7.6,297.584,296.128,297.584,891.296,11.3674,15.9411,5533,5546,5584,=AVERAGE(H64:J64),
7.7,297.024,298.48,297.024,892.528,10.7248,16.3491,5502,5523,5495,=AVERAGE(H65:J65),
7.8,296.352,296.8,298.592,891.744,10.06,16.7308,5590,5548,5529,=AVERAGE(H66:J66),
7.9,296.8,297.696,297.136,891.632,9.37372,17.086,5504,5523,5558,=AVERAGE(H67:J67),
8,299.488,299.488,299.04,898.016,8.66622,17.4144,5545,5561,5537,=AVERAGE(H68:J68),
8.1,296.8,299.376,297.92,894.096,7.93823,17.7155,5575,5472,5571,=AVERAGE(H69:J69),
8.2,280.448,265.888,269.248,815.584,7.18997,17.9894,6117,6476,6384,=AVERAGE(H70:J70),
8.3,294.336,295.904,297.136,887.376,6.4222,18.2356,5530,5554,5535,=AVERAGE(H71:J71),
8.4,18.256,19.152,19.152,56.56,7.03269,16.5113,5247,5316,6303,=AVERAGE(H72:J72),
8.5,296.24,290.864,285.04,872.144,7.58921,16.1142,16967,17432,17783,=AVERAGE(H73:J73),
8.6,299.712,298.48,297.584,895.776,7.59997,16.1142,5535,5555,5600,=AVERAGE(H74:J74),
8.7,296.576,296.352,298.704,891.632,8.12397,15.691,5565,5520,5510,=AVERAGE(H75:J75),
8.8,296.576,299.152,296.464,892.192,8.63754,15.242,5539,5570,5544,=AVERAGE(H76:J76),
8.9,296.912,299.488,296.016,892.416,9.13021,14.7677,5584,5475,5587,=AVERAGE(H77:J77),
9,296.912,297.136,297.136,891.184,9.60246,14.2682,5560,5581,5495,=AVERAGE(H78:J78),
9.1,296.912,296.8,298.144,891.856,10.0548,13.7442,5536,5556,5544,=AVERAGE(H79:J79),
9.2,296.576,296.8,297.36,890.736,10.4875,13.1958,5511,5532,5591,=AVERAGE(H80:J80),
9.3,298.368,297.248,296.352,891.968,10.9011,12.6236,5493,5510,5492,=AVERAGE(H81:J81),
9.4,297.024,298.032,296.464,891.52,11.2959,12.0279,5540,5563,5543,=AVERAGE(H82:J82),
9.5,298.144,296.016,297.136,891.296,11.6724,11.4093,5597,5535,5599,=AVERAGE(H83:J83),
9.6,296.688,297.696,297.136,891.52,12.0311,10.7681,5496,5518,5502,=AVERAGE(H84:J84),
9.7,297.696,297.696,296.576,891.968,12.3722,10.1049,5555,5574,5557,=AVERAGE(H85:J85),
9.8,297.248,297.136,295.68,890.064,12.6963,9.41991,5533,5552,5534,=AVERAGE(H86:J86),
