Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,40.32,28.56,28.56,28.56,28.56,28.56,28.56,268.912,14.394,15.0139,57062,75116,73896,74401,75010,75558,76102,76647,=AVERAGE(M3:T3),
1.6,207.312,227.92,229.152,229.824,230.384,217.056,219.072,199.584,1760.3,14.394,15.0139,9543,9786,14236,13932,14338,15066,15441,16318,=AVERAGE(M4:T4),
1.7,228.48,226.24,230.832,222.656,223.104,224.112,214.032,224.224,1793.68,14.394,15.0139,10400,9967,9918,10461,9773,10037,9944,9934,=AVERAGE(M5:T5),
1.8,223.552,227.136,225.344,228.032,217.392,229.488,240.688,230.944,1822.58,14.394,15.0139,10078,9823,10377,10004,10128,10056,9884,10290,=AVERAGE(M6:T6),
1.9,224.56,220.752,228.704,225.568,234.192,222.096,216.384,229.936,1802.19,14.394,15.0139,10195,10021,10365,10231,9896,10410,9870,9743,=AVERAGE(M7:T7),
2,233.744,227.92,217.952,225.792,221.648,230.496,231.728,217.504,1806.78,14.2957,15.0676,10033,9972,10036,9828,10011,10399,10136,9860,=AVERAGE(M8:T8),
2.1,219.408,227.248,227.696,228.928,227.696,227.92,221.984,232.848,1813.73,14.0656,15.1842,10239,10358,9825,10219,9633,9676,10432,9908,=AVERAGE(M9:T9),
2.2,229.824,218.736,222.656,224.56,215.712,228.592,227.696,221.424,1789.2,13.8206,15.2962,9911,10197,9986,9917,10446,9976,10306,9679,=AVERAGE(M10:T10),
2.3,219.408,222.208,230.272,228.48,230.384,217.392,225.232,224,1797.38,13.5605,15.4034,10240,10060,10063,10292,10036,10187,10206,10210,=AVERAGE(M11:T11),
2.4,233.52,224.112,226.352,223.888,228.032,231.28,220.304,222.32,1809.81,13.2848,15.5056,10182,10244,9926,10175,9816,10233,9908,10351,=AVERAGE(M12:T12),
2.5,222.208,225.344,218.624,228.48,220.08,219.296,228.032,223.888,1785.95,12.9932,15.6027,10417,10141,10256,10396,10260,9828,10215,10226,=AVERAGE(M13:T13),
2.6,220.752,222.992,228.032,217.056,217.84,224.112,231.056,230.496,1792.34,12.6853,15.6945,10017,10178,10051,10327,10208,9969,10285,10377,=AVERAGE(M14:T14),
2.7,220.64,228.48,233.408,232.4,225.456,227.36,216.384,227.136,1811.26,12.3607,15.7808,10389,9805,9912,9734,10194,9987,9891,10335,=AVERAGE(M15:T15),
2.8,230.944,218.624,222.88,213.696,225.232,228.816,225.68,226.128,1792,12.019,15.8615,10438,10082,10236,10173,10007,10080,10126,10100,=AVERAGE(M16:T16),
2.9,227.36,227.92,229.936,231.28,230.608,221.872,229.712,228.48,1827.17,11.6597,15.9363,9702,9746,9815,10191,10226,10310,10074,10088,=AVERAGE(M17:T17),
3,226.128,230.16,214.928,222.88,218.064,231.28,227.36,218.288,1789.09,11.2825,16.0051,9955,9439,10243,10216,9805,9719,10403,10303,=AVERAGE(M18:T18),
3.1,220.08,226.8,225.12,234.192,229.712,223.776,221.312,228.928,1809.92,10.8871,16.0676,10555,10080,9978,10416,9938,9824,10084,10097,=AVERAGE(M19:T19),
3.2,231.168,227.472,222.992,224.336,221.648,230.384,225.792,227.472,1811.26,10.4728,16.1237,9607,9828,9961,10273,10168,9804,10125,10108,=AVERAGE(M20:T20),
3.3,225.232,222.656,225.792,222.656,226.464,228.368,221.984,230.048,1803.2,10.0394,16.1731,9968,10072,9890,10084,10089,10242,10324,9432,=AVERAGE(M21:T21),
3.4,220.416,228.928,224.896,221.536,227.92,223.664,227.472,220.304,1795.14,9.58644,16.2156,10171,10157,10153,10013,9904,9937,9991,10523,=AVERAGE(M22:T22),
