Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,41.44,28.56,28.56,28.56,28.56,28.56,241.472,14.394,15.0139,57159,74193,74019,74473,75159,75834,76337,=AVERAGE(L3:R3),
1.6,241.024,247.632,251.216,254.352,241.584,232.176,225.12,1693.1,14.394,15.0139,8246,9041,12594,12655,13314,13942,14286,=AVERAGE(L4:R4),
1.7,240.8,251.552,248.416,245.392,249.536,257.152,248.192,1741.04,14.394,15.0139,8979,8847,9041,8732,8813,8809,8565,=AVERAGE(L5:R5),
1.8,250.656,247.744,249.76,247.072,249.2,246.512,255.92,1746.86,14.394,15.0139,8738,8643,8741,8792,8702,8444,8621,=AVERAGE(L6:R6),
1.9,250.32,245.168,254.128,251.776,246.176,246.512,254.016,1748.1,14.394,15.0139,8676,8898,8404,8641,8532,9002,8671,=AVERAGE(L7:R7),
2,247.408,251.104,245.504,252.224,251.328,250.768,248.752,1747.09,14.2957,15.0676,8941,8704,8852,8850,8768,8715,8452,=AVERAGE(L8:R8),
2.1,254.576,251.552,248.864,245.168,248.304,252.224,250.32,1751.01,14.0656,15.1842,8351,8596,8683,8826,8972,8866,8441,=AVERAGE(L9:R9),
2.2,249.76,253.792,253.68,247.968,256.816,247.744,244.944,1754.7,13.8206,15.2962,8338,8795,8506,8868,8633,8750,8794,=AVERAGE(L10:R10),
2.3,252.784,245.728,248.528,247.744,245.056,253.904,249.984,1743.73,13.5605,15.4034,8768,8695,8879,8743,8588,8494,8738,=AVERAGE(L11:R11),
2.4,246.4,252.112,248.864,245.392,249.088,246.064,248.64,1736.56,13.2848,15.5056,8890,8865,8835,8857,8670,8743,8725,=AVERAGE(L12:R12),
2.5,250.096,248.416,245.952,253.008,246.624,256.592,251.104,1751.79,12.9932,15.6027,8793,8450,8733,8836,8643,8432,8691,=AVERAGE(L13:R13),
2.6,248.752,239.68,246.96,253.904,252.448,245.952,242.592,1730.29,12.6853,15.6945,8463,9012,8965,8476,8773,8467,8644,=AVERAGE(L14:R14),
2.7,247.744,256.032,248.192,245.392,253.456,248.528,255.584,1754.93,12.3607,15.7808,8569,8628,8688,8861,8584,8269,8472,=AVERAGE(L15:R15),
2.8,247.184,251.888,246.736,243.936,248.528,251.216,248.528,1738.02,12.019,15.8615,8908,8784,8951,8850,8803,8603,8811,=AVERAGE(L16:R16),
2.9,256.928,249.76,251.216,252.896,248.304,248.304,252.448,1759.86,11.6597,15.9363,8284,8487,8713,8515,8425,8523,8663,=AVERAGE(L17:R17),
3,253.12,242.48,246.288,258.048,244.944,251.664,247.632,1744.18,11.2825,16.0051,8267,8469,8532,8257,8576,8580,8294,=AVERAGE(L18:R18),
3.1,250.88,250.432,251.328,241.808,247.296,250.208,248.864,1740.82,10.8871,16.0676,8635,8883,8848,8785,8768,8882,8616,=AVERAGE(L19:R19),
3.2,245.392,248.528,250.768,254.016,249.312,247.632,249.312,1744.96,10.4728,16.1237,8636,8843,8713,8432,8685,8701,8682,=AVERAGE(L20:R20),
3.3,251.216,245.392,248.752,251.888,252.336,247.296,250.544,1747.42,10.0394,16.1731,8810,9009,8837,8609,8892,8853,8959,=AVERAGE(L21:R21),
3.4,253.232,257.6,245.504,242.704,249.536,251.776,247.856,1748.21,9.58644,16.2156,8423,8504,8765,9043,8850,8842,8813,=AVERAGE(L22:R22),
3.5,252.448,245.952,249.984,253.12,246.176,247.968,251.776,1747.42,9.11345,16.2511,8435,8740,8873,8728,8728,8720,9024,=AVERAGE(L23:R23),
3.6,244.272,250.544,252.448,248.08,246.288,253.12,242.144,1736.9,8.62006,16.2793,8767,8652,8975,8741,8881,8817,8484,=AVERAGE(L24:R24),
3.7,244.72,245.168,246.624,244.272,257.264,238.56,253.232,1729.84,8.10584,16.2999,8754,8803,8665,8613,8602,8535,8292,=AVERAGE(L25:R25),
3.8,251.328,257.376,241.696,245.728,241.472,252.896,250.88,1741.38,7.57027,16.3127,8615,8493,8784,8746,8565,8467,8697,=AVERAGE(L26:R26),
3.9,254.8,243.264,244.72,255.024,250.544,257.264,241.696,1747.31,7.01304,16.3175,8578,8409,8871,8533,8795,8552,8532,=AVERAGE(L27:R27),
4,255.36,253.568,249.76,255.248,242.032,240.352,249.76,1746.08,6.43363,16.3141,8436,8426,8721,8279,8435,8554,8249,=AVERAGE(L28:R28),
4.1,249.648,242.144,251.44,246.96,253.344,251.776,252.56,1747.87,5.83171,16.3021,8343,8573,9148,8201,8743,8870,8725,=AVERAGE(L29:R29),
4.2,3.024,26.096,20.944,18.144,19.824,14.336,12.32,114.688,7.23399,13.572,9025,12126,11401,10554,10805,12780,11232,=AVERAGE(L30:R30),
4.3,264.992,227.584,232.624,243.712,239.12,247.744,253.456,1709.23,7.25021,13.572,21268,24568,24114,23154,23601,22722,22160,=AVERAGE(L31:R31),
4.4,244.832,248.416,249.984,254.016,250.208,246.4,249.872,1743.73,7.98107,13.297,8520,8631,8707,8572,8810,8681,8604,=AVERAGE(L32:R32),
4.5,251.104,246.4,242.144,243.824,241.024,256.816,247.408,1728.72,8.72216,13.0061,8680,8522,8719,8661,8985,8369,8522,=AVERAGE(L33:R33),
4.6,249.088,252.672,249.648,246.064,251.664,244.496,247.52,1741.15,9.41415,12.6989,8893,8594,8832,8607,8761,8557,8572,=AVERAGE(L34:R34),
4.7,247.632,252.672,253.904,249.088,243.824,246.176,253.904,1747.2,10.0992,12.375,8602,8774,8577,8806,8770,8813,8776,=AVERAGE(L35:R35),
4.8,252.56,245.616,247.072,253.568,253.456,256.928,244.496,1753.7,10.7627,12.034,8406,8767,8898,8678,8623,8485,8635,=AVERAGE(L36:R36),
4.9,246.4,248.416,249.424,247.744,254.912,242.704,247.856,1737.46,11.4041,11.6755,8656,8896,8828,8373,8666,8665,8594,=AVERAGE(L37:R37),
5,251.888,249.088,249.872,256.144,248.08,256.816,251.216,1763.1,12.0229,11.2991,8324,8725,8579,8776,8622,8297,8892,=AVERAGE(L38:R38),
5.1,250.656,247.632,252.56,247.744,249.76,250.656,248.752,1747.76,12.6187,10.9044,8997,8641,8601,8926,8401,8583,9031,=AVERAGE(L39:R39),
5.2,250.544,252.672,244.832,243.376,247.632,252,251.552,1742.61,13.1911,10.491,8834,8682,8591,8518,8656,8611,8619,=AVERAGE(L40:R40),
5.3,243.376,251.104,253.904,249.76,249.872,252.784,244.272,1745.07,13.7397,10.0585,8871,8488,8428,8938,8694,8606,8666,=AVERAGE(L41:R41),
5.4,254.8,247.52,248.752,252,248.864,246.624,245.616,1744.18,14.264,9.60634,8605,8732,8462,8692,8879,8777,8825,=AVERAGE(L42:R42),
5.5,245.728,251.328,251.216,248.304,248.528,245.616,253.904,1744.62,14.7636,9.1342,8863,8863,8808,8724,8772,8864,8699,=AVERAGE(L43:R43),
5.6,252.224,250.32,247.632,246.736,248.64,251.104,249.76,1746.42,15.2382,8.6417,8176,8595,8485,8404,8821,8491,8374,=AVERAGE(L44:R44),
5.7,251.552,251.776,244.272,249.536,247.408,244.048,252.112,1740.7,15.6874,8.12833,8652,8643,8677,8780,8542,8719,8254,=AVERAGE(L45:R45),
5.8,246.624,252.336,252.784,247.744,248.752,246.064,249.088,1743.39,16.1108,7.59372,8527,8778,8543,8665,8675,8696,8779,=AVERAGE(L46:R46),
5.9,248.976,248.08,243.6,250.208,255.024,256.704,251.776,1754.37,16.5081,7.03746,8675,8482,8648,8598,8744,8860,8846,=AVERAGE(L47:R47),
6,250.656,246.736,253.68,254.576,244.384,245.616,240.464,1736.11,16.8791,6.45902,8610,8573,8600,8535,8780,8328,8669,=AVERAGE(L48:R48),
6.1,15.456,25.424,13.888,15.232,23.632,16.24,21.392,131.264,18.4098,5.80784,9887,9272,9320,9978,8842,9927,9250,=AVERAGE(L49:R49),
6.2,217.952,178.416,214.816,195.44,184.352,198.8,202.72,1392.5,17.8146,7.67851,26366,32721,26650,29643,31349,28780,28881,=AVERAGE(L50:R50),
6.3,226.688,220.192,211.68,209.216,215.264,204.288,216.272,1503.6,17.5229,8.41371,9300,10112,10083,10429,10306,11217,9816,=AVERAGE(L51:R51),
6.4,252.448,251.104,248.864,248.192,249.424,246.176,244.944,1741.15,17.204,9.12842,8940,8630,8815,9013,8840,8818,8751,=AVERAGE(L52:R52),
6.5,244.608,255.136,244.496,249.984,247.52,253.904,250.32,1745.97,16.8583,9.82216,8604,8555,8910,8752,8942,8527,8733,=AVERAGE(L53:R53),
6.6,252,244.832,252.896,253.008,248.64,245.84,245.392,1742.61,16.4858,10.4945,8740,8712,8808,8630,8622,8743,8829,=AVERAGE(L54:R54),
6.7,253.344,255.472,252.672,245.168,249.76,247.856,248.528,1752.8,16.0869,11.145,8664,8714,8823,8661,8535,9016,8858,=AVERAGE(L55:R55),
