Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,47.488,28.56,28.56,28.56,28.56,28.56,247.52,16.1833,10.8819,56782,67433,73879,74142,75075,75602,76089,=AVERAGE(L3:R3),
1.6,232.176,244.832,254.576,256.704,241.248,235.088,231.952,1696.58,16.1833,10.8819,8467,8620,12669,12763,13396,13966,14320,=AVERAGE(L4:R4),
1.7,247.52,239.904,256.48,246.064,253.456,250.32,242.928,1736.67,16.1833,10.8819,8932,8575,8267,8328,8780,8976,8705,=AVERAGE(L5:R5),
1.8,253.568,257.264,241.248,246.624,249.648,248.08,253.456,1749.89,16.1833,10.8819,8666,8612,8722,8523,8669,8783,8754,=AVERAGE(L6:R6),
1.9,243.264,237.104,246.4,255.696,246.848,252.56,247.184,1729.06,16.1833,10.8819,8664,8860,8690,8712,8735,8663,8857,=AVERAGE(L7:R7),
2,249.536,252.56,249.424,243.712,249.536,244.496,251.552,1740.82,16.3097,11.7278,8875,8876,8882,8743,8588,8911,8654,=AVERAGE(L8:R8),
2.1,247.072,248.08,252,253.232,253.232,255.36,252,1760.98,15.9825,13.4634,8823,8678,8856,8817,8411,8566,8600,=AVERAGE(L9:R9),
2.2,244.608,250.656,247.968,252.56,252.336,246.176,253.68,1747.98,14.5863,14.9015,9064,8990,8880,8672,8400,8912,8499,=AVERAGE(L10:R10),
2.3,252.336,244.608,249.424,244.608,251.888,254.912,247.184,1744.96,11.7919,15.9099,8390,8907,8915,8976,8854,8905,8880,=AVERAGE(L11:R11),
2.4,227.36,218.4,216.048,210.672,214.592,206.416,209.216,1502.7,6.59792,16.3159,8446,8203,8546,8612,8737,8608,8712,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,164.528,150.864,133.616,154.112,142.912,165.312,148.96,1060.3,16.9437,6.35822,35026,40646,45311,38839,42902,36771,41334,=AVERAGE(L14:R14),
2.7,162.4,146.496,156.8,166.88,138.208,136.08,133.84,1040.7,18.0955,6.87199,20551,23568,21902,21101,24677,25780,25669,=AVERAGE(L15:R15),
2.8,173.488,168.112,174.272,154.336,183.344,168.448,181.328,1203.33,6.77921,18.1257,9050,9456,9959,11158,9881,10479,9269,=AVERAGE(L16:R16),
2.9,126.672,112.56,75.04,75.04,75.04,75.04,75.264,614.656,6.39803,16.9157,28558,34359,47203,46299,46686,47849,46125,=AVERAGE(L17:R17),
3,176.064,178.192,198.8,213.248,204.736,191.184,214.368,1376.59,13.7425,6.74624,9564,8741,9499,9452,9176,9491,9224,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,253.232,227.808,241.696,217.392,237.328,246.736,233.744,1657.94,13.8148,15.7739,25683,28836,26975,29863,27373,26211,27980,=AVERAGE(L20:R20),
3.3,248.416,247.408,251.216,251.776,248.752,252.336,248.192,1748.1,12.0224,16.3173,8547,8697,8715,8826,8498,8701,8584,=AVERAGE(L21:R21),
3.4,255.248,249.312,248.64,244.16,257.264,245.84,254.8,1755.26,11.8397,16.315,8610,8685,8981,9151,8178,9058,8785,=AVERAGE(L22:R22),
3.5,248.08,250.768,250.096,249.424,249.984,252.896,246.512,1747.76,11.6551,16.3046,8797,8769,8577,8563,8758,8628,8908,=AVERAGE(L23:R23),
3.6,247.408,250.208,247.52,249.312,249.424,249.648,254.464,1747.98,11.4685,16.2864,8652,9071,8886,8908,8778,8805,8874,=AVERAGE(L24:R24),
3.7,249.76,250.992,257.264,238.56,250.544,238.784,239.12,1725.02,11.28,16.2605,8651,8643,8671,8756,8664,8724,8623,=AVERAGE(L25:R25),
3.8,246.736,239.456,242.032,247.632,253.68,253.12,250.992,1733.65,11.2554,16.2566,8719,8559,8682,8786,8586,8710,8605,=AVERAGE(L26:R26),
3.9,255.248,260.848,248.752,251.888,241.584,236.544,245.728,1740.59,11.2554,16.2566,8577,8556,8723,8776,8531,8321,8577,=AVERAGE(L27:R27),
4,243.824,242.144,251.888,248.304,260.624,250.992,261.632,1759.41,11.2554,16.2566,8394,8737,8542,8494,8619,8965,8524,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
