Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,46.256,28.56,132.048,14.394,15.0139,56962,68727,73701,=AVERAGE(H3:J3),
1.6,282.016,288.064,296.464,866.544,14.394,15.0139,5776,6050,9579,=AVERAGE(H4:J4),
1.7,296.24,297.92,297.696,891.856,14.394,15.0139,5554,5537,5551,=AVERAGE(H5:J5),
1.8,297.36,298.592,296.576,892.528,14.394,15.0139,5549,5543,5554,=AVERAGE(H6:J6),
1.9,296.576,295.904,297.808,890.288,14.394,15.0139,5540,5546,5536,=AVERAGE(H7:J7),
2,296.464,298.928,297.472,892.864,14.2957,15.0676,5538,5527,5542,=AVERAGE(H8:J8),
2.1,297.248,298.592,297.136,892.976,14.0656,15.1842,5529,5522,5547,=AVERAGE(H9:J9),
2.2,296.24,296.688,297.472,890.4,13.8206,15.2962,5547,5546,5543,=AVERAGE(H10:J10),
2.3,298.816,297.808,296.464,893.088,13.5605,15.4034,5538,5539,5551,=AVERAGE(H11:J11),
2.4,298.032,298.48,295.904,892.416,13.2848,15.5056,5529,5532,5556,=AVERAGE(H12:J12),
2.5,297.136,297.36,296.352,890.848,12.9932,15.6027,5533,5541,5547,=AVERAGE(H13:J13),
2.6,299.6,297.584,296.8,893.984,12.6853,15.6945,5521,5532,5552,=AVERAGE(H14:J14),
2.7,297.024,296.8,298.816,892.64,12.3607,15.7808,5535,5552,5539,=AVERAGE(H15:J15),
2.8,296.912,298.144,296.576,891.632,12.019,15.8615,5556,5537,5556,=AVERAGE(H16:J16),
2.9,296.688,298.256,298.592,893.536,11.6597,15.9363,5544,5548,5542,=AVERAGE(H17:J17),
3,297.584,296.352,298.368,892.304,11.2826,16.0051,5529,5539,5515,=AVERAGE(H18:J18),
3.1,296.352,297.472,297.808,891.632,10.8871,16.0676,5544,5543,5555,=AVERAGE(H19:J19),
3.2,297.92,296.016,296.8,890.736,10.4728,16.1237,5534,5559,5535,=AVERAGE(H20:J20),
3.3,296.912,298.816,295.904,891.632,10.0394,16.1731,5548,5529,5564,=AVERAGE(H21:J21),
3.4,295.568,296.016,297.92,889.504,9.58647,16.2156,5559,5551,5540,=AVERAGE(H22:J22),
3.5,297.584,297.92,297.584,893.088,9.1135,16.2511,5526,5517,5517,=AVERAGE(H23:J23),
3.6,297.584,297.024,296.8,891.408,8.62007,16.2793,5536,5544,5564,=AVERAGE(H24:J24),
3.7,297.248,297.808,298.032,893.088,8.10584,16.2999,5554,5563,5540,=AVERAGE(H25:J25),
3.8,299.712,299.152,300.048,898.912,7.57031,16.3127,5515,5523,5543,=AVERAGE(H26:J26),
3.9,37.632,38.192,37.632,113.456,7.01306,16.3175,94396,94227,96836,=AVERAGE(H27:J27),
4,283.472,277.648,272.272,833.392,6.43366,16.3141,5568,5617,5680,=AVERAGE(H28:J28),
4.1,295.344,295.456,295.008,885.808,5.83174,16.3021,5534,5552,5529,=AVERAGE(H29:J29),
4.2,18.032,19.824,20.16,58.016,7.23402,13.572,5554,5647,5686,=AVERAGE(H30:J30),
4.3,298.144,292.32,286.496,876.96,7.24924,13.572,16946,17377,17859,=AVERAGE(H31:J31),
4.4,297.024,297.248,296.128,890.4,7.98107,13.297,5533,5532,5540,=AVERAGE(H32:J32),
4.5,297.808,296.464,297.584,891.856,8.70793,13.0061,5557,5548,5562,=AVERAGE(H33:J33),
4.6,296.576,297.584,298.144,892.304,9.41415,12.6989,5527,5525,5535,=AVERAGE(H34:J34),
4.7,296.128,296.576,298.256,890.96,10.0992,12.375,5566,5561,5542,=AVERAGE(H35:J35),
4.8,297.472,297.024,297.472,891.968,10.7627,12.034,5531,5551,5523,=AVERAGE(H36:J36),
4.9,297.136,296.576,296.24,889.952,11.404,11.6755,5524,5544,5541,=AVERAGE(H37:J37),
5,298.032,297.136,299.152,894.32,12.0229,11.2991,5527,5546,5550,=AVERAGE(H38:J38),
5.1,296.912,297.024,299.264,893.2,12.6187,10.9045,5530,5518,5520,=AVERAGE(H39:J39),
5.2,298.368,296.352,296.016,890.736,13.1911,10.491,5547,5562,5552,=AVERAGE(H40:J40),
5.3,298.48,296.688,296.688,891.856,13.7397,10.0585,5530,5545,5535,=AVERAGE(H41:J41),
5.4,297.248,297.584,295.792,890.624,14.264,9.60631,5549,5533,5553,=AVERAGE(H42:J42),
5.5,296.24,296.688,298.704,891.632,14.7636,9.13421,5536,5557,5550,=AVERAGE(H43:J43),
5.6,297.024,298.928,297.472,893.424,15.2382,8.64172,5571,5518,5537,=AVERAGE(H44:J44),
5.7,297.024,296.8,298.256,892.08,15.6873,8.12837,5529,5546,5533,=AVERAGE(H45:J45),
5.8,297.472,296.352,297.584,891.408,16.1108,7.59374,5529,5544,5529,=AVERAGE(H46:J46),
5.9,297.808,296.464,296.464,890.736,16.5081,7.03743,5533,5547,5568,=AVERAGE(H47:J47),
6,171.472,166.992,176.736,515.2,16.8791,6.45904,14043,14714,13403,=AVERAGE(H48:J48),
6.1,16.8,17.136,18.368,52.304,18.4098,5.80642,5660,4955,5757,=AVERAGE(H49:J49),
6.2,264.208,259.056,254.8,778.064,17.8146,7.67848,20022,20592,21080,=AVERAGE(H50:J50),
6.3,298.816,297.248,295.792,891.856,17.5229,8.41368,5535,5515,5524,=AVERAGE(H51:J51),
6.4,296.464,296.24,298.144,890.848,17.2041,9.12838,5566,5548,5571,=AVERAGE(H52:J52),
6.5,297.92,296.016,296.24,890.176,16.8583,9.82218,5524,5544,5513,=AVERAGE(H53:J53),
