Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,42.56,28.56,28.56,28.56,28.56,214.032,14.394,15.0139,56923,72818,73913,74324,75103,75601,=AVERAGE(K3:P3),
1.6,258.048,272.72,277.424,275.296,258.832,253.68,1596,14.394,15.0139,7424,7860,11493,11626,12359,12695,=AVERAGE(K4:P4),
1.7,282.688,275.968,277.2,270.704,276.416,277.76,1660.74,14.394,15.0139,7407,7530,7499,7497,7517,7530,=AVERAGE(K5:P5),
1.8,275.856,276.192,274.4,275.856,276.864,274.176,1653.34,14.394,15.0139,7418,7542,7501,7433,7513,7591,=AVERAGE(K6:P6),
1.9,275.968,282.128,277.984,275.408,276.864,281.68,1670.03,14.394,15.0139,7400,7581,7466,7489,7577,7280,=AVERAGE(K7:P7),
2,273.616,272.72,281.792,275.296,277.088,277.536,1658.05,14.2957,15.0676,7655,7589,7527,7594,7667,7451,=AVERAGE(K8:P8),
2.1,274.736,274.288,277.2,277.872,273.168,279.104,1656.37,14.0655,15.1842,7465,7486,7418,7555,7356,7486,=AVERAGE(K9:P9),
2.2,273.84,276.304,277.648,276.416,277.424,269.584,1651.22,13.8206,15.2962,7580,7648,7561,7542,7547,7601,=AVERAGE(K10:P10),
2.3,278.992,276.752,277.312,277.2,280.784,278.432,1669.47,13.5605,15.4034,7477,7548,7567,7446,7619,7544,=AVERAGE(K11:P11),
2.4,279.216,275.072,279.104,276.528,275.184,276.64,1661.74,13.2848,15.5056,7458,7436,7418,7328,7561,7486,=AVERAGE(K12:P12),
2.5,276.416,272.496,271.264,278.768,277.424,272.944,1649.31,12.9932,15.6027,7701,7612,7703,7560,7392,7646,=AVERAGE(K13:P13),
2.6,274.288,283.696,275.632,275.184,275.408,276.976,1661.18,12.6853,15.6945,7496,7511,7651,7507,7475,7533,=AVERAGE(K14:P14),
2.7,278.88,276.752,271.264,280.448,276.528,271.152,1655.02,12.3607,15.7809,7501,7434,7641,7560,7697,7702,=AVERAGE(K15:P15),
2.8,277.536,272.048,273.28,273.728,276.192,283.696,1656.48,12.0189,15.8615,7423,7604,7613,7619,7552,7305,=AVERAGE(K16:P16),
2.9,275.408,278.208,279.104,280.336,280.448,267.568,1661.07,11.6597,15.9363,7503,7349,7478,7420,7423,7578,=AVERAGE(K17:P17),
3,271.488,282.24,275.52,269.024,274.176,285.6,1658.05,11.2825,16.0051,7492,7580,7475,7557,7605,7384,=AVERAGE(K18:P18),
3.1,274.96,278.432,278.992,277.312,276.64,267.456,1653.79,10.8871,16.0676,7569,7575,7567,7596,7626,7647,=AVERAGE(K19:P19),
3.2,280.672,269.808,276.192,280,281.232,277.648,1665.55,10.4728,16.1237,7457,7685,7577,7455,7351,7457,=AVERAGE(K20:P20),
3.3,279.776,279.104,277.424,272.944,272.048,275.52,1656.82,10.0394,16.1731,7500,7519,7614,7696,7635,7610,=AVERAGE(K21:P21),
3.4,276.304,276.08,276.752,278.768,279.552,278.32,1665.78,9.58644,16.2156,7580,7519,7627,7447,7550,7474,=AVERAGE(K22:P22),
3.5,278.32,281.008,279.104,278.432,278.768,274.064,1669.7,9.11346,16.2511,7614,7547,7617,7514,7483,7651,=AVERAGE(K23:P23),
3.6,279.328,278.32,279.216,278.432,277.76,279.328,1672.38,8.62008,16.2793,7657,7761,7714,7645,7540,7529,=AVERAGE(K24:P24),
3.7,273.504,276.08,279.776,277.536,278.768,279.552,1665.22,8.1058,16.2999,7526,7487,7482,7581,7620,7517,=AVERAGE(K25:P25),
3.8,272.832,280.336,270.032,267.456,272.72,275.52,1638.9,7.57028,16.3127,7483,7376,7454,7498,7521,7365,=AVERAGE(K26:P26),
3.9,273.504,274.624,282.128,286.72,271.712,277.424,1666.11,7.01303,16.3175,7467,7331,7689,7466,7424,7597,=AVERAGE(K27:P27),
4,275.632,266.672,275.744,272.496,285.04,283.024,1658.61,6.43365,16.3141,7455,7414,7578,7392,7305,7398,=AVERAGE(K28:P28),
4.1,278.88,278.544,273.616,273.952,273.28,267.904,1646.18,5.8317,16.3021,7579,7551,7435,7428,7322,7421,=AVERAGE(K29:P29),
4.2,15.456,22.4,27.104,17.248,16.016,24.416,122.64,7.23397,13.572,9308,10515,9306,9611,10212,10032,=AVERAGE(K30:P30),
4.3,286.944,269.136,255.36,272.16,281.904,260.176,1625.68,7.24909,13.572,19321,20480,21642,20257,19678,21130,=AVERAGE(K31:P31),
4.4,273.952,273.728,277.088,271.264,270.144,280.448,1646.62,7.99587,13.297,7543,7557,7708,7727,7768,7433,=AVERAGE(K32:P32),
4.5,268.016,258.72,259.84,271.712,254.912,266.336,1579.54,8.72227,13.0061,7740,7949,7917,7800,8127,7850,=AVERAGE(K33:P33),
4.6,278.32,279.216,275.408,274.848,276.304,273.504,1657.6,9.41411,12.6989,7453,7535,7581,7587,7500,7495,=AVERAGE(K34:P34),
4.7,276.864,277.872,282.8,275.296,274.176,276.64,1663.65,10.0992,12.375,7549,7508,7427,7569,7591,7540,=AVERAGE(K35:P35),
4.8,282.576,283.36,275.072,276.864,277.648,273.28,1668.8,10.7627,12.034,7423,7409,7564,7558,7457,7478,=AVERAGE(K36:P36),
4.9,277.648,277.312,276.416,276.976,276.864,275.072,1660.29,11.404,11.6755,7422,7334,7553,7479,7664,7597,=AVERAGE(K37:P37),
5,273.28,272.048,276.528,280.56,275.744,275.296,1653.46,12.0229,11.2991,7465,7676,7507,7340,7726,7761,=AVERAGE(K38:P38),
5.1,280.224,281.792,278.096,281.232,277.872,273.168,1672.38,12.6187,10.9044,7407,7422,7431,7323,7385,7550,=AVERAGE(K39:P39),
5.2,273.168,275.744,280.672,278.208,281.568,278.432,1667.79,13.1911,10.491,7600,7576,7462,7261,7417,7344,=AVERAGE(K40:P40),
5.3,279.776,272.496,271.824,275.408,275.632,280.896,1656.03,13.7397,10.0585,7325,7610,7468,7610,7428,7411,=AVERAGE(K41:P41),
5.4,278.88,273.504,278.768,277.536,273.728,272.272,1654.69,14.264,9.60632,7392,7582,7371,7394,7573,7496,=AVERAGE(K42:P42),
5.5,277.648,279.664,273.728,277.648,277.76,277.536,1663.98,14.7636,9.13421,7468,7449,7548,7627,7355,7668,=AVERAGE(K43:P43),
5.6,276.752,277.424,283.808,274.624,275.968,276.752,1665.33,15.2382,8.64169,7314,7607,7343,7595,7428,7480,=AVERAGE(K44:P44),
5.7,282.352,275.52,276.192,276.864,278.096,276.864,1665.89,15.6874,8.12834,7614,7578,7485,7368,7520,7651,=AVERAGE(K45:P45),
5.8,272.048,274.736,273.84,280.112,277.2,274.512,1652.45,16.1108,7.59376,7618,7677,7617,7549,7572,7665,=AVERAGE(K46:P46),
5.9,276.08,277.536,277.984,275.184,278.208,276.08,1661.07,16.5081,7.03743,7431,7619,7515,7470,7676,7474,=AVERAGE(K47:P47),
6,278.208,272.496,272.944,274.176,278.32,276.752,1652.9,16.8791,6.45899,7408,7588,7476,7573,7525,7533,=AVERAGE(K48:P48),
6.1,16.688,17.584,17.248,17.696,17.136,20.272,106.624,18.4098,5.80459,7275,7374,7379,8052,7369,7491,=AVERAGE(K49:P49),
6.2,271.376,265.104,257.264,258.608,239.456,253.008,1544.82,17.8145,7.67851,19915,20644,21321,21462,23151,22046,=AVERAGE(K50:P50),
6.3,237.44,235.648,227.36,220.416,229.376,234.416,1384.66,17.5229,8.41367,8535,8821,9756,9712,9531,8915,=AVERAGE(K51:P51),
6.4,275.968,280.784,274.736,280.784,279.328,272.608,1664.21,17.2041,9.12838,7610,7604,7487,7383,7603,7435,=AVERAGE(K52:P52),
