Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,43.008,28.56,28.56,28.56,185.92,14.394,15.0139,57311,72487,73937,74534,75202,=AVERAGE(J3:N3),
1.6,278.88,278.992,289.52,280,276.192,1403.58,14.394,15.0139,6480,7054,10416,10874,11073,=AVERAGE(J4:N4),
1.7,290.304,295.68,291.2,291.2,292.096,1460.48,14.394,15.0139,6463,6433,6457,6489,6388,=AVERAGE(J5:N5),
1.8,290.528,291.088,291.76,295.008,291.536,1459.92,14.394,15.0139,6411,6405,6403,6366,6455,=AVERAGE(J6:N6),
1.9,291.984,294.224,290.192,291.2,293.328,1460.93,14.394,15.0139,6437,6412,6427,6478,6433,=AVERAGE(J7:N7),
2,289.072,290.528,294.896,288.848,293.664,1457.01,14.2957,15.0676,6513,6459,6356,6490,6461,=AVERAGE(J8:N8),
2.1,290.864,290.976,291.872,294,291.872,1459.58,14.0656,15.1842,6466,6453,6393,6398,6448,=AVERAGE(J9:N9),
2.2,289.968,291.536,291.648,296.464,289.296,1458.91,13.8206,15.2962,6432,6398,6370,6350,6382,=AVERAGE(J10:N10),
2.3,295.232,293.216,291.2,291.536,290.192,1461.38,13.5605,15.4034,6410,6352,6460,6477,6446,=AVERAGE(J11:N11),
2.4,293.776,289.184,296.352,290.64,295.12,1465.07,13.2848,15.5056,6370,6358,6310,6348,6345,=AVERAGE(J12:N12),
2.5,293.104,288.736,292.096,291.984,290.64,1456.56,12.9932,15.6027,6412,6453,6460,6482,6519,=AVERAGE(J13:N13),
2.6,290.864,294.672,291.76,291.424,290.752,1459.47,12.6853,15.6945,6450,6404,6463,6440,6385,=AVERAGE(J14:N14),
2.7,292.208,289.744,292.992,294.672,294.56,1464.18,12.3607,15.7808,6377,6430,6361,6366,6394,=AVERAGE(J15:N15),
2.8,290.64,291.2,291.984,292.544,297.808,1464.18,12.019,15.8615,6465,6456,6467,6404,6360,=AVERAGE(J16:N16),
2.9,292.656,292.096,287.952,291.536,294.56,1458.8,11.6597,15.9363,6435,6447,6460,6428,6418,=AVERAGE(J17:N17),
3,293.328,292.768,291.424,292.544,291.312,1461.38,11.2826,16.0051,6359,6416,6424,6448,6377,=AVERAGE(J18:N18),
3.1,292.432,288.176,295.12,291.088,295.12,1461.94,10.8871,16.0676,6430,6436,6351,6425,6342,=AVERAGE(J19:N19),
3.2,295.568,292.768,289.856,291.536,293.328,1463.06,10.4728,16.1237,6423,6433,6448,6439,6490,=AVERAGE(J20:N20),
3.3,290.64,290.864,294.224,294.112,289.744,1459.58,10.0394,16.1731,6466,6482,6385,6402,6429,=AVERAGE(J21:N21),
3.4,290.64,293.328,289.632,293.776,295.456,1462.83,9.58644,16.2156,6444,6446,6437,6441,6428,=AVERAGE(J22:N22),
3.5,293.552,292.992,293.552,288.848,290.976,1459.92,9.11347,16.2511,6393,6467,6387,6511,6495,=AVERAGE(J23:N23),
3.6,292.992,295.232,293.216,292.992,293.44,1467.87,8.62006,16.2793,6484,6400,6454,6449,6408,=AVERAGE(J24:N24),
3.7,296.016,295.008,296.128,296.016,295.568,1478.74,8.10584,16.2999,6468,6348,6478,6470,6489,=AVERAGE(J25:N25),
3.8,292.768,294.784,291.2,294.672,290.08,1463.5,7.57026,16.3127,6400,6432,6408,6401,6392,=AVERAGE(J26:N26),
3.9,292.656,291.312,286.384,288.96,291.872,1451.18,7.01302,16.3175,6455,6339,6456,6466,6445,=AVERAGE(J27:N27),
4,0,28.448,6.832,6.048,37.632,78.96,6.43368,16.3141,0,99555,6857,6887,97687,=AVERAGE(J28:N28),
4.1,291.984,267.568,276.528,283.136,270.032,1389.25,5.8317,16.3021,18427,9470,19506,18991,6307,=AVERAGE(J29:N29),
4.2,26.992,21.056,25.536,26.432,16.8,116.816,7.23405,13.572,7854,8352,8485,8189,8205,=AVERAGE(J30:N30),
4.3,299.824,288.848,278.432,274.176,283.808,1425.09,7.24923,13.572,17244,18401,19192,19509,18806,=AVERAGE(J31:N31),
4.4,293.216,287.84,291.648,289.408,286.832,1448.94,7.98107,13.297,6665,6705,6659,6728,6789,=AVERAGE(J32:N32),
4.5,285.264,282.128,277.76,281.568,274.176,1400.9,8.72311,13.0061,6647,6756,6846,6737,6943,=AVERAGE(J33:N33),
4.6,291.2,294.224,291.872,292.432,289.408,1459.14,9.41415,12.6989,6362,6355,6422,6414,6433,=AVERAGE(J34:N34),
4.7,290.64,295.456,292.32,292.544,290.416,1461.38,10.0992,12.375,6487,6359,6456,6415,6473,=AVERAGE(J35:N35),
4.8,294.224,289.184,289.408,291.424,295.904,1460.14,10.7627,12.034,6397,6500,6458,6482,6416,=AVERAGE(J36:N36),
4.9,291.984,294.448,288.624,292.096,291.312,1458.46,11.404,11.6755,6411,6419,6478,6475,6448,=AVERAGE(J37:N37),
5,292.544,289.856,297.808,289.632,294.224,1464.06,12.0229,11.2991,6379,6432,6346,6395,6389,=AVERAGE(J38:N38),
5.1,291.2,290.864,289.968,296.352,294.448,1462.83,12.6187,10.9044,6445,6440,6446,6351,6354,=AVERAGE(J39:N39),
5.2,295.12,290.416,293.776,291.76,291.536,1462.61,13.1911,10.491,6330,6414,6328,6438,6415,=AVERAGE(J40:N40),
5.3,292.992,290.64,296.016,288.064,295.904,1463.62,13.7397,10.0584,6405,6429,6306,6475,6335,=AVERAGE(J41:N41),
5.4,293.888,291.088,290.192,294.336,291.424,1460.93,14.264,9.60632,6391,6377,6443,6368,6480,=AVERAGE(J42:N42),
5.5,292.656,290.08,291.424,291.872,293.216,1459.25,14.7636,9.13422,6450,6473,6471,6453,6397,=AVERAGE(J43:N43),
5.6,293.216,292.32,289.632,290.976,293.216,1459.36,15.2382,8.64172,6366,6433,6418,6400,6462,=AVERAGE(J44:N44),
5.7,294.448,290.08,293.328,294.448,289.072,1461.38,15.6874,8.12837,6402,6461,6421,6442,6444,=AVERAGE(J45:N45),
5.8,292.992,291.424,290.08,291.2,291.648,1457.34,16.1108,7.59374,6354,6464,6489,6468,6449,=AVERAGE(J46:N46),
5.9,294.56,295.568,293.776,289.856,291.2,1464.96,16.5081,7.03742,6440,6394,6376,6506,6490,=AVERAGE(J47:N47),
6,296.688,296.016,292.32,290.976,288.176,1464.18,16.8791,6.459,6408,6396,6456,6472,6487,=AVERAGE(J48:N48),
6.1,19.152,18.816,21.056,21.392,19.712,100.128,18.4098,5.80853,6538,6557,6058,6685,6616,=AVERAGE(J49:N49),
6.2,252.896,240.576,231.392,236.32,244.16,1205.34,17.8146,7.6785,21612,22995,24212,23561,22519,=AVERAGE(J50:N50),
6.3,255.584,247.968,252.672,241.024,243.04,1240.29,17.5229,8.41364,7429,7944,7662,8549,8245,=AVERAGE(J51:N51),
6.4,291.984,290.192,295.904,291.648,295.008,1464.74,17.2041,9.12839,6326,6375,6295,6353,6332,=AVERAGE(J52:N52),
6.5,292.208,291.536,294.336,290.864,295.68,1464.62,16.8583,9.82218,6465,6378,6372,6437,6373,=AVERAGE(J53:N53),
6.6,296.016,294.896,291.312,288.176,292.096,1462.5,16.4858,10.4945,6436,6437,6405,6475,6501,=AVERAGE(J54:N54),
6.7,292.096,293.776,291.424,290.976,291.76,1460.03,16.0869,11.145,6381,6341,6458,6441,6457,=AVERAGE(J55:N55),
6.8,292.656,291.872,289.184,292.992,290.304,1457.01,15.662,11.773,6391,6437,6458,6454,6460,=AVERAGE(J56:N56),
6.9,291.648,294.784,291.872,291.872,293.44,1463.62,15.2113,12.3783,6398,6457,6427,6408,6431,=AVERAGE(J57:N57),
7,290.08,292.656,291.2,292.544,288.288,1454.77,14.7352,12.9603,6460,6412,6437,6420,6478,=AVERAGE(J58:N58),
7.1,291.536,296.464,291.424,288.064,294.336,1461.82,14.2342,13.5187,6377,6335,6400,6525,6409,=AVERAGE(J59:N59),
7.2,296.352,288.4,295.008,292.992,292.768,1465.52,13.7085,14.0529,6304,6484,6374,6452,6420,=AVERAGE(J60:N60),
7.3,293.776,291.76,292.096,291.648,290.192,1459.47,13.1585,14.5627,6366,6352,6435,6357,6430,=AVERAGE(J61:N61),
7.4,293.216,291.648,295.232,289.856,290.304,1460.26,12.5848,15.0475,6386,6484,6301,6481,6453,=AVERAGE(J62:N62),
7.5,295.792,292.32,289.632,290.08,294.896,1462.72,11.9876,15.5071,6362,6399,6472,6450,6435,=AVERAGE(J63:N63),
7.6,292.208,292.88,291.536,291.2,289.184,1457.01,11.3674,15.9411,6435,6484,6447,6421,6502,=AVERAGE(J64:N64),
7.7,297.808,293.44,291.648,290.528,293.44,1466.86,10.7247,16.3491,6365,6340,6417,6446,6368,=AVERAGE(J65:N65),
7.8,288.4,296.912,293.776,290.976,295.568,1465.63,10.06,16.7308,6428,6378,6453,6478,6402,=AVERAGE(J66:N66),
7.9,294.672,293.216,295.12,293.888,292.768,1469.66,9.37366,17.086,6419,6459,6429,6458,6485,=AVERAGE(J67:N67),
8,297.584,294.336,298.256,296.688,297.472,1484.34,8.66629,17.4144,6462,6436,6470,6438,6472,=AVERAGE(J68:N68),
8.1,290.752,296.24,287.28,291.424,286.048,1451.74,7.93816,17.7156,6357,6415,6414,6457,6414,=AVERAGE(J69:N69),
8.2,292.432,285.936,292.992,283.248,286.832,1441.44,7.18974,17.9894,6656,6686,6723,6605,6650,=AVERAGE(J70:N70),
8.3,288.512,288.512,285.264,285.824,289.072,1437.18,6.42216,18.2356,6700,6609,6627,6591,6703,=AVERAGE(J71:N71),
8.4,20.496,23.408,23.072,28.784,19.488,115.248,7.03269,16.5113,9015,8002,8036,8556,8191,=AVERAGE(J72:N72),
8.5,295.68,276.08,270.928,283.472,288.176,1414.34,7.5892,16.1142,17435,19191,19627,18622,18303,=AVERAGE(J73:N73),
8.6,260.288,253.792,257.824,255.248,263.424,1290.58,7.65492,16.1142,7464,8133,7693,7869,7608,=AVERAGE(J74:N74),
8.7,296.688,290.416,288.512,290.192,291.648,1457.46,8.124,15.691,6376,6420,6504,6465,6438,=AVERAGE(J75:N75),
8.8,292.768,289.072,293.216,294.224,288.736,1458.02,8.6375,15.242,6404,6457,6424,6382,6401,=AVERAGE(J76:N76),
8.9,288.736,290.64,294.448,291.872,292.88,1458.58,9.13021,14.7676,6366,6366,6331,6413,6456,=AVERAGE(J77:N77),
9,293.552,293.328,290.64,292.096,291.648,1461.26,9.60246,14.2682,6426,6417,6429,6457,6355,=AVERAGE(J78:N78),
9.1,291.536,291.648,292.768,291.424,293.552,1460.93,10.0548,13.7441,6468,6458,6410,6429,6477,=AVERAGE(J79:N79),
9.2,295.12,296.24,293.664,290.64,290.08,1465.74,10.4875,13.1958,6383,6375,6387,6473,6442,=AVERAGE(J80:N80),
9.3,291.536,294.112,292.992,294.448,292.656,1465.74,10.9011,12.6236,6423,6343,6432,6314,6426,=AVERAGE(J81:N81),
9.4,288.848,291.424,292.88,292.32,291.872,1457.34,11.2959,12.028,6469,6458,6333,6428,6400,=AVERAGE(J82:N82),
9.5,291.984,289.744,297.36,295.456,291.088,1465.63,11.6725,11.4093,6381,6507,6322,6339,6525,=AVERAGE(J83:N83),
9.6,294.896,290.08,292.32,290.976,292.432,1460.7,12.0311,10.7681,6444,6411,6433,6452,6432,=AVERAGE(J84:N84),
9.7,288.288,288.96,295.008,289.856,294.112,1456.22,12.3722,10.1048,6407,6464,6341,6504,6415,=AVERAGE(J85:N85),
9.8,292.096,295.232,290.528,292.992,288.288,1459.14,12.6963,9.41996,6476,6383,6461,6414,6456,=AVERAGE(J86:N86),
9.9,293.552,291.648,294,290.976,293.328,1463.5,13.0036,8.71388,6382,6510,6451,6546,6449,=AVERAGE(J87:N87),
10,291.536,291.872,289.632,290.304,290.08,1453.42,13.2946,7.98717,6438,6412,6500,6364,6502,=AVERAGE(J88:N88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G88)
