Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
7.5,297.92,298.144,596.064,11.9876,15.5071,5431,5382,=AVERAGE(G63:H63),
7.6,298.48,298.816,597.296,11.3674,15.9411,5355,5363,=AVERAGE(G64:H64),
7.7,299.488,298.48,597.968,10.7248,16.3491,5397,5403,=AVERAGE(G65:H65),
7.8,298.816,298.704,597.52,10.06,16.7309,5378,5385,=AVERAGE(G66:H66),
7.9,298.368,298.816,597.184,9.37372,17.086,5359,5368,=AVERAGE(G67:H67),
8,299.824,299.376,599.2,8.66624,17.4143,5343,5351,=AVERAGE(G68:H68),
8.1,299.712,298.816,598.528,7.9382,17.7156,5389,5396,=AVERAGE(G69:H69),
8.2,298.032,299.936,597.968,7.19003,17.9894,5370,5382,=AVERAGE(G70:H70),
8.3,298.144,297.808,595.952,6.4222,18.2356,5421,5362,=AVERAGE(G71:H71),
8.4,18.032,17.92,35.952,7.03269,16.5113,4780,5886,=AVERAGE(G72:H72),
8.5,294.672,289.184,583.856,7.58918,16.1142,16995,17417,=AVERAGE(G73:H73),
8.6,267.12,263.088,530.208,7.65641,16.1142,6574,6748,=AVERAGE(G74:H74),
8.7,298.368,298.368,596.736,8.12397,15.691,5355,5368,=AVERAGE(G75:H75),
8.8,298.032,298.032,596.064,8.63751,15.242,5405,5348,=AVERAGE(G76:H76),
8.9,298.704,298.928,597.632,9.1302,14.7677,5388,5401,=AVERAGE(G77:H77),
9,298.256,299.712,597.968,9.6025,14.2682,5369,5384,=AVERAGE(G78:H78),
9.1,298.48,298.368,596.848,10.0548,13.7442,5351,5364,=AVERAGE(G79:H79),
9.2,299.376,298.592,597.968,10.4875,13.1958,5409,5346,=AVERAGE(G80:H80),
9.3,298.592,298.368,596.96,10.9011,12.6236,5392,5403,=AVERAGE(G81:H81),
9.4,298.368,299.152,597.52,11.2959,12.028,5375,5388,=AVERAGE(G82:H82),
9.5,298.928,298.816,597.744,11.6725,11.4093,5361,5372,=AVERAGE(G83:H83),
9.6,298.256,298.144,596.4,12.0311,10.7681,5343,5354,=AVERAGE(G84:H84),
9.7,298.592,299.488,598.08,12.3722,10.1048,5407,5420,=AVERAGE(G85:H85),
9.8,298.816,298.704,597.52,12.6963,9.41996,5394,5405,=AVERAGE(G86:H86),
9.9,298.368,298.704,597.072,13.0036,8.71386,5379,5309,=AVERAGE(G87:H87),
10,299.264,298.48,597.744,13.2946,7.9872,5366,5375,=AVERAGE(G88:H88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D88)
