Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,53.312,53.76,107.072,14.394,15.0139,61094,60739,=AVERAGE(G3:H3),
1.6,287.056,284.48,571.536,14.394,15.0139,5691,5708,=AVERAGE(G4:H4),
1.7,298.256,299.264,597.52,14.394,15.0139,5380,5375,=AVERAGE(G5:H5),
1.8,298.592,298.592,597.184,14.394,15.0139,5381,5380,=AVERAGE(G6:H6),
1.9,299.04,299.264,598.304,14.394,15.0139,5374,5372,=AVERAGE(G7:H7),
2,298.368,298.032,596.4,14.2957,15.0676,5380,5382,=AVERAGE(G8:H8),
2.1,297.92,298.928,596.848,14.0655,15.1842,5380,5375,=AVERAGE(G9:H9),
2.2,298.48,299.04,597.52,13.8206,15.2962,5385,5385,=AVERAGE(G10:H10),
2.3,298.032,299.488,597.52,13.5605,15.4034,5373,5366,=AVERAGE(G11:H11),
2.4,298.592,298.48,597.072,13.2848,15.5056,5378,5378,=AVERAGE(G12:H12),
2.5,297.696,299.488,597.184,12.9932,15.6027,5383,5369,=AVERAGE(G13:H13),
2.6,299.6,297.696,597.296,12.6853,15.6945,5369,5384,=AVERAGE(G14:H14),
2.7,299.376,298.816,598.192,12.3607,15.7808,5366,5377,=AVERAGE(G15:H15),
2.8,299.264,298.256,597.52,12.019,15.8615,5369,5382,=AVERAGE(G16:H16),
2.9,298.592,297.92,596.512,11.6597,15.9363,5379,5380,=AVERAGE(G17:H17),
3,298.256,299.712,597.968,11.2826,16.0051,5389,5380,=AVERAGE(G18:H18),
3.1,298.368,299.264,597.632,10.8871,16.0676,5376,5380,=AVERAGE(G19:H19),
3.2,298.592,298.256,596.848,10.4728,16.1237,5378,5379,=AVERAGE(G20:H20),
3.3,298.256,298.592,596.848,10.0394,16.1731,5376,5379,=AVERAGE(G21:H21),
3.4,298.144,298.256,596.4,9.58647,16.2156,5387,5370,=AVERAGE(G22:H22),
3.5,298.144,300.16,598.304,9.1135,16.2511,5389,5373,=AVERAGE(G23:H23),
3.6,298.48,298.256,596.736,8.62009,16.2793,5380,5379,=AVERAGE(G24:H24),
3.7,299.376,298.592,597.968,8.10584,16.2999,5378,5376,=AVERAGE(G25:H25),
3.8,300.272,299.936,600.208,7.57031,16.3127,5381,5381,=AVERAGE(G26:H26),
3.9,298.256,298.928,597.184,7.01306,16.3175,5362,5387,=AVERAGE(G27:H27),
4,299.264,298.48,597.744,6.43368,16.3141,5376,5401,=AVERAGE(G28:H28),
4.1,299.376,297.584,596.96,5.83174,16.3021,5368,5368,=AVERAGE(G29:H29),
4.2,17.696,17.92,35.616,7.23397,13.572,5327,5335,=AVERAGE(G30:H30),
4.3,297.808,292.096,589.904,7.24946,13.572,16896,17304,=AVERAGE(G31:H31),
4.4,299.152,297.92,597.072,7.98101,13.297,5360,5395,=AVERAGE(G32:H32),
4.5,298.48,299.824,598.304,8.70789,13.0061,5388,5373,=AVERAGE(G33:H33),
4.6,299.376,298.48,597.856,9.41411,12.6989,5368,5376,=AVERAGE(G34:H34),
4.7,298.48,299.04,597.52,10.0992,12.375,5378,5389,=AVERAGE(G35:H35),
4.8,298.144,299.6,597.744,10.7627,12.034,5396,5377,=AVERAGE(G36:H36),
4.9,298.368,299.264,597.632,11.404,11.6755,5355,5365,=AVERAGE(G37:H37),
5,299.04,298.48,597.52,12.0229,11.2991,5383,5390,=AVERAGE(G38:H38),
5.1,298.816,298.256,597.072,12.6187,10.9045,5379,5351,=AVERAGE(G39:H39),
5.2,298.368,299.376,597.744,13.1911,10.491,5379,5388,=AVERAGE(G40:H40),
5.3,298.48,298.032,596.512,13.7397,10.0585,5382,5388,=AVERAGE(G41:H41),
5.4,299.264,298.592,597.856,14.264,9.60634,5352,5357,=AVERAGE(G42:H42),
5.5,298.48,298.144,596.624,14.7636,9.13421,5396,5403,=AVERAGE(G43:H43),
5.6,298.48,298.256,596.736,15.2382,8.64172,5368,5375,=AVERAGE(G44:H44),
5.7,298.48,298.256,596.736,15.6873,8.12835,5382,5347,=AVERAGE(G45:H45),
5.8,298.48,298.816,597.296,16.1108,7.59376,5398,5405,=AVERAGE(G46:H46),
5.9,298.368,298.256,596.624,16.5081,7.03746,5374,5380,=AVERAGE(G47:H47),
6,298.48,298.928,597.408,16.8791,6.45904,5394,5401,=AVERAGE(G48:H48),
6.1,18.032,18.032,36.064,18.4098,5.80459,5137,5143,=AVERAGE(G49:H49),
6.2,298.48,292.656,591.136,17.8146,7.67848,16781,17273,=AVERAGE(G50:H50),
6.3,298.256,298.816,597.072,17.5229,8.41364,5415,5382,=AVERAGE(G51:H51),
6.4,298.368,298.032,596.4,17.2041,9.12839,5385,5396,=AVERAGE(G52:H52),
6.5,298.368,298.816,597.184,16.8583,9.82213,5355,5368,=AVERAGE(G53:H53),
6.6,298.592,299.6,598.192,16.4858,10.4945,5375,5389,=AVERAGE(G54:H54),
6.7,298.256,297.92,596.176,16.0869,11.1449,5396,5357,=AVERAGE(G55:H55),
6.8,298.592,299.488,598.08,15.662,11.773,5371,5383,=AVERAGE(G56:H56),
6.9,298.032,299.152,597.184,15.2113,12.3783,5396,5357,=AVERAGE(G57:H57),
7,298.256,300.16,598.416,14.7353,12.9603,5373,5386,=AVERAGE(G58:H58),
7.1,298.592,299.712,598.304,14.2342,13.5186,5349,5361,=AVERAGE(G59:H59),
7.2,298.368,298.032,596.4,13.7085,14.0529,5380,5389,=AVERAGE(G60:H60),
7.3,298.368,298.48,596.848,13.1585,14.5626,5415,5368,=AVERAGE(G61:H61),
7.4,298.48,299.264,597.744,12.5848,15.0475,5337,5404,=AVERAGE(G62:H62),
