Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,39.536,28.56,28.56,28.56,28.56,211.008,16.1833,10.8819,56915,75797,74523,73974,75022,75657,=AVERAGE(K3:P3),
1.6,261.408,272.384,269.36,276.752,265.216,255.248,1600.37,16.1833,10.8819,7522,8189,11769,11523,12058,12453,=AVERAGE(K4:P4),
1.7,277.648,281.12,279.552,277.872,272.944,276.416,1665.55,16.1833,10.8819,7341,7460,7320,7465,7599,7563,=AVERAGE(K5:P5),
1.8,274.512,274.4,274.736,274.512,275.968,271.04,1645.17,16.1833,10.8819,7550,7643,7582,7558,7691,7693,=AVERAGE(K6:P6),
1.9,274.96,279.776,278.992,272.384,276.976,277.536,1660.62,16.1833,10.8819,7648,7356,7600,7517,7651,7463,=AVERAGE(K7:P7),
2,280.448,274.176,274.288,280.896,272.832,277.312,1659.95,16.3097,11.7277,7470,7523,7416,7346,7670,7470,=AVERAGE(K8:P8),
2.1,275.968,276.976,273.28,275.52,277.872,279.216,1658.83,15.9825,13.4635,7379,7590,7575,7579,7541,7468,=AVERAGE(K9:P9),
2.2,276.976,278.768,277.424,274.624,275.296,275.744,1658.83,14.5861,14.9015,7424,7524,7617,7573,7591,7623,=AVERAGE(K10:P10),
2.3,282.576,276.864,273.728,281.12,276.864,275.744,1666.9,11.7919,15.9099,7401,7589,7534,7373,7540,7642,=AVERAGE(K11:P11),
2.4,247.744,236.656,238.56,235.424,240.576,241.808,1440.77,6.59816,16.3159,7664,7583,7660,7705,7647,7536,=AVERAGE(K12:P12),
2.5,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,=AVERAGE(K13:P13),
2.6,175.28,161.28,170.688,168.448,154.784,146.608,977.088,16.9441,6.35744,32707,37397,35042,35775,38913,41074,=AVERAGE(K14:P14),
2.7,176.512,166.992,163.072,149.632,157.36,168.56,982.128,18.0955,6.87199,19005,20123,21074,22741,22397,19918,=AVERAGE(K15:P15),
2.8,208.208,220.64,214.928,213.584,208.432,219.296,1285.09,6.77796,18.1259,7605,7756,7776,7765,7510,7587,=AVERAGE(K16:P16),
2.9,181.776,150.192,161.168,169.568,174.72,157.248,994.672,6.39803,16.9157,18496,22346,20811,19829,19222,21543,=AVERAGE(K17:P17),
3,207.648,207.984,201.936,197.12,186.48,193.76,1194.93,13.7424,6.74613,8782,8686,9081,9376,10212,9801,=AVERAGE(K18:P18),
3.1,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,=AVERAGE(K19:P19),
3.2,276.528,265.664,267.68,253.904,254.464,241.024,1559.26,13.8152,15.774,22235,23608,23132,24698,24699,26001,=AVERAGE(K20:P20),
3.3,273.952,275.632,282.688,273.84,279.552,281.232,1666.9,12.0224,16.3173,7638,7614,7451,7468,7513,7482,=AVERAGE(K21:P21),
3.4,278.432,280.784,277.648,273.168,277.984,278.208,1666.22,11.8398,16.315,7613,7570,7457,7576,7593,7522,=AVERAGE(K22:P22),
3.5,276.976,282.352,275.744,281.344,278.544,275.296,1670.26,11.6551,16.3046,7480,7356,7477,7412,7552,7608,=AVERAGE(K23:P23),
3.6,277.984,276.864,278.656,277.872,277.984,279.328,1668.69,11.4685,16.2864,7657,7466,7676,7671,7680,7694,=AVERAGE(K24:P24),
3.7,278.992,274.512,272.944,275.408,274.4,274.4,1650.66,11.28,16.2605,7569,7442,7592,7595,7512,7668,=AVERAGE(K25:P25),
3.8,272.272,280.896,272.384,267.792,274.848,276.752,1644.94,11.2554,16.2566,7461,7459,7447,7545,7453,7551,=AVERAGE(K26:P26),
3.9,272.384,273.84,274.064,280.784,271.04,268.576,1640.69,11.2554,16.2566,7419,7492,7466,7598,7498,7508,=AVERAGE(K27:P27),
4,284.928,266.896,278.32,267.456,276.192,266.896,1640.69,11.2554,16.2566,7534,7545,7495,7627,7653,7508,=AVERAGE(K28:P28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(H7:H28)
