Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,40.544,28.56,28.56,28.56,183.456,14.394,15.0139,56928,74917,73858,74291,75118,=AVERAGE(J3:N3),
1.6,277.648,284.928,287.392,280.448,274.512,1404.93,14.394,15.0139,6481,7214,10477,10751,11062,=AVERAGE(J4:N4),
1.7,295.792,287.616,293.328,295.456,293.216,1465.41,14.394,15.0139,6344,6464,6448,6331,6398,=AVERAGE(J5:N5),
1.8,291.76,294.896,288.4,290.192,290.976,1456.22,14.394,15.0139,6467,6472,6454,6493,6433,=AVERAGE(J6:N6),
1.9,289.184,289.52,295.904,293.888,293.44,1461.94,14.394,15.0139,6462,6470,6395,6400,6411,=AVERAGE(J7:N7),
2,290.976,296.576,290.976,287.056,292.88,1458.46,14.2957,15.0676,6437,6384,6423,6437,6430,=AVERAGE(J8:N8),
2.1,289.296,288.288,292.32,294.224,296.24,1460.37,14.0656,15.1842,6465,6424,6468,6453,6416,=AVERAGE(J9:N9),
2.2,291.872,295.232,295.344,290.752,289.296,1462.5,13.8206,15.2962,6455,6392,6420,6410,6453,=AVERAGE(J10:N10),
2.3,294.448,292.32,286.832,290.752,293.216,1457.57,13.5605,15.4034,6369,6475,6469,6487,6382,=AVERAGE(J11:N11),
2.4,291.872,289.408,295.344,292.544,289.184,1458.35,13.2848,15.5056,6442,6455,6399,6414,6423,=AVERAGE(J12:N12),
2.5,291.312,291.76,292.208,293.104,292.992,1461.38,12.9932,15.6027,6399,6415,6428,6427,6412,=AVERAGE(J13:N13),
2.6,293.328,291.76,291.312,294.672,287.28,1458.35,12.6853,15.6945,6475,6376,6437,6349,6444,=AVERAGE(J14:N14),
2.7,292.656,291.872,291.2,288.288,297.36,1461.38,12.3607,15.7808,6390,6461,6418,6455,6359,=AVERAGE(J15:N15),
2.8,291.2,289.968,291.984,290.304,290.192,1453.65,12.019,15.8615,6442,6426,6431,6479,6402,=AVERAGE(J16:N16),
2.9,291.424,295.232,292.432,289.408,292.208,1460.7,11.6597,15.9363,6406,6367,6439,6433,6435,=AVERAGE(J17:N17),
3,298.032,295.568,288.96,292.208,291.984,1466.75,11.2826,16.0051,6343,6381,6437,6445,6407,=AVERAGE(J18:N18),
3.1,290.528,294.672,295.68,289.856,290.416,1461.15,10.887,16.0676,6428,6402,6404,6436,6442,=AVERAGE(J19:N19),
3.2,292.88,291.312,292.88,294.56,292.096,1463.73,10.4728,16.1237,6387,6409,6339,6376,6443,=AVERAGE(J20:N20),
3.3,289.744,292.88,292.88,289.632,295.12,1460.26,10.0394,16.1731,6414,6409,6413,6441,6354,=AVERAGE(J21:N21),
3.4,293.776,290.528,290.304,291.088,288.288,1453.98,9.58644,16.2156,6434,6470,6491,6415,6508,=AVERAGE(J22:N22),
3.5,291.76,291.536,294,291.76,296.688,1465.74,9.11348,16.2511,6415,6438,6344,6492,6409,=AVERAGE(J23:N23),
3.6,294.56,294.112,293.664,291.088,294,1467.42,8.62007,16.2793,6389,6433,6447,6441,6428,=AVERAGE(J24:N24),
3.7,296.352,296.24,295.568,296.688,295.12,1479.97,8.1058,16.2999,6473,6410,6468,6488,6487,=AVERAGE(J25:N25),
3.8,293.328,291.088,290.08,290.64,290.416,1455.55,7.57027,16.3127,6454,6472,6417,6483,6484,=AVERAGE(J26:N26),
3.9,289.184,291.872,293.552,286.272,289.744,1450.62,7.01303,16.3175,6388,6437,6429,6414,6421,=AVERAGE(J27:N27),
4,295.456,286.72,288.512,290.864,287.84,1449.39,6.43365,16.3141,6434,6367,6383,6457,6403,=AVERAGE(J28:N28),
4.1,289.408,290.528,294.224,283.36,292.096,1449.62,5.83171,16.3021,6394,6362,6406,6358,6320,=AVERAGE(J29:N29),
4.2,23.072,31.808,26.096,35.392,36.624,152.992,7.23397,13.572,7798,8261,8002,8355,8306,=AVERAGE(J30:N30),
4.3,295.344,290.976,283.248,278.992,271.6,1420.16,7.24927,13.572,17562,17806,18401,18637,19207,=AVERAGE(J31:N31),
4.4,287.504,289.968,286.272,292.88,288.512,1445.14,7.98107,13.297,6801,6713,6787,6711,6765,=AVERAGE(J32:N32),
4.5,284.704,275.184,277.76,281.232,283.472,1402.35,8.72322,13.0061,6679,6866,6833,6708,6750,=AVERAGE(J33:N33),
4.6,294.224,295.008,289.968,291.648,290.416,1461.26,9.41414,12.6989,6421,6389,6430,6481,6486,=AVERAGE(J34:N34),
4.7,289.408,289.744,292.432,294,292.768,1458.35,10.0992,12.375,6422,6415,6415,6437,6349,=AVERAGE(J35:N35),
4.8,293.44,288.624,295.232,290.64,288.96,1456.9,10.7627,12.034,6450,6429,6436,6507,6508,=AVERAGE(J36:N36),
4.9,294.336,292.544,291.648,290.864,292.656,1462.05,11.4041,11.6755,6377,6361,6381,6366,6409,=AVERAGE(J37:N37),
5,288.288,294.896,293.104,292.544,292.768,1461.6,12.0229,11.2991,6456,6389,6373,6492,6465,=AVERAGE(J38:N38),
5.1,291.536,292.32,294.224,292.768,290.864,1461.71,12.6187,10.9044,6427,6411,6367,6350,6350,=AVERAGE(J39:N39),
5.2,289.184,291.648,295.232,291.76,293.664,1461.49,13.1911,10.491,6459,6480,6399,6447,6421,=AVERAGE(J40:N40),
5.3,289.744,288.848,294.448,294.336,291.76,1459.14,13.7397,10.0585,6466,6518,6359,6417,6379,=AVERAGE(J41:N41),
5.4,292.88,292.656,294.224,293.664,290.64,1464.06,14.264,9.60631,6442,6420,6434,6380,6453,=AVERAGE(J42:N42),
5.5,289.52,293.328,292.768,291.088,290.08,1456.78,14.7636,9.1342,6445,6390,6438,6416,6498,=AVERAGE(J43:N43),
5.6,290.864,292.544,292.88,295.568,289.632,1461.49,15.2382,8.64168,6500,6436,6408,6354,6469,=AVERAGE(J44:N44),
5.7,291.648,293.776,291.648,292.768,292.32,1462.16,15.6874,8.12837,6436,6452,6376,6354,6447,=AVERAGE(J45:N45),
5.8,292.88,290.192,292.88,289.072,293.216,1458.24,16.1108,7.59371,6455,6419,6390,6484,6420,=AVERAGE(J46:N46),
5.9,292.992,291.984,291.76,294.56,288.736,1460.03,16.5081,7.03742,6431,6483,6446,6341,6514,=AVERAGE(J47:N47),
6,290.08,292.992,290.864,291.536,292.544,1458.02,16.8791,6.459,6446,6418,6465,6481,6454,=AVERAGE(J48:N48),
6.1,19.264,20.048,18.928,23.072,20.048,101.36,18.4098,5.80459,6254,6290,6942,6397,6327,=AVERAGE(J49:N49),
6.2,289.968,280.784,281.792,265.664,275.072,1393.28,17.8146,7.67852,18135,18919,18645,20172,19400,=AVERAGE(J50:N50),
6.3,256.928,243.264,249.424,236.32,251.664,1237.6,17.5229,8.41364,7484,8183,7946,8581,7708,=AVERAGE(J51:N51),
6.4,290.416,294,291.76,289.184,295.568,1460.93,17.2041,9.12836,6465,6459,6405,6536,6496,=AVERAGE(J52:N52),
6.5,294.784,290.64,291.2,290.528,293.552,1460.7,16.8582,9.82215,6445,6418,6466,6509,6364,=AVERAGE(J53:N53),
6.6,290.192,290.64,292.32,293.552,289.184,1455.89,16.4858,10.4945,6453,6436,6439,6390,6413,=AVERAGE(J54:N54),
6.7,292.544,290.192,287.392,293.104,293.216,1456.45,16.0869,11.145,6531,6505,6447,6404,6442,=AVERAGE(J55:N55),
6.8,296.576,293.328,290.976,288.96,295.232,1465.07,15.662,11.773,6364,6385,6428,6412,6417,=AVERAGE(J56:N56),
6.9,290.192,293.552,293.104,291.2,288.4,1456.45,15.2113,12.3783,6422,6407,6405,6492,6422,=AVERAGE(J57:N57),
7,291.648,294,293.216,290.192,294,1463.06,14.7352,12.9603,6453,6380,6325,6464,6355,=AVERAGE(J58:N58),
7.1,289.184,294.56,290.08,294,290.192,1458.02,14.2342,13.5187,6424,6353,6449,6393,6478,=AVERAGE(J59:N59),
7.2,290.64,288.848,294.448,290.864,291.088,1455.89,13.7085,14.0529,6458,6478,6380,6467,6456,=AVERAGE(J60:N60),
7.3,291.76,292.88,294.784,290.528,292.768,1462.72,13.1585,14.5626,6439,6352,6411,6442,6380,=AVERAGE(J61:N61),
7.4,290.528,290.08,292.544,292.096,294.336,1459.58,12.5847,15.0475,6471,6491,6438,6479,6357,=AVERAGE(J62:N62),
7.5,289.296,291.536,293.216,294.336,293.888,1462.27,11.9876,15.5071,6390,6358,6360,6347,6388,=AVERAGE(J63:N63),
7.6,294.672,295.456,294,286.72,290.416,1461.26,11.3674,15.9411,6439,6402,6396,6481,6474,=AVERAGE(J64:N64),
7.7,295.68,290.64,294.448,293.776,290.64,1465.18,10.7247,16.3491,6361,6369,6375,6415,6455,=AVERAGE(J65:N65),
7.8,289.968,295.904,295.344,292.992,289.856,1464.06,10.06,16.7308,6449,6419,6416,6392,6494,=AVERAGE(J66:N66),
7.9,294.224,294,292.544,294.672,294.112,1469.55,9.37369,17.086,6501,6457,6514,6435,6484,=AVERAGE(J67:N67),
8,296.576,298.48,297.36,298.256,295.232,1485.9,8.66625,17.4143,6365,6385,6382,6422,6344,=AVERAGE(J68:N68),
8.1,292.432,286.384,287.616,290.08,297.024,1453.54,7.93819,17.7155,6400,6405,6406,6385,6452,=AVERAGE(J69:N69),
8.2,287.168,291.2,291.984,284.032,282.8,1437.18,7.18997,17.9894,6636,6592,6657,6618,6673,=AVERAGE(J70:N70),
8.3,260.176,259.056,240.128,255.584,248.192,1263.14,6.4222,18.2356,7481,7721,8099,7762,7932,=AVERAGE(J71:N71),
8.4,0.336,2.352,11.648,10.528,3.808,28.672,7.03269,16.5113,6970,6988,6992,7022,7016,=AVERAGE(J72:N72),
8.5,292.544,281.232,274.512,270.368,288.4,1407.06,7.58921,16.1142,18813,19632,20079,20411,19116,=AVERAGE(J73:N73),
8.6,265.216,268.912,266.112,260.512,254.352,1315.1,7.65416,16.1142,7371,7317,7399,7586,7816,=AVERAGE(J74:N74),
8.7,290.864,289.968,284.704,287.728,291.536,1444.8,8.18686,15.691,6527,6478,6544,6517,6446,=AVERAGE(J75:N75),
8.8,292.096,292.544,295.232,292.656,288.736,1461.26,8.6375,15.242,6441,6395,6410,6439,6417,=AVERAGE(J76:N76),
8.9,288.288,292.432,289.52,294,296.464,1460.7,9.13021,14.7676,6484,6443,6445,6351,6415,=AVERAGE(J77:N77),
9,291.536,291.088,292.88,293.44,291.536,1460.48,9.60246,14.2682,6401,6348,6362,6396,6380,=AVERAGE(J78:N78),
9.1,293.104,292.32,294.112,289.408,290.528,1459.47,10.0548,13.7441,6385,6475,6415,6437,6429,=AVERAGE(J79:N79),
9.2,291.76,292.096,294.448,290.192,294.672,1463.17,10.4875,13.1958,6510,6382,6396,6493,6419,=AVERAGE(J80:N80),
9.3,293.104,288.848,290.528,296.912,292.208,1461.6,10.9011,12.6236,6422,6430,6366,6343,6467,=AVERAGE(J81:N81),
9.4,293.552,290.304,296.576,289.184,287.84,1457.46,11.2959,12.0279,6405,6415,6436,6452,6516,=AVERAGE(J82:N82),
9.5,288.512,298.032,291.984,292.656,291.312,1462.5,11.6725,11.4093,6375,6340,6331,6442,6430,=AVERAGE(J83:N83),
9.6,291.088,288.848,294.224,292.992,293.552,1460.7,12.0311,10.7681,6519,6374,6394,6425,6418,=AVERAGE(J84:N84),
9.7,288.96,292.992,290.976,292.432,290.64,1456,12.3722,10.1048,6501,6445,6447,6406,6393,=AVERAGE(J85:N85),
9.8,291.648,294.336,291.2,291.424,296.128,1464.74,12.6963,9.41991,6412,6353,6431,6465,6388,=AVERAGE(J86:N86),
9.9,296.128,293.552,289.296,292.768,290.08,1461.82,13.0036,8.71385,6406,6333,6411,6452,6436,=AVERAGE(J87:N87),
10,291.872,295.344,289.968,291.312,290.864,1459.36,13.2946,7.98717,6463,6481,6479,6433,6504,=AVERAGE(J88:N88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G88)
