Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.464,101.696,16.1833,10.8819,57070,70819,=AVERAGE(G3:H3),
1.6,282.24,296.352,578.592,16.1833,10.8819,5629,5987,=AVERAGE(G4:H4),
1.7,298.032,299.488,597.52,16.1833,10.8819,5377,5374,=AVERAGE(G5:H5),
1.8,298.816,298.032,596.848,16.1833,10.8819,5376,5382,=AVERAGE(G6:H6),
1.9,298.704,299.04,597.744,16.1833,10.8819,5383,5374,=AVERAGE(G7:H7),
2,298.144,298.816,596.96,16.3097,11.7278,5379,5386,=AVERAGE(G8:H8),
2.1,298.704,298.704,597.408,15.9825,13.4634,5380,5382,=AVERAGE(G9:H9),
2.2,298.256,299.488,597.744,14.5863,14.9015,5383,5374,=AVERAGE(G10:H10),
2.3,298.256,299.6,597.856,11.7922,15.9099,5377,5372,=AVERAGE(G11:H11),
2.4,263.2,258.832,522.032,6.59847,16.3159,5379,5389,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,169.344,163.856,333.2,16.9441,6.35842,32792,34369,=AVERAGE(G14:H14),
2.7,196.112,190.4,386.512,18.0955,6.87199,16806,17598,=AVERAGE(G15:H15),
2.8,223.216,223.216,446.432,6.77921,18.1253,5389,5404,=AVERAGE(G16:H16),
2.9,0,0,0,6.39803,16.9157,0,0,=AVERAGE(G17:H17),
3,211.12,205.744,416.864,13.7425,6.74737,29255,30166,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,289.072,281.904,570.976,13.8152,15.7737,20700,21383,=AVERAGE(G20:H20),
3.3,299.376,298.368,597.744,12.0224,16.3173,5369,5382,=AVERAGE(G21:H21),
3.4,298.704,298.928,597.632,11.8397,16.315,5380,5390,=AVERAGE(G22:H22),
3.5,298.256,299.376,597.632,11.6551,16.3046,5384,5367,=AVERAGE(G23:H23),
3.6,298.592,299.6,598.192,11.4685,16.2864,5374,5363,=AVERAGE(G24:H24),
3.7,299.936,298.48,598.416,11.28,16.2605,5370,5377,=AVERAGE(G25:H25),
3.8,299.712,299.712,599.424,11.2554,16.2566,5369,5384,=AVERAGE(G26:H26),
3.9,298.48,299.824,598.304,11.2554,16.2566,5391,5370,=AVERAGE(G27:H27),
4,298.032,298.48,596.512,11.2554,16.2566,5365,5379,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
