Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.464,101.696,16.1833,10.8819,57017,70982,=AVERAGE(G3:H3),
1.6,282.688,290.64,573.328,16.1833,10.8819,5636,5997,=AVERAGE(G4:H4),
1.7,298.032,299.152,597.184,16.1833,10.8819,5393,5373,=AVERAGE(G5:H5),
1.8,298.144,300.16,598.304,16.1833,10.8819,5390,5371,=AVERAGE(G6:H6),
1.9,299.488,298.256,597.744,16.1833,10.8819,5383,5382,=AVERAGE(G7:H7),
2,299.264,298.48,597.744,16.3097,11.7277,5380,5380,=AVERAGE(G8:H8),
2.1,299.6,298.032,597.632,15.9825,13.4634,5380,5380,=AVERAGE(G9:H9),
2.2,298.256,299.152,597.408,14.5863,14.9015,5383,5363,=AVERAGE(G10:H10),
2.3,298.256,299.264,597.52,11.7922,15.9099,5393,5378,=AVERAGE(G11:H11),
2.4,262.976,256.256,519.232,6.59847,16.3159,5411,5395,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,174.384,168.224,342.608,16.9437,6.35896,31793,33641,=AVERAGE(G14:H14),
2.7,196.56,190.176,386.736,18.0955,6.87199,16593,17457,=AVERAGE(G15:H15),
2.8,224.112,222.32,446.432,6.778,18.1253,5412,5395,=AVERAGE(G16:H16),
2.9,196.56,190.176,386.736,6.39803,16.9157,16022,16935,=AVERAGE(G17:H17),
3,246.848,247.184,494.032,13.7423,6.74614,5393,5388,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,291.76,285.824,577.584,13.815,15.7739,20377,20936,=AVERAGE(G20:H20),
3.3,298.704,298.144,596.848,12.0224,16.3173,5387,5379,=AVERAGE(G21:H21),
3.4,299.488,298.144,597.632,11.8398,16.315,5394,5377,=AVERAGE(G22:H22),
3.5,299.152,298.704,597.856,11.6551,16.3046,5378,5381,=AVERAGE(G23:H23),
3.6,298.368,299.936,598.304,11.4685,16.2864,5394,5380,=AVERAGE(G24:H24),
3.7,299.488,298.144,597.632,11.28,16.2605,5379,5366,=AVERAGE(G25:H25),
3.8,299.712,299.936,599.648,11.2554,16.2566,5390,5378,=AVERAGE(G26:H26),
3.9,298.592,299.376,597.968,11.2554,16.2566,5383,5379,=AVERAGE(G27:H27),
4,299.6,298.48,598.08,11.2554,16.2566,5375,5384,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
