Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,49.168,28.56,28.56,28.56,28.56,220.64,16.1833,10.8819,56796,65704,73796,74287,74926,75486,=AVERAGE(K3:P3),
1.6,260.848,261.52,278.656,270.48,265.776,253.456,1590.74,16.1833,10.8819,7499,7598,11350,11653,11992,12482,=AVERAGE(K4:P4),
1.7,276.976,280.896,277.984,274.512,276.752,279.776,1666.9,16.1833,10.8819,7487,7422,7541,7518,7477,7497,=AVERAGE(K5:P5),
1.8,276.864,276.752,272.608,278.208,273.616,275.968,1654.02,16.1833,10.8819,7388,7267,7620,7542,7558,7535,=AVERAGE(K6:P6),
1.9,279.552,274.848,285.264,274.96,279.44,281.12,1675.18,16.1833,10.8819,7330,7406,7327,7414,7447,7491,=AVERAGE(K7:P7),
2,276.64,278.992,275.744,273.056,273.616,271.824,1649.87,16.3097,11.7278,7364,7521,7528,7595,7425,7663,=AVERAGE(K8:P8),
2.1,279.216,276.192,270.032,276.08,272.832,278.432,1652.78,15.9825,13.4636,7478,7543,7685,7524,7479,7431,=AVERAGE(K9:P9),
2.2,275.856,271.824,274.288,279.216,272.384,275.184,1648.75,14.5861,14.9015,7605,7644,7498,7601,7601,7524,=AVERAGE(K10:P10),
2.3,278.32,275.632,278.656,277.088,277.76,273.392,1660.85,11.7919,15.9099,7411,7528,7332,7402,7576,7651,=AVERAGE(K11:P11),
2.4,238.448,239.344,240.576,240.352,239.68,235.872,1434.27,6.59815,16.3159,7697,7653,7484,7717,7609,7763,=AVERAGE(K12:P12),
2.5,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,=AVERAGE(K13:P13),
2.6,177.184,165.76,148.624,162.288,154.112,172.928,980.896,16.9444,6.35896,32577,35541,40153,36975,38865,34137,=AVERAGE(K14:P14),
2.7,178.64,168.896,160.72,142.912,157.92,151.536,960.624,18.0955,6.87199,18994,20239,21555,24412,21671,23232,=AVERAGE(K15:P15),
2.8,175.504,168.56,162.288,174.272,166.32,175.84,1022.78,6.77734,18.126,9735,11020,11493,10398,10891,9843,=AVERAGE(K16:P16),
2.9,171.584,148.736,159.152,156.128,164.864,174.048,974.512,6.39803,16.9157,18518,22157,20442,20958,19665,18866,=AVERAGE(K17:P17),
3,232.4,235.872,232.96,229.04,236.88,236.88,1404.03,13.7424,6.74589,7758,7464,7744,7751,7860,7733,=AVERAGE(K18:P18),
3.1,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,=AVERAGE(K19:P19),
3.2,251.888,227.808,234.304,240.464,224.784,213.136,1392.38,13.8148,15.7739,25467,28686,27536,26712,28790,30537,=AVERAGE(K20:P20),
3.3,269.136,273.952,272.16,277.536,277.312,280.448,1650.54,12.0224,16.3173,7621,7571,7656,7611,7525,7560,=AVERAGE(K21:P21),
3.4,279.104,275.072,278.88,274.4,276.08,272.384,1655.92,11.8397,16.315,7650,7722,7634,7481,7536,7722,=AVERAGE(K22:P22),
3.5,276.416,281.456,281.904,274.288,278.768,278.432,1671.26,11.6551,16.3046,7633,7445,7459,7640,7599,7652,=AVERAGE(K23:P23),
3.6,280.112,279.664,275.744,279.888,281.008,275.632,1672.05,11.4685,16.2864,7554,7470,7510,7527,7617,7545,=AVERAGE(K24:P24),
3.7,278.32,277.76,282.464,277.536,274.96,282.128,1673.17,11.28,16.2605,7591,7603,7507,7607,7637,7713,=AVERAGE(K25:P25),
3.8,275.968,277.536,270.032,272.048,280.896,273.504,1649.98,11.2554,16.2566,7666,7544,7316,7258,7439,7307,=AVERAGE(K26:P26),
3.9,271.04,282.576,278.768,279.888,266.336,275.072,1653.68,11.2554,16.2566,7421,7479,7444,7480,7384,7574,=AVERAGE(K27:P27),
4,274.064,269.696,278.768,274.624,275.744,278.992,1651.89,11.2554,16.2566,7562,7608,7246,7451,7311,7330,=AVERAGE(K28:P28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(H7:H28)
