Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.24,101.472,16.1833,10.8819,56969,70607,=AVERAGE(G3:H3),
1.6,281.68,296.8,578.48,16.1833,10.8819,5636,6016,=AVERAGE(G4:H4),
1.7,298.704,299.936,598.64,16.1833,10.8819,5380,5372,=AVERAGE(G5:H5),
1.8,298.816,297.92,596.736,16.1833,10.8819,5376,5379,=AVERAGE(G6:H6),
1.9,298.368,299.488,597.856,16.1833,10.8819,5380,5372,=AVERAGE(G7:H7),
2,298.816,298.144,596.96,16.3097,11.7277,5370,5380,=AVERAGE(G8:H8),
2.1,298.704,299.152,597.856,15.9825,13.4634,5380,5371,=AVERAGE(G9:H9),
2.2,299.04,298.704,597.744,14.5862,14.9015,5368,5378,=AVERAGE(G10:H10),
2.3,298.48,297.808,596.288,11.7922,15.9099,5379,5379,=AVERAGE(G11:H11),
2.4,262.64,260.848,523.488,6.59847,16.3159,5391,5402,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,179.312,172.928,352.24,16.9437,6.35841,30781,32192,=AVERAGE(G14:H14),
2.7,196.784,188.832,385.616,18.0955,6.87199,16688,17630,=AVERAGE(G15:H15),
2.8,221.984,222.32,444.304,6.77798,18.1258,5416,5388,=AVERAGE(G16:H16),
2.9,200.48,192.08,392.56,6.39803,16.9157,15779,16692,=AVERAGE(G17:H17),
3,38.08,37.856,75.936,13.742,6.74737,72270,74115,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,285.264,278.992,564.256,13.8152,15.7737,20864,21297,=AVERAGE(G20:H20),
3.3,298.032,299.376,597.408,12.0224,16.3173,5384,5371,=AVERAGE(G21:H21),
3.4,298.368,299.6,597.968,11.8398,16.315,5383,5376,=AVERAGE(G22:H22),
3.5,298.48,299.712,598.192,11.6551,16.3046,5380,5359,=AVERAGE(G23:H23),
3.6,298.48,298.256,596.736,11.4685,16.2864,5375,5391,=AVERAGE(G24:H24),
3.7,298.592,298.032,596.624,11.28,16.2605,5378,5377,=AVERAGE(G25:H25),
3.8,300.272,300.048,600.32,11.2554,16.2566,5386,5376,=AVERAGE(G26:H26),
3.9,298.928,298.48,597.408,11.2554,16.2566,5365,5378,=AVERAGE(G27:H27),
4,298.592,299.6,598.192,11.2554,16.2566,5393,5371,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
