Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,41.776,28.56,28.56,28.56,184.688,14.394,15.0139,57203,74060,73771,74522,75069,=AVERAGE(J3:N3),
1.6,274.624,286.72,288.512,283.696,276.304,1409.86,14.394,15.0139,6525,7073,10413,10800,11008,=AVERAGE(J4:N4),
1.7,292.544,289.408,293.104,292.096,298.928,1466.08,14.394,15.0139,6482,6428,6483,6362,6326,=AVERAGE(J5:N5),
1.8,291.872,289.968,293.328,293.776,289.296,1458.24,14.394,15.0139,6472,6406,6442,6442,6491,=AVERAGE(J6:N6),
1.9,294.784,292.544,292.992,290.528,291.872,1462.72,14.394,15.0139,6414,6441,6425,6443,6454,=AVERAGE(J7:N7),
2,297.136,289.968,290.416,293.44,286.832,1457.79,14.2957,15.0676,6372,6446,6437,6462,6463,=AVERAGE(J8:N8),
2.1,289.408,290.416,290.416,292.88,295.568,1458.69,14.0655,15.1842,6464,6487,6392,6413,6417,=AVERAGE(J9:N9),
2.2,292.656,288.848,292.768,292.208,291.872,1458.35,13.8206,15.2962,6362,6453,6410,6479,6470,=AVERAGE(J10:N10),
2.3,291.312,295.68,295.568,291.088,290.752,1464.4,13.5605,15.4034,6482,6352,6387,6475,6434,=AVERAGE(J11:N11),
2.4,292.096,292.656,293.776,291.424,290.416,1460.37,13.2848,15.5056,6457,6349,6394,6470,6480,=AVERAGE(J12:N12),
2.5,295.456,289.52,287.728,294.112,292.88,1459.7,12.9932,15.6027,6428,6383,6482,6372,6380,=AVERAGE(J13:N13),
2.6,288.96,292.32,296.8,291.2,293.104,1462.38,12.6853,15.6945,6420,6419,6301,6472,6345,=AVERAGE(J14:N14),
2.7,296.24,289.184,289.184,293.216,294.112,1461.94,12.3607,15.7808,6387,6443,6459,6436,6432,=AVERAGE(J15:N15),
2.8,293.888,292.32,296.128,289.072,288.96,1460.37,12.019,15.8615,6470,6488,6410,6482,6433,=AVERAGE(J16:N16),
2.9,292.768,288.96,292.768,290.192,292.992,1457.68,11.6597,15.9363,6375,6430,6419,6440,6433,=AVERAGE(J17:N17),
3,290.304,294.896,292.208,292.88,293.104,1463.39,11.2826,16.0051,6420,6396,6409,6450,6404,=AVERAGE(J18:N18),
3.1,293.104,295.568,289.632,289.744,291.2,1459.25,10.887,16.0676,6494,6375,6416,6453,6435,=AVERAGE(J19:N19),
3.2,290.416,293.44,290.864,289.968,292.432,1457.12,10.4728,16.1237,6449,6397,6436,6435,6433,=AVERAGE(J20:N20),
3.3,291.088,294.56,294,293.216,291.872,1464.74,10.0394,16.1731,6472,6375,6441,6416,6460,=AVERAGE(J21:N21),
3.4,296.352,291.312,294.112,289.296,291.088,1462.16,9.58644,16.2156,6421,6487,6337,6429,6429,=AVERAGE(J22:N22),
3.5,293.552,290.304,296.24,291.2,290.08,1461.38,9.11346,16.2511,6416,6373,6371,6470,6464,=AVERAGE(J23:N23),
3.6,297.36,292.208,292.656,292.544,294.448,1469.22,8.62007,16.2793,6348,6488,6451,6460,6397,=AVERAGE(J24:N24),
3.7,295.792,295.232,294.896,295.68,295.568,1477.17,8.10581,16.2999,6487,6494,6431,6525,6496,=AVERAGE(J25:N25),
3.8,289.968,294.448,291.872,291.536,291.312,1459.14,7.57027,16.3127,6394,6363,6359,6386,6401,=AVERAGE(J26:N26),
3.9,287.28,289.072,291.76,289.744,292.096,1449.95,7.01306,16.3175,6421,6380,6409,6432,6428,=AVERAGE(J27:N27),
4,290.752,296.464,296.688,288.96,285.152,1458.02,6.43368,16.3141,6441,6402,6379,6390,6428,=AVERAGE(J28:N28),
4.1,288.624,283.136,294.224,287.168,290.976,1444.13,5.83174,16.3021,6406,6345,6363,6374,6401,=AVERAGE(J29:N29),
4.2,28.56,33.04,21.952,32.368,29.456,145.376,7.23409,13.572,7888,7970,7860,7801,7890,=AVERAGE(J30:N30),
4.3,296.576,271.712,284.256,278.656,289.184,1420.38,7.24958,13.572,17407,19301,18474,18841,18032,=AVERAGE(J31:N31),
4.4,290.416,287.504,287.392,291.872,291.312,1448.5,7.98107,13.297,6699,6702,6745,6693,6730,=AVERAGE(J32:N32),
4.5,291.312,289.632,291.088,291.424,292.656,1456.11,8.70793,13.0061,6460,6521,6425,6446,6433,=AVERAGE(J33:N33),
4.6,288.96,289.52,295.008,291.648,295.344,1460.48,9.41416,12.6989,6465,6473,6381,6391,6414,=AVERAGE(J34:N34),
4.7,294,292.656,292.432,291.648,290.864,1461.6,10.0992,12.375,6462,6464,6414,6491,6441,=AVERAGE(J35:N35),
4.8,290.752,291.088,290.304,289.296,294.56,1456,10.7627,12.034,6443,6414,6457,6504,6403,=AVERAGE(J36:N36),
4.9,288.96,292.32,296.576,288.4,291.872,1458.13,11.4041,11.6755,6464,6437,6430,6459,6480,=AVERAGE(J37:N37),
5,297.92,294.56,288.288,292.096,292.88,1465.74,12.0229,11.2991,6310,6400,6403,6358,6443,=AVERAGE(J38:N38),
5.1,291.536,290.416,290.528,292.32,291.648,1456.45,12.6187,10.9045,6460,6454,6474,6418,6435,=AVERAGE(J39:N39),
5.2,288.96,290.416,292.992,295.68,290.976,1459.02,13.1911,10.491,6457,6418,6373,6422,6432,=AVERAGE(J40:N40),
5.3,293.776,289.408,292.096,293.888,290.528,1459.7,13.7397,10.0584,6360,6455,6444,6379,6432,=AVERAGE(J41:N41),
5.4,288.288,295.232,293.888,294.448,290.192,1462.05,14.264,9.6063,6428,6321,6454,6343,6397,=AVERAGE(J42:N42),
5.5,293.552,289.744,289.184,293.44,292.768,1458.69,14.7636,9.1342,6448,6506,6454,6458,6447,=AVERAGE(J43:N43),
5.6,290.752,295.008,291.76,291.088,290.304,1458.91,15.2382,8.64172,6414,6370,6391,6463,6493,=AVERAGE(J44:N44),
5.7,291.312,290.752,292.992,292.992,288.736,1456.78,15.6874,8.12833,6511,6453,6487,6439,6464,=AVERAGE(J45:N45),
5.8,289.744,292.88,294.672,291.312,292.656,1461.26,16.1108,7.59376,6444,6431,6382,6450,6487,=AVERAGE(J46:N46),
5.9,291.536,292.432,290.64,293.328,292.096,1460.03,16.5081,7.03742,6510,6447,6476,6471,6419,=AVERAGE(J47:N47),
6,292.432,292.432,289.52,293.216,294.448,1462.05,16.8791,6.45902,6403,6423,6452,6403,6354,=AVERAGE(J48:N48),
6.1,16.576,16.128,18.928,20.72,20.72,93.072,18.4098,5.80459,6141,6940,6249,6338,6953,=AVERAGE(J49:N49),
6.2,256.928,253.232,245.168,230.944,243.712,1229.98,17.8145,7.67853,21253,21740,22564,24130,22760,=AVERAGE(J50:N50),
6.3,257.04,254.464,243.04,239.792,252.784,1247.12,17.5229,8.41367,7409,7593,8160,8544,7776,=AVERAGE(J51:N51),
6.4,292.992,291.648,293.328,292.32,290.976,1461.26,17.2041,9.12838,6453,6433,6304,6443,6456,=AVERAGE(J52:N52),
6.5,292.32,290.528,292.208,293.216,295.68,1463.95,16.8583,9.82217,6419,6348,6500,6410,6387,=AVERAGE(J53:N53),
6.6,293.44,294.448,294.336,289.856,290.192,1462.27,16.4858,10.4945,6390,6372,6378,6462,6433,=AVERAGE(J54:N54),
6.7,290.192,292.432,291.088,289.744,292.88,1456.34,16.0869,11.145,6450,6432,6385,6480,6408,=AVERAGE(J55:N55),
6.8,290.976,297.136,290.864,293.552,291.424,1463.95,15.662,11.773,6424,6414,6403,6409,6475,=AVERAGE(J56:N56),
6.9,293.888,292.432,289.968,291.76,291.984,1460.03,15.2113,12.3783,6455,6320,6423,6424,6344,=AVERAGE(J57:N57),
7,291.536,289.296,290.864,292.992,296.912,1461.6,14.7353,12.9603,6423,6386,6451,6450,6378,=AVERAGE(J58:N58),
7.1,292.544,291.76,295.904,289.296,290.416,1459.92,14.2342,13.5186,6400,6472,6383,6521,6439,=AVERAGE(J59:N59),
7.2,291.088,294.672,294.672,290.752,294.112,1465.3,13.7085,14.0529,6536,6400,6407,6445,6476,=AVERAGE(J60:N60),
7.3,292.544,291.312,287.504,293.664,294.336,1459.36,13.1585,14.5627,6463,6422,6420,6426,6342,=AVERAGE(J61:N61),
7.4,289.296,290.976,294.448,293.328,294.112,1462.16,12.5847,15.0475,6434,6511,6468,6400,6426,=AVERAGE(J62:N62),
7.5,290.64,290.864,291.648,294.896,293.104,1461.15,11.9876,15.5071,6473,6375,6382,6435,6458,=AVERAGE(J63:N63),
7.6,292.208,289.52,294.784,292.096,293.104,1461.71,11.3674,15.9411,6397,6407,6366,6345,6377,=AVERAGE(J64:N64),
7.7,292.656,293.44,288.848,290.08,296.912,1461.94,10.7247,16.3491,6376,6513,6388,6495,6362,=AVERAGE(J65:N65),
7.8,290.64,288.288,296.8,292.208,292.432,1460.37,10.06,16.7309,6472,6485,6384,6479,6388,=AVERAGE(J66:N66),
7.9,293.664,294.224,293.216,293.664,296.8,1471.57,9.37368,17.086,6460,6478,6415,6401,6437,=AVERAGE(J67:N67),
8,296.688,294.56,295.904,297.92,298.48,1483.55,8.66624,17.4144,6448,6461,6463,6450,6420,=AVERAGE(J68:N68),
8.1,292.992,290.528,286.72,288.512,289.184,1447.94,7.9382,17.7155,6359,6371,6427,6410,6445,=AVERAGE(J69:N69),
8.2,265.888,248.976,251.104,260.512,250.096,1276.58,7.18999,17.9894,7416,8219,7683,7408,7623,=AVERAGE(J70:N70),
8.3,256.592,247.632,259.392,252.112,263.088,1278.82,6.42218,18.2356,7293,7871,7383,7734,7390,=AVERAGE(J71:N71),
8.4,3.584,5.712,3.248,11.424,1.456,25.424,7.03274,16.5113,6998,7031,7019,8736,7031,=AVERAGE(J72:N72),
8.5,294.112,277.536,287.28,271.152,284.256,1414.34,7.5892,16.1142,18754,19991,19291,20314,19505,=AVERAGE(J73:N73),
8.6,291.984,290.304,297.248,295.12,289.408,1464.06,7.60293,16.1142,6495,6536,6401,6444,6461,=AVERAGE(J74:N74),
8.7,293.776,290.752,288.96,288.288,291.2,1452.98,8.12399,15.691,6480,6448,6493,6539,6444,=AVERAGE(J75:N75),
8.8,292.32,292.432,290.752,297.024,295.008,1467.54,8.6375,15.242,6386,6361,6407,6403,6362,=AVERAGE(J76:N76),
8.9,288.512,291.424,291.312,294.448,295.568,1461.26,9.13021,14.7677,6426,6475,6458,6302,6410,=AVERAGE(J77:N77),
9,295.904,290.976,292.432,294.448,291.312,1465.07,9.60249,14.2682,6424,6382,6369,6418,6377,=AVERAGE(J78:N78),
9.1,290.64,294.784,291.648,294.672,292.992,1464.74,10.0548,13.7442,6391,6371,6418,6397,6432,=AVERAGE(J79:N79),
9.2,294.896,288.624,293.552,288.064,292.992,1458.13,10.4875,13.1958,6382,6406,6402,6431,6412,=AVERAGE(J80:N80),
9.3,291.648,295.568,291.536,295.232,289.632,1463.62,10.9011,12.6236,6503,6477,6377,6429,6458,=AVERAGE(J81:N81),
9.4,295.456,290.08,295.904,293.552,288.736,1463.73,11.2959,12.0279,6345,6447,6368,6405,6438,=AVERAGE(J82:N82),
9.5,287.504,294.448,297.136,289.296,292.32,1460.7,11.6725,11.4093,6539,6439,6351,6528,6505,=AVERAGE(J83:N83),
9.6,290.976,290.528,289.52,295.232,292.208,1458.46,12.0311,10.7681,6453,6412,6468,6371,6489,=AVERAGE(J84:N84),
9.7,291.872,292.992,290.864,291.312,290.304,1457.34,12.3722,10.1048,6439,6400,6455,6420,6390,=AVERAGE(J85:N85),
9.8,291.76,294.224,288.96,292.656,290.64,1458.24,12.6963,9.41993,6423,6385,6354,6405,6453,=AVERAGE(J86:N86),
9.9,293.44,288.064,296.016,297.584,291.536,1466.64,13.0036,8.71388,6410,6351,6354,6320,6358,=AVERAGE(J87:N87),
10,288.512,295.12,292.88,289.856,292.656,1459.02,13.2946,7.98714,6383,6351,6410,6443,6424,=AVERAGE(J88:N88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G88)
