Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,41.888,28.56,28.56,28.56,28.56,213.36,14.394,15.0139,57019,73669,73894,74410,75052,75656,=AVERAGE(K3:P3),
1.6,260.736,271.824,271.712,268.464,262.864,256.928,1592.53,14.394,15.0139,7453,7857,11569,11721,11974,12349,=AVERAGE(K4:P4),
1.7,278.32,269.36,278.208,273.056,281.904,277.536,1658.38,14.394,15.0139,7278,7460,7580,7543,7246,7423,=AVERAGE(K5:P5),
1.8,272.496,278.544,277.088,277.2,270.816,276.752,1652.9,14.394,15.0139,7662,7486,7515,7609,7570,7561,=AVERAGE(K6:P6),
1.9,280.336,276.192,273.616,273.168,275.968,280,1659.28,14.394,15.0139,7510,7628,7565,7426,7541,7413,=AVERAGE(K7:P7),
2,273.056,277.536,274.288,280.896,278.992,276.08,1660.85,14.2957,15.0676,7562,7576,7557,7448,7613,7570,=AVERAGE(K8:P8),
2.1,277.312,273.392,280.784,277.088,277.2,278.992,1664.77,14.0655,15.1842,7451,7537,7306,7473,7535,7535,=AVERAGE(K9:P9),
2.2,280.672,271.488,280,276.416,276.304,275.408,1660.29,13.8206,15.2962,7376,7547,7384,7567,7522,7551,=AVERAGE(K10:P10),
2.3,275.072,277.984,276.752,273.504,280.56,274.176,1658.05,13.5605,15.4034,7532,7515,7516,7502,7470,7506,=AVERAGE(K11:P11),
2.4,278.768,280.336,274.512,277.984,275.52,277.872,1664.99,13.2848,15.5056,7416,7411,7519,7558,7533,7448,=AVERAGE(K12:P12),
2.5,276.528,278.88,279.776,278.208,277.648,269.584,1660.62,12.9932,15.6027,7492,7493,7508,7517,7476,7604,=AVERAGE(K13:P13),
2.6,277.648,272.608,276.192,277.648,276.08,278.544,1658.72,12.6853,15.6945,7492,7493,7534,7527,7461,7370,=AVERAGE(K14:P14),
2.7,274.624,272.608,279.328,268.128,281.008,278.992,1654.69,12.3607,15.7808,7695,7675,7684,7677,7582,7673,=AVERAGE(K15:P15),
2.8,278.32,277.088,273.616,276.528,272.944,276.976,1655.47,12.019,15.8615,7511,7483,7469,7529,7611,7534,=AVERAGE(K16:P16),
2.9,276.976,278.768,275.52,280.896,272.608,270.256,1655.02,11.6597,15.9363,7678,7602,7546,7321,7415,7424,=AVERAGE(K17:P17),
3,275.184,274.736,277.648,272.72,278.096,277.984,1656.37,11.2826,16.0051,7545,7596,7500,7534,7584,7509,=AVERAGE(K18:P18),
3.1,274.96,280.112,278.208,276.976,274.512,278.88,1663.65,10.8871,16.0676,7600,7473,7590,7494,7624,7593,=AVERAGE(K19:P19),
3.2,276.304,275.184,278.208,279.552,275.184,275.856,1660.29,10.4728,16.1237,7497,7486,7391,7406,7599,7670,=AVERAGE(K20:P20),
3.3,277.536,279.216,280.896,277.2,281.456,275.744,1672.05,10.0394,16.1731,7496,7452,7465,7576,7452,7459,=AVERAGE(K21:P21),
3.4,276.976,280.784,277.648,278.544,272.496,275.184,1661.63,9.58644,16.2156,7427,7625,7476,7325,7540,7395,=AVERAGE(K22:P22),
3.5,280.672,276.08,275.968,277.536,275.408,279.776,1665.44,9.11348,16.2511,7527,7567,7548,7579,7645,7506,=AVERAGE(K23:P23),
3.6,279.664,278.768,280.784,278.656,280.448,278.768,1677.09,8.62007,16.2793,7536,7731,7547,7593,7545,7588,=AVERAGE(K24:P24),
3.7,279.888,275.744,278.208,270.032,276.08,282.128,1662.08,8.10582,16.2999,7512,7587,7538,7557,7418,7524,=AVERAGE(K25:P25),
3.8,274.624,279.888,278.544,270.144,274.064,278.992,1656.26,7.57028,16.3127,7505,7370,7334,7398,7402,7559,=AVERAGE(K26:P26),
3.9,270.592,275.744,270.592,278.992,270.704,276.864,1643.49,7.01301,16.3175,7458,7474,7429,7508,7414,7417,=AVERAGE(K27:P27),
4,270.48,269.136,282.128,276.304,287.728,271.376,1657.15,6.43368,16.3141,7367,7445,7506,7614,7473,7534,=AVERAGE(K28:P28),
4.1,278.32,276.304,273.168,272.72,271.04,273.056,1644.61,5.83174,16.3021,7573,7340,7349,7475,7480,7448,=AVERAGE(K29:P29),
4.2,17.808,19.936,25.984,30.576,19.712,23.52,137.536,7.23397,13.572,9933,10461,10703,9824,10140,10413,=AVERAGE(K30:P30),
4.3,281.344,277.2,260.064,256.816,272.608,268.576,1616.61,7.25013,13.572,19388,19831,21102,21347,20022,20463,=AVERAGE(K31:P31),
4.4,276.416,282.016,273.84,270.256,277.984,274.96,1655.47,7.98107,13.297,7625,7480,7607,7597,7490,7479,=AVERAGE(K32:P32),
4.5,277.648,272.272,275.072,274.064,277.76,276.864,1653.68,8.70789,13.0061,7578,7651,7586,7552,7513,7478,=AVERAGE(K33:P33),
4.6,274.288,277.312,278.656,280.56,271.152,275.296,1657.26,9.41414,12.6989,7458,7346,7394,7515,7526,7562,=AVERAGE(K34:P34),
4.7,275.968,279.104,278.096,272.272,278.544,279.664,1663.65,10.0992,12.375,7566,7412,7516,7592,7526,7430,=AVERAGE(K35:P35),
4.8,273.056,281.568,269.584,280,276.752,275.632,1656.59,10.7627,12.034,7482,7522,7574,7471,7503,7520,=AVERAGE(K36:P36),
4.9,271.936,272.384,275.184,277.872,275.744,276.752,1649.87,11.4041,11.6755,7636,7417,7579,7478,7619,7574,=AVERAGE(K37:P37),
5,275.184,277.648,274.512,273.168,273.728,276.416,1650.66,12.0229,11.2991,7574,7623,7744,7658,7714,7463,=AVERAGE(K38:P38),
5.1,279.776,276.752,276.416,271.936,275.408,278.432,1658.72,12.6187,10.9044,7583,7447,7473,7550,7475,7353,=AVERAGE(K39:P39),
5.2,277.648,279.888,277.984,279.104,272.16,277.536,1664.32,13.1911,10.491,7472,7485,7399,7315,7388,7408,=AVERAGE(K40:P40),
5.3,274.064,271.264,280.784,274.624,282.464,273.504,1656.7,13.7397,10.0584,7575,7501,7473,7623,7591,7652,=AVERAGE(K41:P41),
5.4,272.832,278.656,276.08,280.224,272.496,273.616,1653.9,14.2639,9.60634,7659,7446,7500,7567,7577,7702,=AVERAGE(K42:P42),
5.5,278.544,272.048,276.304,276.08,278.656,280.224,1661.86,14.7636,9.13424,7489,7513,7466,7487,7482,7573,=AVERAGE(K43:P43),
5.6,279.44,280,280.896,279.888,279.776,272.72,1672.72,15.2382,8.6417,7459,7540,7403,7501,7609,7446,=AVERAGE(K44:P44),
5.7,278.32,273.84,281.792,274.064,273.728,276.752,1658.5,15.6874,8.12833,7588,7582,7410,7415,7613,7586,=AVERAGE(K45:P45),
5.8,273.728,276.304,276.64,282.8,276.08,274.624,1660.18,16.1108,7.59373,7641,7563,7406,7485,7678,7513,=AVERAGE(K46:P46),
5.9,276.976,276.192,276.192,272.384,273.84,276.752,1652.34,16.5081,7.03744,7497,7366,7372,7606,7524,7576,=AVERAGE(K47:P47),
6,272.832,276.304,276.192,272.608,277.2,273.056,1648.19,16.8791,6.45899,7597,7555,7650,7674,7505,7500,=AVERAGE(K48:P48),
6.1,18.928,30.24,25.76,24.416,26.096,25.424,150.864,18.4098,5.80459,7388,7625,7564,7567,8064,7587,=AVERAGE(K49:P49),
6.2,236.656,218.176,226.576,237.44,215.936,229.376,1364.16,17.8145,7.67851,23270,25747,24776,23414,25914,24338,=AVERAGE(K50:P50),
6.3,277.984,277.2,271.936,274.176,281.456,276.08,1658.83,17.5229,8.41369,7451,7466,7593,7524,7425,7399,=AVERAGE(K51:P51),
6.4,278.32,278.096,277.872,269.136,272.048,280.112,1655.58,17.2041,9.12841,7601,7384,7483,7617,7541,7650,=AVERAGE(K52:P52),
6.5,279.216,274.736,277.76,282.352,276.64,281.344,1672.05,16.8583,9.82217,7478,7478,7446,7527,7425,7481,=AVERAGE(K53:P53),
6.6,270.816,282.688,276.08,276.528,283.808,272.72,1662.64,16.4858,10.4945,7619,7371,7504,7623,7410,7567,=AVERAGE(K54:P54),
6.7,277.76,271.264,282.128,279.776,271.152,274.512,1656.59,16.0869,11.145,7510,7601,7488,7554,7686,7492,=AVERAGE(K55:P55),
6.8,275.52,279.216,276.304,275.184,279.104,276.528,1661.86,15.662,11.773,7525,7543,7491,7562,7427,7568,=AVERAGE(K56:P56),
6.9,275.856,276.64,279.664,269.584,273.392,273.392,1648.53,15.2113,12.3783,7655,7456,7470,7733,7690,7742,=AVERAGE(K57:P57),
7,272.496,278.768,277.536,278.768,279.104,276.752,1663.42,14.7352,12.9603,7464,7538,7540,7468,7418,7569,=AVERAGE(K58:P58),
7.1,275.52,277.76,274.064,278.88,278.88,274.736,1659.84,14.2342,13.5187,7444,7509,7451,7598,7438,7375,=AVERAGE(K59:P59),
