Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,41.44,28.56,28.56,28.56,28.56,28.56,28.56,270.032,14.394,15.0139,57277,74264,73987,74459,75037,75669,76178,76740,=AVERAGE(M3:T3),
1.6,204.96,224.448,230.832,233.072,222.096,223.216,210.56,210.56,1759.74,14.394,15.0139,9599,9910,14103,14379,14835,15333,15570,16228,=AVERAGE(M4:T4),
1.7,228.592,229.936,234.976,213.92,230.832,219.968,224.784,217.84,1800.85,14.394,15.0139,9802,9710,10244,10187,9943,9966,9658,10253,=AVERAGE(M5:T5),
1.8,230.832,223.216,225.68,229.376,218.848,221.2,227.472,229.824,1806.45,14.394,15.0139,10299,9964,9883,10053,10214,10177,10048,9819,=AVERAGE(M6:T6),
1.9,221.088,229.6,218.624,224.672,225.568,224.56,222.208,226.464,1792.78,14.394,15.0139,10257,10146,10560,10286,10264,10025,10462,10426,=AVERAGE(M7:T7),
2,231.392,222.992,224.448,223.664,234.976,225.12,227.472,221.872,1811.94,14.2957,15.0676,10316,10000,10005,10347,9729,10550,10052,10185,=AVERAGE(M8:T8),
2.1,224.56,226.8,232.96,224.224,219.52,222.432,227.92,224.784,1803.2,14.0655,15.1842,10005,10032,9834,10198,10425,10296,10174,10076,=AVERAGE(M9:T9),
2.2,229.04,229.936,220.752,216.608,227.696,220.64,220.864,227.136,1792.67,13.8206,15.2962,9570,10010,10349,10617,10299,10199,10351,10282,=AVERAGE(M10:T10),
2.3,217.056,219.856,222.768,231.056,227.136,223.104,228.144,230.944,1800.06,13.5605,15.4034,10372,10376,9565,9840,9768,9875,9536,9883,=AVERAGE(M11:T11),
2.4,230.272,230.496,238.112,222.208,217.84,230.832,225.232,209.664,1804.66,13.2848,15.5056,9911,10105,10025,10342,10447,10186,10466,10161,=AVERAGE(M12:T12),
2.5,216.608,220.192,221.76,226.128,231.392,223.216,220.528,233.744,1793.57,12.9932,15.6027,10040,9595,10151,10332,10012,9798,9783,9450,=AVERAGE(M13:T13),
2.6,236.096,233.072,221.76,229.6,224.56,221.312,221.424,219.744,1807.57,12.6853,15.6945,9561,10003,9969,9979,9935,9890,10024,9947,=AVERAGE(M14:T14),
2.7,215.152,225.232,233.296,214.48,224.896,223.216,225.232,238.112,1799.62,12.3607,15.7809,10167,10169,9569,9992,9458,10242,10054,10172,=AVERAGE(M15:T15),
2.8,229.936,225.456,225.344,226.688,226.24,232.96,238.448,215.264,1820.34,12.019,15.8615,9827,10174,10422,9905,10351,9857,9980,10308,=AVERAGE(M16:T16),
2.9,224.224,229.376,224.896,233.072,222.208,221.984,213.472,223.888,1793.12,11.6597,15.9363,10247,10025,9875,10105,9963,10226,10253,10292,=AVERAGE(M17:T17),
3,227.696,228.368,214.928,228.368,227.808,224.224,228.144,228.704,1808.24,11.2825,16.0051,10227,9790,10068,10262,10526,10411,9763,9698,=AVERAGE(M18:T18),
3.1,222.432,215.712,233.632,222.096,225.12,225.008,228.256,226.016,1798.27,10.8871,16.0676,10343,10232,9968,9872,10154,10311,9911,10018,=AVERAGE(M19:T19),
3.2,226.464,225.68,225.792,224.112,224.224,232.288,223.888,232.4,1814.85,10.4728,16.1237,10107,10467,9980,10140,10242,9716,9984,9607,=AVERAGE(M20:T20),
