Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,42.224,28.56,128.016,14.394,15.0139,57009,73157,73809,=AVERAGE(H3:J3),
1.6,283.024,288.288,294.336,865.648,14.394,15.0139,5763,6365,9661,=AVERAGE(H4:J4),
1.7,296.464,295.792,297.136,889.392,14.394,15.0139,5551,5560,5554,=AVERAGE(H5:J5),
1.8,297.92,296.128,296.8,890.848,14.394,15.0139,5536,5547,5557,=AVERAGE(H6:J6),
1.9,297.024,298.032,296.464,891.52,14.394,15.0139,5544,5535,5562,=AVERAGE(H7:J7),
2,297.136,298.592,296.24,891.968,14.2957,15.0676,5536,5531,5551,=AVERAGE(H8:J8),
2.1,297.584,296.8,297.584,891.968,14.0656,15.1842,5533,5547,5565,=AVERAGE(H9:J9),
2.2,298.592,297.024,296.128,891.744,13.8206,15.2962,5536,5546,5550,=AVERAGE(H10:J10),
2.3,296.24,297.696,296.8,890.736,13.5605,15.4034,5533,5534,5553,=AVERAGE(H11:J11),
2.4,298.144,296.352,297.136,891.632,13.2848,15.5056,5532,5547,5555,=AVERAGE(H12:J12),
2.5,297.808,295.904,297.248,890.96,12.9932,15.6027,5540,5559,5548,=AVERAGE(H13:J13),
2.6,296.352,298.032,296.352,890.736,12.6853,15.6945,5552,5533,5555,=AVERAGE(H14:J14),
2.7,296.128,297.696,298.592,892.416,12.3607,15.7808,5545,5550,5553,=AVERAGE(H15:J15),
2.8,298.144,295.792,295.904,889.84,12.019,15.8615,5535,5548,5555,=AVERAGE(H16:J16),
2.9,296.688,297.472,297.584,891.744,11.6597,15.9363,5544,5535,5552,=AVERAGE(H17:J17),
3,298.032,297.584,296.464,892.08,11.2825,16.0051,5545,5557,5569,=AVERAGE(H18:J18),
3.1,297.472,298.928,296.128,892.528,10.8871,16.0676,5531,5513,5551,=AVERAGE(H19:J19),
3.2,297.472,298.144,296.576,892.192,10.4728,16.1237,5532,5540,5567,=AVERAGE(H20:J20),
3.3,297.92,296.128,296.128,890.176,10.0394,16.1731,5532,5551,5562,=AVERAGE(H21:J21),
3.4,296.8,298.256,297.36,892.416,9.58644,16.2156,5560,5527,5554,=AVERAGE(H22:J22),
3.5,297.808,296.24,297.584,891.632,9.11346,16.2511,5525,5562,5552,=AVERAGE(H23:J23),
3.6,296.464,298.144,297.92,892.528,8.62007,16.2793,5554,5534,5539,=AVERAGE(H24:J24),
3.7,297.024,298.48,297.696,893.2,8.10583,16.2999,5553,5529,5575,=AVERAGE(H25:J25),
3.8,298.704,299.376,298.928,897.008,7.57031,16.3127,5537,5553,5533,=AVERAGE(H26:J26),
3.9,296.352,296.464,297.696,890.512,7.01306,16.3175,5541,5533,5535,=AVERAGE(H27:J27),
4,297.248,297.584,298.928,893.76,6.43368,16.3141,5532,5522,5547,=AVERAGE(H28:J28),
4.1,295.12,295.232,293.216,883.568,5.83169,16.3021,5548,5535,5555,=AVERAGE(H29:J29),
4.2,21.056,23.408,22.512,66.976,7.23398,13.572,5557,5940,5616,=AVERAGE(H30:J30),
4.3,298.032,286.272,291.984,876.288,7.24925,13.572,16812,17782,17364,=AVERAGE(H31:J31),
4.4,295.904,297.136,297.024,890.064,7.98107,13.297,5562,5543,5557,=AVERAGE(H32:J32),
4.5,298.48,297.584,296.24,892.304,8.70791,13.0061,5515,5544,5585,=AVERAGE(H33:J33),
4.6,298.032,295.456,297.248,890.736,9.41411,12.6989,5520,5545,5535,=AVERAGE(H34:J34),
