Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,47.824,105.056,16.1833,10.8819,57038,67087,=AVERAGE(G3:H3),
1.6,284.592,286.72,571.312,16.1833,10.8819,5627,5835,=AVERAGE(G4:H4),
1.7,298.256,298.592,596.848,16.1833,10.8819,5384,5383,=AVERAGE(G5:H5),
1.8,299.6,298.144,597.744,16.1833,10.8819,5368,5379,=AVERAGE(G6:H6),
1.9,298.48,298.256,596.736,16.1833,10.8819,5379,5383,=AVERAGE(G7:H7),
2,298.704,299.376,598.08,16.3097,11.7277,5379,5375,=AVERAGE(G8:H8),
2.1,299.152,298.592,597.744,15.9825,13.4634,5371,5376,=AVERAGE(G9:H9),
2.2,298.256,298.48,596.736,14.5863,14.9015,5380,5385,=AVERAGE(G10:H10),
2.3,298.256,298.144,596.4,11.7921,15.9099,5385,5374,=AVERAGE(G11:H11),
2.4,262.304,259.728,522.032,6.5981,16.3159,5379,5400,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,172.592,167.328,339.92,16.9437,6.3577,32220,33622,=AVERAGE(G14:H14),
2.7,196,189.168,385.168,18.0955,6.87199,16787,17474,=AVERAGE(G15:H15),
2.8,222.544,221.984,444.528,6.77797,18.1253,5390,5410,=AVERAGE(G16:H16),
2.9,197.568,191.072,388.64,6.39803,16.9157,16008,16828,=AVERAGE(G17:H17),
3,38.192,43.568,81.76,13.742,6.74737,73463,63921,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,296.576,291.984,588.56,13.8152,15.7737,19591,19980,=AVERAGE(G20:H20),
3.3,297.92,298.704,596.624,12.0224,16.3173,5387,5387,=AVERAGE(G21:H21),
3.4,299.376,298.032,597.408,11.8398,16.315,5362,5375,=AVERAGE(G22:H22),
3.5,299.824,298.704,598.528,11.6551,16.3046,5376,5377,=AVERAGE(G23:H23),
3.6,297.808,299.376,597.184,11.4685,16.2864,5378,5380,=AVERAGE(G24:H24),
3.7,298.032,298.592,596.624,11.28,16.2605,5388,5375,=AVERAGE(G25:H25),
3.8,300.272,299.712,599.984,11.2554,16.2566,5370,5383,=AVERAGE(G26:H26),
3.9,298.592,299.376,597.968,11.2554,16.2566,5366,5384,=AVERAGE(G27:H27),
4,299.264,298.592,597.856,11.2554,16.2566,5386,5379,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
