Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,40.32,28.56,28.56,28.56,28.56,28.56,28.56,268.912,14.394,15.0139,56972,75086,73738,74360,74893,75554,76118,76631,=AVERAGE(M3:T3),
1.6,214.368,222.656,233.184,225.68,219.968,221.424,210.784,209.552,1757.62,14.394,15.0139,9332,9954,14317,14863,15130,15364,15504,15793,=AVERAGE(M4:T4),
1.7,223.328,222.432,226.464,229.488,240.576,222.992,222.88,218.288,1806.45,14.394,15.0139,10114,10321,9976,9751,10063,10240,9789,9822,=AVERAGE(M5:T5),
1.8,217.616,228.368,223.104,226.24,225.12,228.704,229.824,224.56,1803.54,14.394,15.0139,10004,10053,10308,9957,9646,10161,9742,10313,=AVERAGE(M6:T6),
1.9,225.008,227.36,226.24,221.088,226.8,224.112,228.704,230.944,1810.26,14.394,15.0139,10404,9802,10371,10461,10068,10189,10117,9901,=AVERAGE(M7:T7),
2,225.456,231.84,224.224,237.888,220.192,222.992,222.656,219.408,1804.66,14.2957,15.0676,9781,9879,10235,9358,9958,10357,10292,10282,=AVERAGE(M8:T8),
2.1,232.4,218.512,220.864,219.856,225.68,228.704,228.816,232.288,1807.12,14.0655,15.1842,9881,10034,10195,10256,10108,10138,10225,10170,=AVERAGE(M9:T9),
2.2,218.176,226.016,224.336,227.248,225.456,222.544,229.488,225.344,1798.61,13.8206,15.2962,10299,10174,10150,9957,10209,9767,9987,9793,=AVERAGE(M10:T10),
2.3,232.624,229.04,220.64,219.52,225.344,219.968,224.896,230.832,1802.86,13.5605,15.4034,9833,9797,9944,10067,9729,10187,9675,10157,=AVERAGE(M11:T11),
2.4,220.192,215.264,228.144,229.712,221.648,235.088,219.968,217.056,1787.07,13.2848,15.5056,9951,10540,9826,9914,10036,10035,10019,10088,=AVERAGE(M12:T12),
2.5,217.28,226.352,223.664,220.64,222.096,218.288,222.432,226.016,1776.77,12.9932,15.6027,10302,9914,10343,10121,10340,10023,10177,9856,=AVERAGE(M13:T13),
2.6,229.376,226.128,231.168,229.04,223.664,222.32,224.896,228.368,1814.96,12.6853,15.6945,9820,10044,9982,9912,9990,10040,9926,10052,=AVERAGE(M14:T14),
2.7,218.848,224.336,216.384,214.144,228.592,224.896,234.976,228.144,1790.32,12.3607,15.7809,10258,10171,10362,10158,10426,9962,10300,10039,=AVERAGE(M15:T15),
2.8,239.904,220.976,234.64,221.424,224.224,231.392,219.856,219.184,1811.6,12.019,15.8615,9904,10141,10089,10090,10189,9940,10092,9992,=AVERAGE(M16:T16),
2.9,211.568,226.8,217.504,231.616,229.152,228.032,226.128,235.2,1806,11.6597,15.9363,10202,9977,9919,9904,10079,9916,10106,9774,=AVERAGE(M17:T17),
3,230.384,225.008,230.944,219.072,225.456,223.328,224.224,223.44,1801.86,11.2825,16.0051,9841,9786,10241,10010,10148,9704,10250,9782,=AVERAGE(M18:T18),
3.1,224.112,226.688,220.192,229.824,224.448,222.544,225.792,226.24,1799.84,10.887,16.0676,10456,10629,10165,10015,10210,10209,10093,9717,=AVERAGE(M19:T19),
3.2,225.12,219.744,228.592,225.456,232.4,227.36,224.784,227.024,1810.48,10.4728,16.1237,10434,10127,10115,10201,10079,9762,9794,9809,=AVERAGE(M20:T20),
3.3,225.456,231.28,228.032,222.768,221.76,232.96,232.736,219.072,1814.06,10.0394,16.1731,10397,9819,9876,10032,10052,9813,10213,10355,=AVERAGE(M21:T21),
3.4,221.312,220.864,225.568,226.016,234.864,228.256,223.328,229.376,1809.58,9.58645,16.2156,10236,10333,10443,10363,9992,9714,10367,10179,=AVERAGE(M22:T22),
3.5,225.456,226.352,221.088,231.392,217.28,227.024,225.008,224.448,1798.05,9.11347,16.2511,9953,10083,10213,9804,10194,10056,9863,10225,=AVERAGE(M23:T23),
3.6,228.144,218.288,229.488,230.272,222.32,225.12,229.488,220.864,1803.98,8.62009,16.2793,10222,10219,10386,9935,10067,10069,10061,9823,=AVERAGE(M24:T24),
3.7,232.96,230.72,211.568,214.928,220.64,211.232,221.2,226.688,1769.94,8.10582,16.2999,9953,10008,10060,9721,9661,9900,10287,10334,=AVERAGE(M25:T25),
3.8,210.896,225.568,231.392,222.208,230.832,225.456,224.784,218.064,1789.2,7.57029,16.3127,10212,10005,10173,9836,10135,10392,9887,9767,=AVERAGE(M26:T26),
3.9,221.536,230.832,233.632,225.008,221.2,231.504,215.264,233.072,1812.05,7.01306,16.3175,10101,9802,9967,9926,9894,10096,10011,9959,=AVERAGE(M27:T27),
4,239.904,213.92,209.104,229.712,226.912,227.136,241.808,226.576,1815.07,6.43366,16.3141,10170,9965,9658,10059,10002,10067,9960,10034,=AVERAGE(M28:T28),
4.1,215.824,228.368,228.368,226.24,230.944,219.52,221.088,218.288,1788.64,5.83169,16.3021,9900,9932,9643,9702,9607,9417,9390,9566,=AVERAGE(M29:T29),
4.2,9.072,24.528,21.168,27.44,13.44,20.496,21.504,24.192,161.84,7.23399,13.572,11830,12188,12533,13925,13178,11678,12190,13202,=AVERAGE(M30:T30),
4.3,239.12,204.176,227.696,198.688,234.192,217.84,224.336,214.704,1760.75,7.24943,13.572,23433,26675,24983,27410,24397,25982,24813,25749,=AVERAGE(M31:T31),
4.4,222.208,227.808,223.44,230.832,226.24,226.688,215.824,227.136,1800.18,7.99577,13.297,10092,10436,10244,10274,10060,10353,10130,10149,=AVERAGE(M32:T32),
4.5,218.848,218.624,226.464,211.792,213.36,220.976,228.48,222.432,1760.98,8.70795,13.0061,10252,10096,10106,9963,10390,10163,10003,9887,=AVERAGE(M33:T33),
4.6,219.744,230.272,214.816,227.248,221.088,227.92,217.84,220.976,1779.9,9.41416,12.6989,10143,9905,10301,9907,10186,9951,10285,10292,=AVERAGE(M34:T34),
4.7,222.768,215.936,226.576,225.232,224.112,218.624,216.496,224,1773.74,10.0992,12.375,10289,10180,9859,9981,10017,9994,10138,9943,=AVERAGE(M35:T35),
4.8,215.152,214.48,225.008,221.2,219.744,228.144,221.536,218.288,1763.55,10.7627,12.034,10257,10362,10032,10294,10299,9973,10170,10181,=AVERAGE(M36:T36),
4.9,226.016,225.904,216.944,225.456,223.104,221.424,229.936,217.168,1785.95,11.4041,11.6755,10085,10192,10349,10201,10470,10252,10053,10405,=AVERAGE(M37:T37),
