Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,45.808,103.04,14.394,15.0139,57017,69514,=AVERAGE(G3:H3),
1.6,282.688,289.296,571.984,14.394,15.0139,5632,5916,=AVERAGE(G4:H4),
1.7,298.032,299.6,597.632,14.394,15.0139,5392,5371,=AVERAGE(G5:H5),
1.8,299.488,298.816,598.304,14.394,15.0139,5384,5375,=AVERAGE(G6:H6),
1.9,298.368,299.376,597.744,14.394,15.0139,5391,5373,=AVERAGE(G7:H7),
2,298.144,299.152,597.296,14.2957,15.0676,5392,5369,=AVERAGE(G8:H8),
2.1,298.032,299.152,597.184,14.0656,15.1842,5387,5379,=AVERAGE(G9:H9),
2.2,298.48,298.48,596.96,13.8206,15.2962,5391,5380,=AVERAGE(G10:H10),
2.3,298.368,299.04,597.408,13.5605,15.4034,5392,5374,=AVERAGE(G11:H11),
2.4,298.592,299.04,597.632,13.2848,15.5056,5392,5381,=AVERAGE(G12:H12),
2.5,298.368,298.368,596.736,12.9932,15.6027,5393,5384,=AVERAGE(G13:H13),
2.6,299.264,298.592,597.856,12.6853,15.6945,5378,5374,=AVERAGE(G14:H14),
2.7,298.48,298.48,596.96,12.3607,15.7808,5388,5384,=AVERAGE(G15:H15),
2.8,298.368,298.032,596.4,12.019,15.8615,5382,5375,=AVERAGE(G16:H16),
2.9,298.704,298.368,597.072,11.6597,15.9363,5396,5388,=AVERAGE(G17:H17),
3,298.256,298.368,596.624,11.2826,16.0051,5393,5384,=AVERAGE(G18:H18),
3.1,298.368,299.712,598.08,10.8871,16.0676,5380,5371,=AVERAGE(G19:H19),
3.2,298.816,298.704,597.52,10.4728,16.1237,5400,5369,=AVERAGE(G20:H20),
3.3,298.592,298.256,596.848,10.0394,16.1731,5400,5382,=AVERAGE(G21:H21),
3.4,298.368,299.376,597.744,9.58647,16.2156,5393,5376,=AVERAGE(G22:H22),
3.5,299.264,298.816,598.08,9.1135,16.2511,5377,5375,=AVERAGE(G23:H23),
3.6,299.712,297.92,597.632,8.62009,16.2793,5366,5383,=AVERAGE(G24:H24),
3.7,298.368,298.592,596.96,8.10584,16.2999,5402,5381,=AVERAGE(G25:H25),
3.8,299.712,300.048,599.76,7.57031,16.3127,5385,5385,=AVERAGE(G26:H26),
3.9,298.704,298.48,597.184,7.01306,16.3175,5392,5367,=AVERAGE(G27:H27),
4,299.488,297.808,597.296,6.43368,16.3141,5382,5403,=AVERAGE(G28:H28),
4.1,3.808,0.56,4.368,5.83174,16.3021,104427,-7613,=AVERAGE(G29:H29),
4.2,33.712,37.52,71.232,7.23397,13.572,98507,101092,=AVERAGE(G30:H30),
4.3,298.032,292.32,590.352,7.24931,13.572,16415,16611,=AVERAGE(G31:H31),
4.4,297.92,298.48,596.4,7.98101,13.297,5412,5396,=AVERAGE(G32:H32),
4.5,297.92,298.592,596.512,8.70789,13.0061,5378,5389,=AVERAGE(G33:H33),
4.6,299.712,298.368,598.08,9.41411,12.6989,5387,5361,=AVERAGE(G34:H34),
4.7,298.256,298.256,596.512,10.0992,12.375,5392,5399,=AVERAGE(G35:H35),
